County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Cayuga County, New York",9.2,33.0,18.9,13.5,13.4,8.9,87.7,36,011
"Rockland County, New York",6.5,22.5,16.6,8.2,22.3,18.3,87.9,36,087
"Niagara County, New York",6.3,34.2,19.8,13.4,13.6,10.2,91.2,36,063
"Essex County, New York",5.9,32.9,19.3,11.4,15.8,11.8,91.1,36,031
"Nassau County, New York",4.1,23.0,15.2,7.9,24.7,20.4,91.2,36,059
"Schuyler County, New York",7.3,36.5,20.0,10.5,13.2,9.0,89.3,36,097
"Chenango County, New York",8.8,39.0,19.0,11.8,10.1,8.3,88.2,36,017
"Jefferson County, New York",6.4,34.0,22.3,12.6,12.9,9.4,91.1,36,045
"Suffolk County, New York",5.1,27.9,17.6,9.3,19.5,16.1,90.4,36,103
"Wyoming County, New York",7.2,40.7,18.6,13.8,10.3,6.3,89.6,36,121
"Oswego County, New York",8.9,37.6,18.4,13.1,10.9,7.6,87.8,36,075
"Wayne County, New York",7.1,34.6,19.0,13.6,12.8,9.5,89.4,36,117
"Broome County, New York",6.8,31.1,18.2,12.9,15.7,12.6,90.5,36,007
"Erie County, New York",5.8,27.7,18.2,11.7,18.8,14.9,91.4,36,029
"Sullivan County, New York",9.2,33.6,18.5,10.9,13.1,10.1,86.2,36,105
"Lafayette County, Arkansas",13.2,41.3,17.5,6.4,13.0,3.5,81.7,05,073
"Phillips County, Arkansas",13.7,30.1,26.3,8.0,8.5,5.6,78.4,05,107
"Yell County, Arkansas",10.8,40.9,21.5,4.1,9.9,3.6,80.1,05,149
"Bradley County, Arkansas",11.2,41.6,20.2,4.8,10.9,4.4,82.0,05,011
"Polk County, Arkansas",9.6,37.4,24.1,9.9,8.0,5.3,84.6,05,113
"Ouachita County, Arkansas",10.9,41.6,20.5,7.4,10.0,5.9,85.6,05,103
"Little River County, Arkansas",9.3,42.7,27.5,6.5,7.3,4.1,88.2,05,081
"Miller County, Arkansas",10.2,35.9,27.9,5.6,11.0,5.5,86.0,05,091
"White County, Arkansas",9.2,38.4,18.4,7.2,12.9,8.5,85.4,05,145
"Lake County, California",9.2,30.1,27.8,11.5,10.3,5.5,85.2,06,033
"Mercer County, Missouri",5.9,46.9,18.7,6.2,10.7,7.3,89.8,29,129
"Wright County, Missouri",10.5,44.2,18.9,6.4,7.1,4.2,80.8,29,229
"Clay County, Missouri",4.8,28.8,23.2,8.3,22.1,10.6,93.2,29,047
"Dent County, Missouri",11.6,40.4,18.7,7.3,9.2,5.4,80.9,29,065
"Saline County, Missouri",8.7,39.4,21.9,4.8,11.4,6.5,84.1,29,195
"Worth County, Missouri",7.8,42.1,22.0,5.5,12.2,5.3,87.1,29,227
"Grundy County, Missouri",6.7,40.0,18.7,10.4,11.3,7.5,87.9,29,079
"Morgan County, Missouri",11.7,40.1,19.4,7.0,8.1,4.7,79.3,29,141
"Reynolds County, Missouri",15.3,41.3,18.2,8.0,8.2,2.9,78.6,29,179
"St. Louis County, Missouri",4.7,21.2,21.2,7.7,24.8,18.3,93.3,29,189
"Stone County, Missouri",10.6,33.1,28.0,7.0,13.0,5.4,86.5,29,209
"Barry County, Missouri",11.9,40.9,20.0,6.9,10.1,4.3,82.2,29,009
"Boone County, Missouri",4.1,21.2,19.7,7.2,25.8,20.2,94.2,29,019
"Cole County, Missouri",5.4,30.7,20.7,7.6,21.4,11.4,91.9,29,051
"Crawford County, Missouri",15.2,39.3,20.6,5.9,7.5,3.7,77.1,29,055
"Iron County, Missouri",12.9,42.2,20.5,7.2,7.6,3.3,80.8,29,093
"Livingston County, Missouri",10.0,38.7,17.6,10.4,12.7,6.6,86.0,29,117
"Moniteau County, Missouri",8.3,42.3,18.0,4.9,14.2,4.8,84.2,29,135
"Pemiscot County, Missouri",12.2,41.3,17.9,5.8,7.6,4.5,77.1,29,155
"Pettis County, Missouri",8.9,34.5,22.9,9.3,11.6,6.7,85.1,29,159
"Shannon County, Missouri",12.7,42.5,16.9,5.6,10.6,5.1,80.8,29,203
"Randolph County, Missouri",9.3,35.4,23.9,11.8,9.7,5.6,86.3,29,175
"Dunklin County, Missouri",14.1,37.4,18.4,6.6,8.8,4.3,75.5,29,069
"Franklin County, Missouri",8.2,32.8,24.9,10.3,12.7,7.4,88.0,29,071
"Howard County, Missouri",7.7,38.5,19.0,6.5,15.0,9.5,88.4,29,089
"Jackson County, Missouri",6.6,28.4,23.8,7.3,19.7,11.2,90.3,29,095
"Miller County, Missouri",8.7,43.1,19.8,7.0,10.5,6.1,86.6,29,131
"Putnam County, Missouri",6.5,41.0,18.8,10.6,12.5,6.4,89.3,29,171
"Taney County, Missouri",8.9,34.0,28.9,7.4,12.4,6.1,88.7,29,213
"Buchanan County, Missouri",8.0,37.0,24.3,6.2,13.7,7.0,88.2,29,021
"Caldwell County, Missouri",6.9,43.2,21.0,7.8,13.5,4.7,90.2,29,025
"Cass County, Missouri",5.2,33.1,24.8,8.3,17.2,9.0,92.4,29,037
"Clinton County, Missouri",6.9,39.4,24.5,8.3,14.2,5.2,91.6,29,049
"Dallas County, Missouri",10.4,42.1,21.6,5.9,6.9,5.4,82.0,29,059
"Hickory County, Missouri",11.2,43.4,22.5,9.0,6.3,3.7,84.9,29,085
"Lincoln County, Missouri",9.3,42.2,20.6,9.6,11.0,4.9,88.3,29,113
"Monroe County, Missouri",6.7,48.3,21.0,7.3,8.9,4.0,89.5,29,137
"Newton County, Missouri",8.8,34.4,24.2,8.4,13.2,6.5,86.7,29,145
"Pike County, Missouri",10.7,45.1,17.9,4.9,12.1,4.1,84.0,29,163
"St. Charles County, Missouri",3.9,25.1,22.5,9.3,24.1,13.7,94.7,29,183
"Cape Girardeau County, Missouri",6.1,32.1,21.9,6.2,19.0,11.5,90.7,29,031
"Shelby County, Missouri",5.9,42.6,24.2,6.4,11.8,5.2,90.1,29,205
"Webster County, Missouri",7.6,38.4,24.0,7.5,10.6,6.3,86.8,29,225
"Atchison County, Missouri",6.3,39.6,21.5,7.0,16.5,6.0,90.6,29,005
"Bates County, Missouri",9.8,46.2,19.5,6.0,9.9,5.0,86.7,29,013
"Benton County, Missouri",9.3,40.8,23.8,7.9,8.1,5.3,85.9,29,015
"Carter County, Missouri",13.7,37.3,23.3,6.0,11.3,5.2,83.1,29,035
"Dade County, Missouri",9.1,44.1,22.5,6.0,10.0,3.6,86.2,29,057
"Linn County, Missouri",7.3,46.0,18.9,8.6,10.2,5.2,89.0,29,115
"Howell County, Missouri",8.8,39.6,22.2,9.0,9.1,7.4,87.3,29,091
"Johnson County, Missouri",5.4,30.3,24.3,9.1,16.7,11.7,92.0,29,101
"Laclede County, Missouri",12.2,39.2,21.2,8.5,10.7,4.0,83.6,29,105
"Maries County, Missouri",8.8,40.3,21.0,11.0,10.1,3.9,86.4,29,125
"Phelps County, Missouri",7.4,29.9,20.0,8.4,16.4,13.0,87.8,29,161
"Platte County, Missouri",3.3,21.8,23.7,8.1,25.5,16.3,95.4,29,165
"St. Francois County, Missouri",11.5,37.7,23.5,9.2,8.0,6.0,84.4,29,187
"St. Louis city, Missouri",9.6,23.6,21.6,6.6,19.2,15.8,86.9,29,510
"Andrew County, Missouri",5.6,38.1,22.9,7.2,15.3,8.5,92.0,29,003
"Butler County, Missouri",11.9,36.0,23.5,9.3,8.5,5.3,82.6,29,023
"Atascosa County, Texas",11.4,39.9,19.2,4.9,9.3,4.0,77.3,48,013
"Nolan County, Texas",10.4,33.1,24.6,7.9,11.5,4.0,81.1,48,353
"Hudspeth County, Texas",19.5,30.7,11.7,4.6,6.3,0.6,53.9,48,229
"Ward County, Texas",9.8,35.2,26.0,3.9,9.6,4.0,78.7,48,475
"Harrison County, Texas",10.2,34.3,24.3,7.1,13.3,5.8,84.9,48,203
"Menard County, Texas",7.1,35.1,23.5,5.2,10.2,7.6,81.6,48,327
"Fayette County, Texas",6.7,40.3,19.4,6.4,13.5,4.6,84.2,48,149
"Williamson County, Texas",3.6,20.4,23.1,8.6,27.3,13.9,93.2,48,491
"Hutchinson County, Texas",10.9,33.4,29.5,8.8,9.7,4.0,85.5,48,233
"Morris County, Texas",7.3,40.8,28.2,3.9,9.9,5.6,88.4,48,343
"Orange County, Texas",8.9,38.8,25.3,8.9,11.8,3.5,88.3,48,361
"Winkler County, Texas",15.4,27.9,23.8,5.8,6.7,2.8,67.0,48,495
"Harris County, Texas",8.4,23.2,20.3,6.5,19.8,11.2,80.9,48,201
"Burnet County, Texas",7.0,31.1,24.2,7.7,17.1,8.1,88.1,48,053
"Gillespie County, Texas",5.3,30.6,19.8,5.1,24.8,9.0,89.4,48,171
"Dallas County, Texas",10.0,22.6,19.6,5.7,19.5,11.2,78.7,48,113
"McMullen County, Texas",6.7,43.1,20.7,3.2,9.1,14.2,90.3,48,311
"Young County, Texas",11.5,35.1,25.3,3.8,13.8,5.8,83.8,48,503
"Johnson County, Texas",9.3,33.8,25.4,7.3,13.1,5.3,84.8,48,251
"Hopkins County, Texas",9.2,36.2,23.1,6.1,12.5,5.8,83.7,48,223
"Ochiltree County, Texas",12.2,31.4,21.8,6.8,11.8,3.3,75.3,48,357
"Knox County, Texas",9.7,32.4,22.5,5.8,13.7,5.9,80.5,48,275
"McLennan County, Texas",9.5,27.6,23.1,10.0,15.3,8.4,84.3,48,309
"Concho County, Texas",14.1,28.1,19.4,2.7,8.2,3.8,62.1,48,095
"Edwards County, Texas",6.2,29.0,16.4,9.5,18.6,2.2,75.7,48,137
"Eastland County, Texas",11.0,35.5,26.9,8.0,8.0,5.3,83.6,48,133
"Jeff Davis County, Texas",11.1,22.7,22.7,4.6,16.0,19.1,85.1,48,243
"Jim Hogg County, Texas",13.2,37.6,19.7,4.6,8.6,3.7,74.2,48,247
"Montgomery County, Texas",7.3,22.3,22.9,7.5,22.9,11.7,87.4,48,339
"Dimmit County, Texas",7.6,33.2,15.9,4.0,10.2,3.9,67.3,48,127
"Webb County, Texas",14.0,26.4,16.1,6.4,13.0,5.4,67.3,48,479
"Armstrong County, Texas",7.2,24.4,30.5,10.3,16.1,7.1,88.4,48,011
"Castro County, Texas",8.5,32.2,22.6,4.2,9.2,5.6,73.8,48,069
"Kleberg County, Texas",11.8,25.2,22.9,6.2,17.4,7.5,79.2,48,273
"Cooke County, Texas",8.5,31.5,26.0,8.2,14.1,6.5,86.2,48,097
"Crosby County, Texas",13.0,35.9,21.9,5.5,9.9,2.9,76.2,48,107
"Fisher County, Texas",6.3,34.3,23.5,9.9,14.4,3.8,85.9,48,151
"Duval County, Texas",16.8,31.1,20.8,5.9,5.6,3.7,67.1,48,131
"Blanco County, Texas",5.3,28.7,25.8,9.0,16.7,10.5,90.7,48,031
"Jasper County, Texas",10.6,44.6,21.4,6.3,7.5,4.9,84.6,48,241
"Jefferson County, Texas",8.7,32.6,24.2,7.6,13.3,6.3,84.0,48,245
"Kinney County, Texas",13.2,35.6,23.8,4.3,8.2,1.5,73.4,48,271
"Oldham County, Texas",10.4,33.4,21.8,7.9,17.0,5.5,85.7,48,359
"Lamb County, Texas",11.9,32.6,19.9,5.6,11.4,4.6,74.1,48,279
"Lipscomb County, Texas",10.1,33.3,20.5,8.9,14.5,5.0,82.2,48,295
"McCulloch County, Texas",12.4,30.5,26.4,4.2,13.3,5.7,80.1,48,307
"Mason County, Texas",4.4,32.7,29.9,5.5,14.3,5.6,88.2,48,319
"Dickens County, Texas",13.8,34.2,25.1,5.6,10.0,6.7,81.5,48,125
"Lee County, Texas",8.8,36.8,24.5,6.7,11.1,4.8,83.9,48,287
"Tarrant County, Texas",7.6,24.0,22.6,7.6,21.0,10.4,85.6,48,439
"Anderson County, Texas",13.4,36.2,25.5,6.7,7.6,4.1,80.1,48,001
"Ellis County, Texas",7.8,28.3,26.0,8.3,16.3,6.9,85.7,48,139
"Jackson County, Texas",9.8,33.0,27.5,6.6,12.0,4.2,83.2,48,239
"Kerr County, Texas",6.9,27.5,28.2,7.3,16.6,9.0,88.5,48,265
"Milam County, Texas",11.0,38.2,21.5,8.7,10.2,3.6,82.2,48,331
"Comanche County, Texas",5.4,36.2,22.1,5.7,14.3,5.5,83.8,48,093
"Falls County, Texas",13.6,37.9,19.5,6.8,10.4,2.5,77.0,48,145
"Brooks County, Texas",14.8,27.5,23.1,1.9,11.6,6.1,70.1,48,047
"Austin County, Texas",8.5,29.3,22.8,7.5,16.8,6.8,83.1,48,015
"Kenedy County, Texas",33.2,21.1,4.1,1.7,3.1,3.6,33.7,48,261
"Colorado County, Texas",9.3,36.4,18.6,7.9,13.6,5.0,81.5,48,089
"Sarpy County, Nebraska",3.1,21.1,24.2,9.9,25.8,14.3,95.2,31,153
"Boyd County, Nebraska",3.1,41.7,22.8,11.8,14.5,3.7,94.6,31,015
"Fillmore County, Nebraska",4.6,36.1,21.3,14.7,14.6,5.3,91.9,31,059
"Hooker County, Nebraska",3.1,34.6,20.4,14.7,17.0,6.8,93.5,31,091
"Seward County, Nebraska",3.8,26.9,21.6,16.4,19.6,9.6,94.1,31,159
"Webster County, Nebraska",5.6,34.9,22.3,12.4,14.1,8.5,92.2,31,181
"Butler County, Nebraska",5.1,37.7,22.2,12.3,15.2,4.7,92.1,31,023
"Arthur County, Nebraska",5.7,26.4,24.3,15.7,22.1,5.7,94.3,31,005
"Gage County, Nebraska",5.6,35.2,22.3,12.0,14.7,5.5,89.7,31,067
"Kearney County, Nebraska",2.1,34.2,27.3,11.9,16.0,6.7,96.1,31,099
"Madison County, Nebraska",4.5,30.7,21.3,15.7,16.0,6.4,90.1,31,119
"Phelps County, Nebraska",4.9,31.9,23.3,12.5,18.6,7.4,93.7,31,137
"Wayne County, Nebraska",3.3,25.4,22.5,13.4,22.6,11.8,95.8,31,179
"Knox County, Nebraska",5.3,33.3,23.1,13.1,15.4,6.3,91.2,31,107
"Merrick County, Nebraska",3.2,33.0,32.0,11.6,13.2,4.2,94.0,31,121
"Pawnee County, Nebraska",4.5,40.1,20.6,10.0,11.8,5.7,88.2,31,133
"Wheeler County, Nebraska",3.6,34.3,30.1,13.6,11.8,5.5,95.2,31,183
"Lander County, Nevada",8.5,38.7,21.4,13.3,4.9,6.6,84.9,32,015
"Esmeralda County, Nevada",7.5,42.3,24.2,4.8,11.8,4.7,87.8,32,009
"Carroll County, Missouri",9.9,45.2,17.8,6.4,11.7,5.3,86.5,29,033
"Daviess County, Missouri",8.3,40.8,18.0,7.8,13.5,4.6,84.7,29,061
"Holt County, Missouri",6.3,43.9,22.1,5.0,13.7,6.1,90.9,29,087
"Marion County, Missouri",8.1,38.2,21.3,8.1,13.6,7.3,88.4,29,127
"Osage County, Missouri",5.5,43.9,17.5,9.6,14.1,4.8,89.9,29,151
"Ripley County, Missouri",13.5,42.0,21.6,5.5,7.0,3.9,80.0,29,181
"Warren County, Missouri",8.4,38.4,23.1,7.8,12.5,6.0,87.9,29,219
"Washington County, Missouri",15.9,38.7,20.7,7.8,6.0,3.4,76.7,29,221
"Christian County, Missouri",6.0,30.4,24.3,9.1,18.5,9.7,91.9,29,043
"DeKalb County, Missouri",9.9,45.4,20.0,6.5,11.8,3.5,87.1,29,063
"Harrison County, Missouri",6.8,45.8,17.0,8.3,10.7,5.5,87.2,29,081
"Lafayette County, Missouri",6.2,43.2,20.5,6.9,12.8,7.2,90.6,29,107
"Adair County, Missouri",6.0,35.8,17.7,7.1,14.5,15.5,90.6,29,001
"Scotland County, Missouri",6.8,39.0,19.1,7.0,8.8,3.2,77.1,29,199
"Sullivan County, Missouri",8.4,49.3,16.6,6.4,7.2,4.9,84.5,29,211
"Clark County, Missouri",9.3,44.0,18.6,9.0,8.6,4.9,85.1,29,045
"Jasper County, Missouri",8.7,34.3,22.4,7.4,16.4,6.5,87.0,29,097
"Lewis County, Missouri",8.9,45.9,20.2,6.9,8.4,5.6,87.0,29,111
"McDonald County, Missouri",13.1,40.6,18.3,5.8,7.8,4.0,76.5,29,119
"Perry County, Missouri",7.8,44.7,20.1,6.8,10.8,5.2,87.5,29,157
"Polk County, Missouri",9.4,37.1,22.7,7.3,12.4,8.0,87.5,29,167
"Ray County, Missouri",9.3,46.0,21.5,5.8,9.9,4.0,87.1,29,177
"Hill County, Montana",6.6,29.7,23.2,12.1,18.3,6.2,89.6,30,041
"Chouteau County, Montana",5.6,32.5,23.6,9.6,21.8,5.6,93.0,30,015
"Lincoln County, Montana",7.1,34.9,23.8,8.8,14.7,5.5,87.8,30,053
"Park County, Montana",3.1,31.6,24.7,6.8,22.1,10.3,95.4,30,067
"Treasure County, Montana",2.8,35.6,27.4,7.7,17.5,6.0,94.2,30,103
"Blaine County, Montana",7.4,25.9,28.5,12.8,16.6,5.2,89.1,30,005
"Sweet Grass County, Montana",4.1,37.1,23.2,9.4,17.7,7.8,95.1,30,097
"Teton County, Montana",4.5,32.4,26.4,9.0,16.9,7.5,92.2,30,099
"Prairie County, Montana",2.2,38.3,17.9,15.7,17.2,3.7,92.8,30,079
"Glacier County, Montana",9.0,41.6,19.5,8.9,12.4,6.6,88.9,30,035
"Fallon County, Montana",2.3,35.7,28.8,13.3,10.3,7.0,95.2,30,025
"Golden Valley County, Montana",4.7,40.0,20.6,8.2,19.9,5.9,94.8,30,037
"Silver Bow County, Montana",5.8,33.8,23.2,8.5,17.8,8.6,91.8,30,093
"Stillwater County, Montana",3.7,35.8,24.0,9.8,18.1,7.2,94.9,30,095
"Jefferson County, Montana",3.9,28.5,22.9,9.4,24.1,9.9,94.8,30,043
"Granite County, Montana",5.3,33.1,22.9,8.7,16.0,10.6,91.4,30,039
"Wheatland County, Montana",7.3,35.3,22.3,2.4,14.7,5.1,79.8,30,107
"Madison County, Montana",3.3,33.8,22.2,10.5,19.0,9.8,95.3,30,057
"Sheridan County, Montana",3.9,29.3,29.6,9.8,18.2,5.4,92.4,30,091
"Carter County, Montana",5.0,36.2,26.5,12.7,14.8,2.6,92.9,30,011
"Big Horn County, Montana",9.0,35.8,24.3,10.7,12.8,4.6,88.2,30,003
"Lake County, Montana",6.4,29.7,25.1,8.4,18.4,9.7,91.2,30,047
"Lewis and Clark County, Montana",3.5,24.5,23.5,8.5,23.9,14.7,95.0,30,049
"Pondera County, Montana",3.4,34.0,23.8,10.1,18.4,6.4,92.6,30,073
"Yellowstone County, Montana",4.6,30.3,23.7,8.7,21.8,9.1,93.7,30,111
"Missoula County, Montana",3.4,21.3,23.4,8.3,25.8,16.7,95.5,30,063
"Ravalli County, Montana",6.8,30.3,23.8,9.8,16.3,10.8,91.0,30,081
"Valley County, Montana",4.6,37.4,25.2,10.3,15.5,5.3,93.8,30,105
"Cascade County, Montana",5.9,31.6,24.4,9.7,17.6,8.4,91.7,30,013
"Fergus County, Montana",5.3,29.8,24.5,9.9,22.1,6.8,93.2,30,027
"Garfield County, Montana",2.8,41.6,26.0,11.0,13.5,3.3,95.4,30,033
"Mineral County, Montana",6.5,36.3,24.6,11.0,11.8,5.5,89.2,30,061
"Petroleum County, Montana",1.2,40.5,17.5,11.8,19.5,9.5,98.8,30,069
"Powell County, Montana",8.7,37.1,24.0,6.7,12.7,8.2,88.7,30,077
"Sanders County, Montana",7.4,42.7,21.7,7.7,13.3,3.8,89.3,30,089
"Wibaux County, Montana",5.8,40.6,17.6,8.3,18.3,2.5,87.4,30,109
"Gallatin County, Montana",2.1,18.8,22.5,6.4,31.7,17.4,96.7,30,031
"San Patricio County, Texas",11.6,32.7,24.6,7.3,10.2,4.7,79.5,48,409
"Randall County, Texas",5.8,21.9,28.1,9.9,21.8,10.2,91.9,48,381
"San Saba County, Texas",13.0,33.8,22.7,3.3,10.6,3.8,74.2,48,411
"Schleicher County, Texas",8.1,24.0,31.4,6.5,12.8,3.6,78.5,48,413
"Zavala County, Texas",18.2,31.3,16.5,5.5,5.6,3.0,62.0,48,507
"Calhoun County, Texas",10.4,33.3,24.5,8.0,10.1,4.9,80.7,48,057
