"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
7397,13.5,51868,Autauga County,2013,01,001
27429,14.2,47539,Baldwin County,2013,01,003
6654,28.2,30981,Barbour County,2013,01,005
4689,23.1,39781,Bibb County,2013,01,007
9878,17.2,44392,Blount County,2013,01,009
3123,35.2,25937,Bullock County,2013,01,011
5731,28.8,31041,Butler County,2013,01,013
24338,21.4,37898,Calhoun County,2013,01,015
7578,22.5,33883,Chambers County,2013,01,017
5199,20.1,37478,Cherokee County,2013,01,019
8841,20.3,41348,Chilton County,2013,01,021
2976,22.4,33581,Choctaw County,2013,01,023
6318,25.4,34593,Clarke County,2013,01,025
2590,19.6,33344,Clay County,2013,01,027
2787,18.9,40407,Cleburne County,2013,01,029
9315,18.5,44666,Coffee County,2013,01,031
8794,16.3,40032,Colbert County,2013,01,033
3900,30.5,27196,Conecuh County,2013,01,035
2141,19.9,35175,Coosa County,2013,01,037
7156,19.2,35187,Covington County,2013,01,039
3069,22.2,34105,Crenshaw County,2013,01,041
13076,16.4,40142,Cullman County,2013,01,043
9804,20.1,41805,Dale County,2013,01,045
12975,31.3,27524,Dallas County,2013,01,047
14044,20.0,36713,DeKalb County,2013,01,049
10071,13.4,51650,Elmore County,2013,01,051
9615,27.8,33455,Escambia County,2013,01,053
19938,19.6,38587,Etowah County,2013,01,055
3440,20.7,35661,Fayette County,2013,01,057
7194,23.1,33332,Franklin County,2013,01,059
6224,23.6,35378,Geneva County,2013,01,061
3040,35.0,25864,Greene County,2013,01,063
3877,25.7,33597,Hale County,2013,01,065
3102,18.2,41590,Henry County,2013,01,067
18527,18.1,39636,Houston County,2013,01,069
8863,16.9,37204,Jackson County,2013,01,071
122167,18.9,45024,Jefferson County,2013,01,073
3221,23.0,36475,Lamar County,2013,01,075
15526,17.1,43586,Lauderdale County,2013,01,077
5798,17.4,40713,Lawrence County,2013,01,079
29094,19.8,44647,Lee County,2013,01,081
13621,15.9,50148,Limestone County,2013,01,083
3919,37.0,29734,Lowndes County,2013,01,085
6084,33.8,29228,Macon County,2013,01,087
47136,13.9,58258,Madison County,2013,01,089
6268,31.5,33749,Marengo County,2013,01,091
6117,20.8,34162,Marion County,2013,01,093
16870,18.1,38399,Marshall County,2013,01,095
82625,20.3,42278,Mobile County,2013,01,097
6519,29.7,32696,Monroe County,2013,01,099
48080,22.1,44013,Montgomery County,2013,01,101
20479,17.4,44079,Morgan County,2013,01,103
3360,36.4,25461,Perry County,2013,01,105
4490,23.8,32314,Pickens County,2013,01,107
7969,25.3,35944,Pike County,2013,01,109
5202,23.4,35121,Randolph County,2013,01,111
14070,23.9,35762,Russell County,2013,01,113
11779,14.0,52437,St. Clair County,2013,01,115
16664,8.3,68718,Shelby County,2013,01,117
4756,38.0,24504,Sumter County,2013,01,119
15399,19.8,38505,Talladega County,2013,01,121
9025,22.2,37747,Tallapoosa County,2013,01,123
32728,17.2,45959,Tuscaloosa County,2013,01,125
14293,22.0,37193,Walker County,2013,01,127
3298,19.7,41115,Washington County,2013,01,129
3624,32.4,23184,Wilcox County,2013,01,131
5215,21.9,33578,Winston County,2013,01,133
470,15.2,56856,Aleutians East Borough,2013,02,013
426,8.1,74088,Aleutians West Census Area,2013,02,016
22753,7.7,76362,Anchorage Borough,2013,02,020
4384,25.1,42876,Bethel Census Area,2013,02,050
89,9.5,65283,Bristol Bay Borough,2013,02,060
100,5.4,68103,Denali Borough,2013,02,068
1037,20.9,47930,Dillingham Census Area,2013,02,070
8497,8.8,67204,Fairbanks North Star Borough,2013,02,090
295,11.4,55295,Haines Borough,2013,02,100
412,19.2,42276,Hoonah-Angoon Census Area,2013,02,105
2394,7.5,83642,Juneau Borough,2013,02,110
5623,10.1,61629,Kenai Peninsula Borough,2013,02,122
1391,10.3,62619,Ketchikan Gateway Borough,2013,02,130
1191,8.5,64782,Kodiak Island Borough,2013,02,150
284,17.3,43936,Lake and Peninsula Borough,2013,02,164
8795,9.4,72371,Matanuska-Susitna Borough,2013,02,170
