"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
6459,11.9,53049,Autauga County,2010,01,001
24056,13.3,47618,Baldwin County,2010,01,003
6098,25.3,33074,Barbour County,2010,01,005
4316,20.9,35472,Bibb County,2010,01,007
9358,16.5,42906,Blount County,2010,01,009
2866,31.1,25969,Bullock County,2010,01,011
5791,28.1,29500,Butler County,2010,01,013
27152,23.5,37916,Calhoun County,2010,01,015
9618,28.5,30061,Chambers County,2010,01,017
5434,21.2,34410,Cherokee County,2010,01,019
8813,20.4,38553,Chilton County,2010,01,021
2826,20.7,32003,Choctaw County,2010,01,023
6332,24.9,33739,Clarke County,2010,01,025
2802,20.6,33035,Clay County,2010,01,027
2621,17.8,37566,Cleburne County,2010,01,029
9939,20.1,40779,Coffee County,2010,01,031
10329,19.2,37455,Colbert County,2010,01,033
3378,25.7,27855,Conecuh County,2010,01,035
2125,18.6,33721,Coosa County,2010,01,037
7769,20.9,33484,Covington County,2010,01,039
2783,20.3,35577,Crenshaw County,2010,01,041
15242,19.2,37948,Cullman County,2010,01,043
8795,17.8,41287,Dale County,2010,01,045
15391,35.6,26195,Dallas County,2010,01,047
14586,20.8,34822,DeKalb County,2010,01,049
9276,12.5,51013,Elmore County,2010,01,051
9135,26.1,31365,Escambia County,2010,01,053
19457,19.0,36088,Etowah County,2010,01,055
4635,27.3,32643,Fayette County,2010,01,057
6787,21.6,33649,Franklin County,2010,01,059
5380,20.3,34418,Geneva County,2010,01,061
2771,31.0,27117,Greene County,2010,01,063
3806,24.8,31790,Hale County,2010,01,065
3091,18.1,37851,Henry County,2010,01,067
18014,17.9,39290,Houston County,2010,01,069
10429,19.9,36158,Jackson County,2010,01,071
119809,18.6,41740,Jefferson County,2010,01,073
3068,21.5,32993,Lamar County,2010,01,075
15992,17.6,39213,Lauderdale County,2010,01,077
6166,18.1,37365,Lawrence County,2010,01,079
28964,21.3,40102,Lee County,2010,01,081
11284,14.1,49667,Limestone County,2010,01,083
3419,30.7,28754,Lowndes County,2010,01,085
6160,31.2,27041,Macon County,2010,01,087
41676,12.7,54633,Madison County,2010,01,089
4883,23.6,33085,Marengo County,2010,01,091
6240,20.9,32080,Marion County,2010,01,093
17797,19.4,38859,Marshall County,2010,01,095
83457,20.5,39753,Mobile County,2010,01,097
6443,28.4,31744,Monroe County,2010,01,099
46972,21.3,41556,Montgomery County,2010,01,101
16562,14.1,44859,Morgan County,2010,01,103
3874,39.5,24742,Perry County,2010,01,105
4723,24.4,31032,Pickens County,2010,01,107
9304,30.0,32771,Pike County,2010,01,109
5559,24.8,32584,Randolph County,2010,01,111
12654,24.1,32733,Russell County,2010,01,113
10578,13.0,48296,St. Clair County,2010,01,115
18948,9.8,67135,Shelby County,2010,01,117
4080,31.3,25586,Sumter County,2010,01,119
17912,22.7,35646,Talladega County,2010,01,121
7502,18.3,34440,Tallapoosa County,2010,01,123
33258,18.0,43098,Tuscaloosa County,2010,01,125
15288,23.2,36044,Walker County,2010,01,127
3406,19.6,37639,Washington County,2010,01,129
4547,39.6,21611,Wilcox County,2010,01,131
4894,20.3,32574,Winston County,2010,01,133
527,16.8,47077,Aleutians East Borough,2010,02,013
482,9.0,58517,Aleutians West Census Area,2010,02,016
27351,9.6,70524,Anchorage Borough,2010,02,020
3794,22.6,45481,Bethel Census Area,2010,02,050
86,8.8,62912,Bristol Bay Borough,2010,02,060
102,5.6,61004,Denali Borough,2010,02,068
995,20.6,46845,Dillingham Census Area,2010,02,070
8804,9.4,60472,Fairbanks North Star Borough,2010,02,090
304,12.1,46111,Haines Borough,2010,02,100
416,19.4,38122,Hoonah-Angoon Census Area,2010,02,105
2524,8.2,69844,Juneau Borough,2010,02,110
5798,10.7,57347,Kenai Peninsula Borough,2010,02,122
1335,10.0,58073,Ketchikan Gateway Borough,2010,02,130
1116,8.3,59847,Kodiak Island Borough,2010,02,150
287,17.7,39794,Lake and Peninsula Borough,2010,02,164
9618,10.9,68670,Matanuska-Susitna Borough,2010,02,170
2295,24.6,43147,Nome Census Area,2010,02,180
1074,11.4,68744,North Slope Borough,2010,02,185
1494,20.0,49466,Northwest Arctic Borough,2010,02,188
406,10.6,52294,Petersburg Census Area,2010,02,195
957,17.2,40756,Prince of Wales-Hyder Census Area,2010,02,198
800,9.1,58000,Sitka Borough,2010,02,220
40,4.2,58550,Skagway Municipality,2010,02,230
938,13.4,54508,Southeast Fairbanks Census Area,2010,02,240
858,9.0,60297,Valdez-Cordova Census Area,2010,02,261
2530,34.1,30883,Wade Hampton Census Area,2010,02,270
307,13.1,42752,Wrangell City and Borough,2010,02,275
97,14.7,49331,Yakutat Borough,2010,02,282
1512,27.1,35177,Yukon-Koyukuk Census Area,2010,02,290
24394,34.5,30651,Apache County,2010,04,001
22199,17.7,43677,Cochise County,2010,04,003
30121,23.8,43051,Coconino County,2010,04,005
10403,19.8,37430,Gila County,2010,04,007
7185,21.6,39299,Graham County,2010,04,009
1052,12.7,49592,Greenlee County,2010,04,011
4769,23.7,33818,La Paz County,2010,04,012
625090,16.6,50424,Maricopa County,2010,04,013
36831,18.7,36446,Mohave County,2010,04,015
29291,27.8,37723,Navajo County,2010,04,017
170806,17.8,44293,Pima County,2010,04,019
51500,14.4,49833,Pinal County,2010,04,021
13247,28.0,33952,Santa Cruz County,2010,04,023
37975,18.3,40562,Yavapai County,2010,04,025
40210,21.1,40609,Yuma County,2010,04,027
3477,18.6,38129,Arkansas County,2010,05,001
4200,19.4,37042,Ashley County,2010,05,003
6419,15.7,34421,Baxter County,2010,05,005
22444,10.2,52417,Benton County,2010,05,007
5819,16.0,35532,Boone County,2010,05,009
3229,28.5,31047,Bradley County,2010,05,011
804,15.6,36955,Calhoun County,2010,05,013
4469,16.4,33789,Carroll County,2010,05,015
3396,30.7,27321,Chicot County,2010,05,017
4515,22.2,33433,Clark County,2010,05,019
2905,18.3,31976,Clay County,2010,05,021
4751,18.6,35472,Cleburne County,2010,05,023
1334,15.5,40402,Cleveland County,2010,05,025
5946,25.6,34538,Columbia County,2010,05,027
3808,18.2,37475,Conway County,2010,05,029
19617,21.1,37780,Craighead County,2010,05,031
9712,15.8,39672,Crawford County,2010,05,033
15217,30.3,33938,Crittenden County,2010,05,035
3443,19.6,35080,Cross County,2010,05,037
1486,19.4,31350,Dallas County,2010,05,039
3611,28.0,29586,Desha County,2010,05,041
3698,20.9,34952,Drew County,2010,05,043
16185,14.8,46199,Faulkner County,2010,05,045
3059,17.2,38514,Franklin County,2010,05,047
2268,18.9,30191,Fulton County,2010,05,049
20502,21.7,36690,Garland County,2010,05,051
2108,11.9,45347,Grant County,2010,05,053
7058,17.0,36391,Greene County,2010,05,055
4861,21.8,31786,Hempstead County,2010,05,057
4778,15.3,37243,Hot Spring County,2010,05,059
2862,21.0,32543,Howard County,2010,05,061
6490,18.2,35888,Independence County,2010,05,063
2403,18.6,29883,Izard County,2010,05,065
4120,25.8,30405,Jackson County,2010,05,067
16248,22.7,35092,Jefferson County,2010,05,069
5469,21.9,32326,Johnson County,2010,05,071
1735,23.2,29084,Lafayette County,2010,05,073
3756,22.4,32869,Lawrence County,2010,05,075
3235,37.5,25944,Lee County,2010,05,077
3032,28.5,35070,Lincoln County,2010,05,079
2316,17.8,37260,Little River County,2010,05,081
3729,17.1,36015,Logan County,2010,05,083
8415,12.4,50021,Lonoke County,2010,05,085
3008,19.3,34547,Madison County,2010,05,087
3207,19.5,31438,Marion County,2010,05,089
