"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
,,,Autauga County,1996,01,001
,,,Baldwin County,1996,01,003
,,,Barbour County,1996,01,005
,,,Bibb County,1996,01,007
,,,Blount County,1996,01,009
,,,Bullock County,1996,01,011
,,,Butler County,1996,01,013
,,,Calhoun County,1996,01,015
,,,Chambers County,1996,01,017
,,,Cherokee County,1996,01,019
,,,Chilton County,1996,01,021
,,,Choctaw County,1996,01,023
,,,Clarke County,1996,01,025
,,,Clay County,1996,01,027
,,,Cleburne County,1996,01,029
,,,Coffee County,1996,01,031
,,,Colbert County,1996,01,033
,,,Conecuh County,1996,01,035
,,,Coosa County,1996,01,037
,,,Covington County,1996,01,039
,,,Crenshaw County,1996,01,041
,,,Cullman County,1996,01,043
,,,Dale County,1996,01,045
,,,Dallas County,1996,01,047
,,,DeKalb County,1996,01,049
,,,Elmore County,1996,01,051
,,,Escambia County,1996,01,053
,,,Etowah County,1996,01,055
,,,Fayette County,1996,01,057
,,,Franklin County,1996,01,059
,,,Geneva County,1996,01,061
,,,Greene County,1996,01,063
,,,Hale County,1996,01,065
,,,Henry County,1996,01,067
,,,Houston County,1996,01,069
,,,Jackson County,1996,01,071
,,,Jefferson County,1996,01,073
,,,Lamar County,1996,01,075
,,,Lauderdale County,1996,01,077
,,,Lawrence County,1996,01,079
,,,Lee County,1996,01,081
,,,Limestone County,1996,01,083
,,,Lowndes County,1996,01,085
,,,Macon County,1996,01,087
,,,Madison County,1996,01,089
,,,Marengo County,1996,01,091
,,,Marion County,1996,01,093
,,,Marshall County,1996,01,095
,,,Mobile County,1996,01,097
,,,Monroe County,1996,01,099
,,,Montgomery County,1996,01,101
,,,Morgan County,1996,01,103
,,,Perry County,1996,01,105
,,,Pickens County,1996,01,107
,,,Pike County,1996,01,109
,,,Randolph County,1996,01,111
,,,Russell County,1996,01,113
,,,St. Clair County,1996,01,115
,,,Shelby County,1996,01,117
,,,Sumter County,1996,01,119
,,,Talladega County,1996,01,121
,,,Tallapoosa County,1996,01,123
,,,Tuscaloosa County,1996,01,125
,,,Walker County,1996,01,127
,,,Washington County,1996,01,129
,,,Wilcox County,1996,01,131
,,,Winston County,1996,01,133
,,,Aleutians East Borough,1996,02,013
,,,Aleutians West Census Area,1996,02,016
,,,Anchorage Borough,1996,02,020
,,,Bethel Census Area,1996,02,050
,,,Bristol Bay Borough,1996,02,060
,,,Denali Borough,1996,02,068
,,,Dillingham Census Area,1996,02,070
,,,Fairbanks North Star Borough,1996,02,090
,,,Haines Borough,1996,02,100
,,,Juneau Borough,1996,02,110
,,,Kenai Peninsula Borough,1996,02,122
,,,Ketchikan Gateway Borough,1996,02,130
,,,Kodiak Island Borough,1996,02,150
,,,Lake and Peninsula Borough,1996,02,164
,,,Matanuska-Susitna Borough,1996,02,170
,,,Nome Census Area,1996,02,180
,,,North Slope Borough,1996,02,185
,,,Northwest Arctic Borough,1996,02,188
,,,Prince of Wales-Outer Ketchikan Census Area,1996,02,201
,,,Sitka Borough,1996,02,220
,,,Skagway-Hoonah-Angoon Census Area,1996,02,232
,,,Southeast Fairbanks Census Area,1996,02,240
,,,Valdez-Cordova Census Area,1996,02,261
,,,Wade Hampton Census Area,1996,02,270
,,,Wrangell-Petersburg Census Area,1996,02,280
,,,Yakutat Borough,1996,02,282
,,,Yukon-Koyukuk Census Area,1996,02,290
,,,Apache County,1996,04,001
,,,Cochise County,1996,04,003
,,,Coconino County,1996,04,005
,,,Gila County,1996,04,007
,,,Graham County,1996,04,009
,,,Greenlee County,1996,04,011
,,,La Paz County,1996,04,012
,,,Maricopa County,1996,04,013
,,,Mohave County,1996,04,015
,,,Navajo County,1996,04,017
,,,Pima County,1996,04,019
,,,Pinal County,1996,04,021
,,,Santa Cruz County,1996,04,023
,,,Yavapai County,1996,04,025
,,,Yuma County,1996,04,027
,,,Arkansas County,1996,05,001
,,,Ashley County,1996,05,003
,,,Baxter County,1996,05,005
,,,Benton County,1996,05,007
,,,Boone County,1996,05,009
,,,Bradley County,1996,05,011
,,,Calhoun County,1996,05,013
,,,Carroll County,1996,05,015
,,,Chicot County,1996,05,017
,,,Clark County,1996,05,019
,,,Clay County,1996,05,021
,,,Cleburne County,1996,05,023
,,,Cleveland County,1996,05,025
,,,Columbia County,1996,05,027
,,,Conway County,1996,05,029
,,,Craighead County,1996,05,031
,,,Crawford County,1996,05,033
,,,Crittenden County,1996,05,035
,,,Cross County,1996,05,037
,,,Dallas County,1996,05,039
,,,Desha County,1996,05,041
,,,Drew County,1996,05,043
,,,Faulkner County,1996,05,045
,,,Franklin County,1996,05,047
,,,Fulton County,1996,05,049
,,,Garland County,1996,05,051
,,,Grant County,1996,05,053
,,,Greene County,1996,05,055
,,,Hempstead County,1996,05,057
,,,Hot Spring County,1996,05,059
,,,Howard County,1996,05,061
,,,Independence County,1996,05,063
,,,Izard County,1996,05,065
,,,Jackson County,1996,05,067
,,,Jefferson County,1996,05,069
,,,Johnson County,1996,05,071
,,,Lafayette County,1996,05,073
,,,Lawrence County,1996,05,075
,,,Lee County,1996,05,077
,,,Lincoln County,1996,05,079
,,,Little River County,1996,05,081
,,,Logan County,1996,05,083
,,,Lonoke County,1996,05,085
,,,Madison County,1996,05,087
,,,Marion County,1996,05,089
,,,Miller County,1996,05,091
,,,Mississippi County,1996,05,093
,,,Monroe County,1996,05,095
,,,Montgomery County,1996,05,097
,,,Nevada County,1996,05,099
,,,Newton County,1996,05,101
,,,Ouachita County,1996,05,103
,,,Perry County,1996,05,105
,,,Phillips County,1996,05,107
,,,Pike County,1996,05,109
,,,Poinsett County,1996,05,111
,,,Polk County,1996,05,113
,,,Pope County,1996,05,115
,,,Prairie County,1996,05,117
,,,Pulaski County,1996,05,119
,,,Randolph County,1996,05,121
,,,St. Francis County,1996,05,123
,,,Saline County,1996,05,125
,,,Scott County,1996,05,127
,,,Searcy County,1996,05,129
,,,Sebastian County,1996,05,131
,,,Sevier County,1996,05,133
,,,Sharp County,1996,05,135
,,,Stone County,1996,05,137
,,,Union County,1996,05,139
,,,Van Buren County,1996,05,141
,,,Washington County,1996,05,143
,,,White County,1996,05,145
,,,Woodruff County,1996,05,147
,,,Yell County,1996,05,149
,,,Alameda County,1996,06,001
,,,Alpine County,1996,06,003
,,,Amador County,1996,06,005
,,,Butte County,1996,06,007
,,,Calaveras County,1996,06,009
,,,Colusa County,1996,06,011
,,,Contra Costa County,1996,06,013
,,,Del Norte County,1996,06,015
,,,El Dorado County,1996,06,017
,,,Fresno County,1996,06,019
,,,Glenn County,1996,06,021
,,,Humboldt County,1996,06,023
,,,Imperial County,1996,06,025
,,,Inyo County,1996,06,027
,,,Kern County,1996,06,029
,,,Kings County,1996,06,031
,,,Lake County,1996,06,033
,,,Lassen County,1996,06,035
,,,Los Angeles County,1996,06,037
,,,Madera County,1996,06,039
,,,Marin County,1996,06,041
,,,Mariposa County,1996,06,043
,,,Mendocino County,1996,06,045
,,,Merced County,1996,06,047
,,,Modoc County,1996,06,049
,,,Mono County,1996,06,051
,,,Monterey County,1996,06,053
,,,Napa County,1996,06,055
,,,Nevada County,1996,06,057
,,,Orange County,1996,06,059
,,,Placer County,1996,06,061
,,,Plumas County,1996,06,063
,,,Riverside County,1996,06,065
,,,Sacramento County,1996,06,067
,,,San Benito County,1996,06,069
,,,San Bernardino County,1996,06,071
,,,San Diego County,1996,06,073
,,,San Francisco County,1996,06,075
,,,San Joaquin County,1996,06,077
,,,San Luis Obispo County,1996,06,079
,,,San Mateo County,1996,06,081
,,,Santa Barbara County,1996,06,083
,,,Santa Clara County,1996,06,085
,,,Santa Cruz County,1996,06,087
,,,Shasta County,1996,06,089
,,,Sierra County,1996,06,091
,,,Siskiyou County,1996,06,093
,,,Solano County,1996,06,095
,,,Sonoma County,1996,06,097
,,,Stanislaus County,1996,06,099
,,,Sutter County,1996,06,101
,,,Tehama County,1996,06,103
,,,Trinity County,1996,06,105
,,,Tulare County,1996,06,107
,,,Tuolumne County,1996,06,109
,,,Ventura County,1996,06,111
,,,Yolo County,1996,06,113
,,,Yuba County,1996,06,115
,,,Adams County,1996,08,001
,,,Alamosa County,1996,08,003
,,,Arapahoe County,1996,08,005
,,,Archuleta County,1996,08,007
,,,Baca County,1996,08,009
,,,Bent County,1996,08,011
,,,Boulder County,1996,08,013
,,,Chaffee County,1996,08,015
,,,Cheyenne County,1996,08,017
,,,Clear Creek County,1996,08,019
,,,Conejos County,1996,08,021
,,,Costilla County,1996,08,023
,,,Crowley County,1996,08,025
,,,Custer County,1996,08,027
,,,Delta County,1996,08,029
,,,Denver County,1996,08,031
,,,Dolores County,1996,08,033
,,,Douglas County,1996,08,035
,,,Eagle County,1996,08,037
,,,Elbert County,1996,08,039
,,,El Paso County,1996,08,041
,,,Fremont County,1996,08,043
,,,Garfield County,1996,08,045
,,,Gilpin County,1996,08,047
,,,Grand County,1996,08,049
,,,Gunnison County,1996,08,051
,,,Hinsdale County,1996,08,053
,,,Huerfano County,1996,08,055
,,,Jackson County,1996,08,057
,,,Jefferson County,1996,08,059
,,,Kiowa County,1996,08,061
,,,Kit Carson County,1996,08,063
,,,Lake County,1996,08,065
,,,La Plata County,1996,08,067
,,,Larimer County,1996,08,069
,,,Las Animas County,1996,08,071
,,,Lincoln County,1996,08,073
,,,Logan County,1996,08,075
,,,Mesa County,1996,08,077
,,,Mineral County,1996,08,079
,,,Moffat County,1996,08,081
,,,Montezuma County,1996,08,083
,,,Montrose County,1996,08,085
,,,Morgan County,1996,08,087
,,,Otero County,1996,08,089
,,,Ouray County,1996,08,091
,,,Park County,1996,08,093
,,,Phillips County,1996,08,095
,,,Pitkin County,1996,08,097
,,,Prowers County,1996,08,099
,,,Pueblo County,1996,08,101
,,,Rio Blanco County,1996,08,103
,,,Rio Grande County,1996,08,105
,,,Routt County,1996,08,107
,,,Saguache County,1996,08,109
,,,San Juan County,1996,08,111
,,,San Miguel County,1996,08,113
,,,Sedgwick County,1996,08,115
,,,Summit County,1996,08,117
,,,Teller County,1996,08,119
,,,Washington County,1996,08,121
,,,Weld County,1996,08,123
,,,Yuma County,1996,08,125
,,,Fairfield County,1996,09,001
,,,Hartford County,1996,09,003
,,,Litchfield County,1996,09,005
,,,Middlesex County,1996,09,007
,,,New Haven County,1996,09,009
,,,New London County,1996,09,011
,,,Tolland County,1996,09,013
,,,Windham County,1996,09,015
,,,Kent County,1996,10,001
,,,New Castle County,1996,10,003
,,,Sussex County,1996,10,005
111970,21.9,34436,District of Columbia,1996,11,001
