County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Chesterfield County, Virginia",5.3,23.8,21.8,8.1,23.3,14.4,91.4,51,041
"Fairfax County, Virginia",3.6,12.7,13.4,5.3,31.0,29.2,91.7,51,059
"Okanogan County, Washington",10.0,30.1,24.4,9.3,11.5,6.9,82.3,53,047
"Kittitas County, Washington",6.6,24.8,23.9,7.2,23.7,11.0,90.6,53,037
"Benton County, Washington",5.0,24.6,24.9,10.7,18.4,11.1,89.6,53,005
"Clark County, Washington",5.7,25.2,27.8,10.8,18.3,9.6,91.7,53,011
"Asotin County, Washington",8.1,29.1,29.8,10.1,14.8,6.2,90.0,53,003
"Adams County, Washington",9.3,26.5,18.6,7.2,9.4,4.4,66.1,53,001
"Garfield County, Washington",3.0,31.7,25.3,15.2,18.2,6.0,96.4,53,023
"Mason County, Washington",8.6,31.7,28.1,9.0,12.5,6.1,87.4,53,045
"Skagit County, Washington",6.6,26.6,27.5,10.1,15.7,9.0,88.9,53,057
"Stevens County, Washington",7.7,33.3,27.0,11.6,11.5,6.5,89.9,53,065
"Spokane County, Washington",4.9,25.1,27.2,12.0,18.2,10.6,93.1,53,063
"Lincoln County, Washington",6.1,31.2,27.0,11.1,15.6,6.4,91.3,53,043
"Chelan County, Washington",8.0,28.6,20.5,8.2,15.1,10.2,82.6,53,007
"Jefferson County, Washington",3.9,22.1,26.8,6.8,22.9,15.9,94.5,53,031
"Kitsap County, Washington",4.1,22.6,29.9,10.6,20.3,10.9,94.3,53,035
"King County, Washington",4.1,16.0,19.2,8.2,30.1,18.9,92.5,53,033
"Pacific County, Washington",6.6,32.5,28.5,10.4,11.3,5.7,88.4,53,049
"Pend Oreille County, Washington",8.1,30.6,28.3,11.7,13.1,5.6,89.2,53,051
"San Juan County, Washington",3.4,17.2,23.7,7.4,26.6,20.4,95.3,53,055
"Skamania County, Washington",6.7,28.6,30.5,8.6,13.7,9.0,90.5,53,059
"Whitman County, Washington",3.1,16.7,20.2,9.1,25.6,24.2,95.8,53,075
"Yakima County, Washington",11.0,28.3,20.8,8.0,9.4,5.8,72.5,53,077
"Clallam County, Washington",5.9,26.9,29.9,10.9,14.7,9.5,91.9,53,009
"Cowlitz County, Washington",8.4,31.0,31.0,10.1,9.8,6.0,88.0,53,015
"Ferry County, Washington",10.2,31.5,27.5,10.4,11.9,6.1,87.5,53,019
"Lewis County, Washington",8.5,30.9,28.0,12.6,9.7,5.8,87.1,53,041
"Douglas County, Washington",8.9,28.8,24.3,10.3,12.9,4.8,81.1,53,017
"Island County, Washington",3.7,22.8,28.2,12.0,20.0,11.7,94.8,53,029
"Echols County, Georgia",17.0,35.3,17.7,6.1,5.5,2.3,67.0,13,101
"Glynn County, Georgia",9.0,27.6,23.9,8.0,17.1,11.1,87.6,13,127
"DeKalb County, Georgia",6.2,20.9,19.3,6.6,24.3,17.5,88.6,13,089
"Haralson County, Georgia",13.8,36.7,21.7,6.1,7.6,6.2,78.3,13,143
"Jackson County, Georgia",11.8,33.3,21.4,7.9,12.8,6.3,81.7,13,157
"Jefferson County, Georgia",17.5,41.4,16.4,6.3,7.1,3.3,74.5,13,163
"Jones County, Georgia",9.2,38.1,21.9,7.3,11.9,8.4,87.5,13,169
"Lincoln County, Georgia",10.4,42.5,19.9,7.8,8.5,4.7,83.4,13,181
"Murray County, Georgia",19.7,35.8,17.0,5.2,6.6,4.3,68.8,13,213
"Muscogee County, Georgia",8.9,26.8,25.9,8.9,15.3,9.8,86.6,13,215
"Pulaski County, Georgia",12.6,42.9,17.5,8.2,5.4,6.4,80.5,13,235
"Rabun County, Georgia",9.7,33.0,20.2,6.0,15.6,10.8,85.6,13,241
"Stewart County, Georgia",19.6,35.3,12.1,4.3,8.5,1.9,62.1,13,259
"Towns County, Georgia",5.7,31.9,23.4,8.9,15.4,9.7,89.4,13,281
"Treutlen County, Georgia",15.1,39.5,16.4,4.8,11.4,5.1,77.2,13,283
"Turner County, Georgia",16.6,36.5,18.9,7.8,7.9,4.3,75.4,13,287
"Atkinson County, Georgia",14.5,40.0,14.0,7.1,4.0,2.7,67.9,13,003
"Appling County, Georgia",14.9,40.8,18.0,5.7,6.4,5.5,76.4,13,001
"Brantley County, Georgia",14.6,45.6,18.1,7.0,5.4,4.1,80.2,13,025
"Ben Hill County, Georgia",13.3,43.1,19.0,8.5,6.8,3.7,81.2,13,017
"Catoosa County, Georgia",11.1,31.8,24.0,10.2,13.2,6.5,85.6,13,047
"Chattooga County, Georgia",16.5,39.2,17.3,7.1,5.7,3.1,72.5,13,055
"Columbia County, Georgia",5.3,24.5,21.7,10.5,21.5,13.6,91.9,13,073
"Floyd County, Georgia",11.8,31.0,22.1,6.8,11.7,8.1,79.7,13,115
"Forsyth County, Georgia",4.2,17.6,19.3,7.1,32.6,15.7,92.2,13,117
"Hart County, Georgia",14.1,37.7,22.2,7.3,8.6,5.1,80.9,13,147
"Lowndes County, Georgia",10.9,29.2,23.0,8.4,14.4,9.4,84.4,13,185
"Meriwether County, Georgia",15.7,38.9,22.6,5.4,6.4,3.8,77.1,13,199
"Putnam County, Georgia",10.7,38.2,19.9,7.7,12.3,6.0,84.1,13,237
"Sumter County, Georgia",14.4,31.3,19.8,6.7,9.6,10.3,77.8,13,261
"Warren County, Georgia",15.6,44.5,12.1,5.0,7.8,4.3,73.7,13,301
"Baker County, Georgia",15.5,41.5,18.4,7.8,5.8,5.2,78.8,13,007
"Butts County, Georgia",16.3,44.5,18.6,3.8,7.2,3.0,77.2,13,035
"Candler County, Georgia",17.2,35.9,17.8,7.3,9.3,5.0,75.3,13,043
"Carroll County, Georgia",12.0,35.2,22.3,5.5,10.9,7.3,81.1,13,045
"Early County, Georgia",12.6,40.6,17.4,7.7,7.9,6.2,79.8,13,099
"Crisp County, Georgia",12.3,37.8,21.4,5.3,10.1,5.0,79.7,13,081
"Coweta County, Georgia",7.7,31.2,22.3,7.0,18.6,9.5,88.6,13,077
"Cobb County, Georgia",4.5,19.0,20.0,7.2,29.5,15.5,91.2,13,067
"Dade County, Georgia",12.6,36.1,20.9,9.3,9.3,4.5,80.1,13,083
"Wilkes County, Georgia",14.1,42.0,17.9,4.3,7.4,6.4,77.9,13,317
"Brooks County, Georgia",15.0,38.5,20.9,7.2,9.4,3.1,79.0,13,027
"Gordon County, Georgia",14.3,35.3,21.3,5.8,7.7,5.2,75.4,13,129
"Elbert County, Georgia",14.8,45.3,15.8,5.7,6.1,5.6,78.5,13,105
"Fayette County, Georgia",3.1,20.7,20.5,7.6,29.2,16.6,94.6,13,113
"Jenkins County, Georgia",15.6,39.7,20.1,5.0,7.4,5.6,77.8,13,165
"Newton County, Georgia",11.1,31.4,25.4,7.8,12.8,7.0,84.4,13,217
"Greene County, Georgia",11.9,33.5,18.6,5.5,13.1,11.7,82.3,13,133
"Colquitt County, Georgia",16.0,37.0,16.4,6.1,7.8,5.2,72.5,13,071
"Dawson County, Georgia",9.0,29.0,21.9,5.7,19.2,10.6,86.5,13,085
"Clayton County, Georgia",9.7,31.8,24.9,7.9,13.0,6.1,83.6,13,063
"Hall County, Georgia",10.6,27.7,20.3,6.9,14.1,8.4,77.3,13,139
"Honolulu County, Hawaii",4.7,26.2,21.2,10.4,21.9,11.4,91.1,15,003
"Maui County, Hawaii",4.6,31.5,24.6,10.1,17.5,8.2,91.8,15,009
"Kalawao County, Hawaii",7.1,36.9,13.1,10.7,10.7,19.0,90.5,15,005
"Oneida County, Idaho",4.9,37.8,31.5,7.9,12.3,4.1,93.6,16,071
"Gem County, Idaho",7.8,39.8,23.7,8.5,10.8,4.5,87.3,16,045
"Valley County, Idaho",2.5,26.6,32.2,5.8,21.2,9.8,95.5,16,085
"Adams County, Idaho",7.7,37.7,22.6,6.7,14.2,8.5,89.7,16,003
"Bolivar County, Mississippi",14.9,25.2,22.0,6.2,13.5,8.0,74.8,28,011
"Daviess County, Missouri",8.1,42.1,18.4,6.8,12.3,4.5,84.1,29,061
"Holt County, Missouri",6.7,43.9,21.8,4.6,13.8,6.3,90.4,29,087
"Marion County, Missouri",8.9,38.4,21.9,6.4,14.0,6.4,87.1,29,127
"Osage County, Missouri",5.3,45.0,16.5,9.7,13.8,5.2,90.3,29,151
"Ripley County, Missouri",13.1,40.1,21.3,5.5,7.0,4.3,78.2,29,181
"Warren County, Missouri",9.7,35.9,23.0,8.7,12.3,5.9,85.8,29,219
"Washington County, Missouri",14.3,41.2,20.2,7.6,5.1,2.8,77.0,29,221
"Christian County, Missouri",6.7,31.2,25.5,8.0,18.0,8.4,91.1,29,043
"DeKalb County, Missouri",10.6,47.6,19.2,5.6,10.2,3.4,85.9,29,063
"Harrison County, Missouri",8.2,48.3,15.9,7.2,10.2,3.8,85.3,29,081
"Lafayette County, Missouri",7.1,42.7,20.9,7.0,12.7,5.6,88.9,29,107
"Adair County, Missouri",6.3,34.9,18.3,6.2,15.5,15.0,89.9,29,001
"Scotland County, Missouri",6.6,42.0,19.3,7.5,9.4,4.6,82.8,29,199
"Sullivan County, Missouri",8.7,48.5,16.8,7.0,7.2,4.4,83.8,29,211
"Clark County, Missouri",8.7,43.4,22.7,8.1,8.7,3.6,86.5,29,045
"Jasper County, Missouri",8.4,35.8,22.5,6.7,15.0,7.1,87.0,29,097
"Lewis County, Missouri",7.8,47.0,21.1,5.7,8.2,5.7,87.8,29,111
"McDonald County, Missouri",13.3,35.5,22.9,6.5,8.4,4.9,78.2,29,119
"Perry County, Missouri",7.5,46.1,19.7,5.5,10.7,5.4,87.5,29,157
"Polk County, Missouri",10.2,37.3,22.7,6.9,11.7,7.9,86.5,29,167
"Ray County, Missouri",8.9,46.2,21.8,6.1,9.6,4.3,88.0,29,177
"Hill County, Montana",5.8,28.6,26.2,12.2,17.2,6.3,90.5,30,041
"Chouteau County, Montana",5.6,32.8,26.3,9.1,18.8,5.9,93.0,30,015
"Lincoln County, Montana",7.5,34.7,24.4,10.1,13.7,5.3,88.1,30,053
"Park County, Montana",3.5,32.9,22.3,5.0,23.4,11.8,95.4,30,067
"Treasure County, Montana",5.5,35.0,28.8,8.5,15.7,4.2,92.2,30,103
"Blaine County, Montana",7.3,29.2,29.1,11.5,14.9,4.7,89.4,30,005
"Sweet Grass County, Montana",5.0,36.8,20.7,11.8,19.3,5.4,94.0,30,097
"Teton County, Montana",4.2,34.0,28.4,8.2,15.8,6.5,92.9,30,099
"Prairie County, Montana",3.4,41.7,18.4,13.8,13.6,5.5,93.1,30,079
"Glacier County, Montana",7.8,38.8,22.1,10.6,13.2,5.0,89.8,30,035
"Fallon County, Montana",2.1,39.8,25.6,16.0,10.3,4.5,96.2,30,025
"Golden Valley County, Montana",5.6,44.3,19.4,6.1,18.3,5.2,93.4,30,037
"Silver Bow County, Montana",6.6,33.6,22.3,8.9,17.9,8.1,90.8,30,093
"Stillwater County, Montana",3.8,35.8,25.5,8.3,16.8,8.6,95.0,30,095
"Jefferson County, Montana",3.2,27.6,25.7,8.5,23.0,10.0,94.9,30,043
"Granite County, Montana",7.0,35.9,21.0,7.6,15.1,9.9,89.5,30,039
"Wheatland County, Montana",5.9,33.1,21.0,2.8,15.1,4.0,75.9,30,107
"Madison County, Montana",3.2,34.1,23.7,10.2,18.6,8.0,94.5,30,057
"Sheridan County, Montana",5.6,31.0,29.5,10.7,15.7,4.3,91.3,30,091
"Carter County, Montana",5.8,36.0,28.3,10.6,14.5,2.6,92.0,30,011
"Big Horn County, Montana",9.9,34.0,24.3,12.3,10.1,5.6,86.3,30,003
"Lake County, Montana",7.0,29.7,27.2,8.8,15.5,9.5,90.6,30,047
"Lewis and Clark County, Montana",3.6,24.5,24.6,8.3,24.2,13.2,94.9,30,049
"Curry County, Oregon",7.0,27.6,29.5,9.0,14.6,9.0,89.7,41,015
"Gilliam County, Oregon",7.1,37.8,27.9,7.2,12.6,4.5,89.9,41,021
"Hood River County, Oregon",8.6,24.9,18.9,6.4,19.2,10.9,80.3,41,027
"Lake County, Oregon",13.1,33.4,24.4,8.8,12.4,5.0,83.9,41,037
"Multnomah County, Oregon",5.3,17.6,22.9,7.4,25.9,16.8,90.7,41,051
"Pike County, Pennsylvania",6.9,34.9,22.4,8.1,15.2,10.1,90.7,42,103
"Snyder County, Pennsylvania",10.2,45.5,12.5,8.2,10.6,6.1,82.9,42,109
"Susquehanna County, Pennsylvania",8.4,46.6,17.0,8.6,10.4,6.3,88.9,42,115
"Crawford County, Pennsylvania",7.4,44.9,15.3,7.5,12.5,8.2,88.3,42,039
"Erie County, Pennsylvania",6.4,39.8,15.9,8.4,17.7,9.3,91.1,42,049
"Fulton County, Pennsylvania",9.5,52.4,14.6,6.6,8.1,5.3,87.0,42,057
"Juniata County, Pennsylvania",11.2,51.4,11.0,6.7,8.3,5.0,82.4,42,067
"Schuylkill County, Pennsylvania",9.1,47.7,15.3,9.6,9.6,5.7,87.9,42,107
"Wyoming County, Pennsylvania",6.4,47.9,16.7,8.5,12.0,6.6,91.6,42,131
"Adams County, Pennsylvania",7.9,41.9,15.9,8.2,12.8,9.1,87.8,42,001
"Pierce County, Washington",6.0,28.2,26.7,10.7,16.8,8.6,91.0,53,053
"Franklin County, Washington",9.5,25.9,22.1,9.7,10.2,5.6,73.6,53,021
"Walla Walla County, Washington",5.4,22.4,25.5,12.1,17.7,10.9,88.6,53,071
"Whatcom County, Washington",5.5,23.8,24.7,10.1,21.4,11.3,91.2,53,073
"Grant County, West Virginia",9.7,46.9,14.0,6.8,7.8,6.2,81.7,54,023
"Hampshire County, West Virginia",13.9,49.6,14.6,4.5,7.1,4.2,80.0,54,027
"Brooke County, West Virginia",6.1,40.0,21.9,8.4,12.7,7.1,90.1,54,009
"Doddridge County, West Virginia",14.4,41.9,16.8,4.9,9.8,5.1,78.3,54,017
"Hardy County, West Virginia",12.1,47.1,13.3,5.3,10.1,4.6,80.3,54,031
"Marion County, West Virginia",7.8,40.1,18.4,8.7,14.3,7.5,88.9,54,049
"Mingo County, West Virginia",15.6,41.2,16.3,6.5,5.7,4.2,73.9,54,059
"Hancock County, West Virginia",9.1,42.6,17.7,8.7,12.5,5.6,87.2,54,029
"Marshall County, West Virginia",8.3,46.1,18.9,8.0,10.6,5.5,89.2,54,051
"Nicholas County, West Virginia",11.0,45.9,16.1,6.4,8.8,6.5,83.7,54,067
"Tucker County, West Virginia",8.3,50.1,17.0,6.0,7.7,6.5,87.3,54,093
"Tyler County, West Virginia",9.6,47.1,18.5,8.2,9.4,4.4,87.6,54,095
"Roane County, West Virginia",13.5,45.5,15.3,5.8,7.6,4.1,78.2,54,087
"Taylor County, West Virginia",8.5,42.3,17.4,7.7,12.3,6.2,85.9,54,091
"Wood County, West Virginia",7.6,37.2,23.0,9.1,12.9,7.4,89.6,54,107
"Gilmer County, West Virginia",12.4,38.4,21.4,4.8,9.3,6.6,80.5,54,021
"Mason County, West Virginia",11.0,47.6,18.2,7.5,8.2,3.2,84.7,54,053
"Monroe County, West Virginia",12.1,49.9,14.0,4.1,8.7,4.6,81.4,54,063
"Pleasants County, West Virginia",8.3,49.6,18.7,5.8,7.8,5.7,87.6,54,073
"Cabell County, West Virginia",9.2,31.9,20.8,8.2,14.1,12.1,87.0,54,011
"Jefferson County, West Virginia",7.5,32.2,20.3,6.4,18.6,11.3,88.8,54,037
"Logan County, West Virginia",13.1,41.4,20.3,7.1,5.8,3.1,77.7,54,045
"Pendleton County, West Virginia",8.2,48.5,12.7,5.2,7.8,6.8,81.0,54,071
"Harrison County, West Virginia",8.8,37.9,21.3,6.9,14.1,7.5,87.7,54,033
"Ohio County, West Virginia",5.8,34.9,19.7,7.2,19.0,11.2,91.9,54,069
"Calhoun County, West Virginia",14.4,45.8,14.0,5.1,8.8,3.1,76.9,54,013
"Morgan County, West Virginia",12.0,40.9,16.5,7.8,10.8,6.8,82.9,54,065
"Raleigh County, West Virginia",10.3,40.1,19.2,6.9,12.2,6.0,84.3,54,081
"Putnam County, West Virginia",5.1,38.3,19.2,9.5,14.7,10.3,92.0,54,079
"Barbour County, West Virginia",13.2,43.9,15.8,8.6,8.3,4.6,81.1,54,001
"McDowell County, West Virginia",20.8,44.9,11.8,3.1,3.0,2.2,64.9,54,047
"Wayne County, West Virginia",12.3,41.0,18.5,7.0,7.7,5.2,79.4,54,099
"Jackson County, West Virginia",9.3,40.9,19.3,8.7,10.8,6.9,86.6,54,035
"Sunflower County, Mississippi",17.9,29.7,21.9,6.8,9.6,4.6,72.5,28,133
"Adams County, Mississippi",10.0,34.5,20.7,7.5,11.3,6.8,80.8,28,001
"DeSoto County, Mississippi",7.6,29.1,27.0,9.8,16.1,7.1,89.2,28,033
"Delaware County, Pennsylvania",5.2,31.6,16.5,7.5,21.3,15.5,92.4,42,045
"Somerset County, Pennsylvania",8.2,49.2,14.3,8.2,10.2,5.3,87.1,42,111
"Madison County, Missouri",11.5,36.6,23.7,7.4,8.8,3.5,80.0,29,123
"Vernon County, Missouri",8.2,41.0,21.8,8.3,10.0,6.3,87.4,29,217
"Nodaway County, Missouri",4.5,41.2,21.6,4.7,13.9,11.1,92.6,29,147
"Chariton County, Missouri",8.6,49.3,15.7,6.8,10.4,5.4,87.7,29,041
"Wayne County, Missouri",15.9,37.0,21.8,4.6,8.8,3.1,75.3,29,223
"Scott County, Missouri",11.1,42.2,21.7,5.3,8.5,5.4,83.0,29,201
"Barton County, Missouri",7.4,42.2,22.4,6.7,11.2,4.0,86.4,29,011
"Cedar County, Missouri",9.5,40.7,22.4,6.5,9.8,5.0,84.4,29,039
"Gasconade County, Missouri",8.7,42.3,18.5,8.8,11.0,5.4,86.0,29,073
"Macon County, Missouri",8.2,44.4,20.0,7.2,11.3,4.5,87.4,29,121
"Oregon County, Missouri",9.1,41.8,21.7,7.5,8.0,4.6,83.6,29,149
"Ste. Genevieve County, Missouri",8.3,42.9,21.9,8.8,9.2,4.7,87.5,29,186
"Douglas County, Missouri",14.3,43.6,19.7,7.4,6.1,3.3,80.1,29,067
"Henry County, Missouri",9.0,42.2,23.4,5.9,10.8,4.7,87.0,29,083
"Lawrence County, Missouri",11.9,38.7,23.1,6.1,11.3,5.0,84.1,29,109
"Pulaski County, Missouri",7.0,31.0,24.6,10.4,15.8,8.1,89.9,29,169
"Texas County, Missouri",12.9,43.4,20.1,5.1,9.2,4.2,82.1,29,215
"Callaway County, Missouri",9.7,37.4,19.9,8.0,13.9,6.5,85.7,29,027
"Cooper County, Missouri",6.8,40.1,20.4,8.0,14.0,6.5,89.0,29,053
"Gentry County, Missouri",6.0,43.5,20.1,6.2,14.0,5.4,89.3,29,075
"Mississippi County, Missouri",16.1,39.1,19.6,2.7,8.2,3.2,72.8,29,133
"Ozark County, Missouri",10.8,46.5,19.4,6.4,6.8,4.7,83.8,29,153
"Bollinger County, Missouri",14.1,46.0,18.7,4.6,6.5,2.9,78.8,29,017
"Knox County, Missouri",6.3,43.7,20.7,6.2,10.6,4.9,86.2,29,103
"Montgomery County, Missouri",10.1,42.9,19.9,7.4,8.6,4.9,83.8,29,139
"Stoddard County, Missouri",12.6,39.5,20.6,6.8,8.8,4.8,80.4,29,207
"Audrain County, Missouri",10.4,46.4,19.0,6.5,8.0,4.6,84.5,29,007
"Greene County, Missouri",6.6,28.4,25.7,7.1,19.1,10.7,91.2,29,077
"St. Clair County, Missouri",11.0,43.6,19.3,6.7,6.5,5.0,81.1,29,185
"Schuyler County, Missouri",6.1,41.7,25.4,7.0,7.1,5.4,86.7,29,197
"Camden County, Missouri",8.3,36.3,22.3,8.4,13.6,7.8,88.2,29,029
"Jefferson County, Missouri",9.3,33.1,24.9,11.0,12.4,6.0,87.5,29,099
"New Madrid County, Missouri",16.5,41.2,19.1,4.6,6.7,4.4,75.9,29,143
"Ralls County, Missouri",9.0,49.4,18.3,7.5,8.5,4.2,87.9,29,173
"Custer County, Montana",5.6,30.5,27.8,13.3,15.1,4.8,91.4,30,017
