County,Unemployment Rate Percentage,State ID,County ID
"Pawnee County, Kansas",5.1,20,145
"Comanche County, Kansas",3.1,20,033
"Gove County, Kansas",2.7,20,063
"Harvey County, Kansas",5.6,20,079
"Gray County, Kansas",4.0,20,069
"Chase County, Kansas",4.6,20,017
"Grant County, Kansas",6.5,20,067
"Logan County, Kansas",4.9,20,109
"Pottawatomie County, Kansas",3.3,20,149
"Butler County, Kansas",6.8,20,015
"Saline County, Kansas",6.2,20,169
"Wabaunsee County, Kansas",5.0,20,197
"Fayette County, Georgia",9.0,13,113
"Woodson County, Kansas",7.3,20,207
"Osborne County, Kansas",3.9,20,141
"Finney County, Kansas",4.0,20,055
"Kiowa County, Kansas",4.4,20,097
"Washington County, Kansas",3.0,20,201
"Morton County, Kansas",3.7,20,129
"Barton County, Kansas",7.0,20,009
"Doniphan County, Kansas",6.0,20,043
"Lane County, Kansas",5.4,20,101
"Marion County, Kansas",5.6,20,115
"Brown County, Kansas",5.8,20,013
"Riley County, Kansas",4.7,20,161
"Dickinson County, Kansas",5.8,20,041
"Garrard County, Kentucky",12.5,21,079
"Campbell County, Kentucky",8.5,21,037
"Grant County, Kentucky",12.2,21,081
"Logan County, Kentucky",9.7,21,141
"Mercer County, Kentucky",13.3,21,167
"Jackson County, Illinois",9.7,17,077
"Brown County, Illinois",6.8,17,009
"Marshall County, Illinois",7.6,17,123
"Christian County, Illinois",7.0,17,021
"Union County, Illinois",9.5,17,181
"Saline County, Illinois",12.8,17,165
"Whiteside County, Illinois",8.8,17,195
"DeKalb County, Illinois",10.6,17,037
"Jasper County, Illinois",7.5,17,079
"Will County, Illinois",9.7,17,197
"Douglas County, Illinois",6.4,17,041
"Greene County, Illinois",8.3,17,061
"Hardin County, Illinois",13.8,17,069
"Knox County, Illinois",9.0,17,095
"Massac County, Illinois",9.5,17,127
"Kane County, Illinois",9.5,17,089
"San Diego County, California",10.0,06,073
"Tulare County, California",14.5,06,107
"Yolo County, California",10.4,06,113
"Humboldt County, California",11.1,06,023
"Nevada County, California",10.7,06,057
"Alpine County, California",9.8,06,003
"Madera County, California",10.7,06,039
"Mendocino County, California",12.1,06,045
"Santa Cruz County, California",9.3,06,087
"Trinity County, California",15.8,06,105
"Los Angeles County, California",11.4,06,037
"Riverside County, California",14.9,06,065
"San Bernardino County, California",14.5,06,071
"Santa Clara County, California",9.7,06,085
"Marin County, California",7.6,06,041
"Placer County, California",10.0,06,061
"Siskiyou County, California",14.9,06,093
"Shasta County, California",13.4,06,089
"Solano County, California",12.1,06,095
"Del Norte County, California",12.3,06,015
"Glenn County, California",12.8,06,021
"Butte County, California",14.1,06,007
"Plumas County, California",17.2,06,063
"San Luis Obispo County, California",8.5,06,079
"Kern County, California",13.7,06,029
"Ventura County, California",9.6,06,111
"Calaveras County, California",11.6,06,009
"San Mateo County, California",8.1,06,081
"Tuolumne County, California",17.3,06,109
"Amador County, California",16.8,06,005
"Phillips County, Colorado",6.3,08,095
"Denver County, Colorado",8.7,08,031
"Kiowa County, Colorado",4.0,08,061
"Baca County, Colorado",3.8,08,009
"Gilpin County, Colorado",6.4,08,047
"Kit Carson County, Colorado",5.0,08,063
"Gunnison County, Colorado",8.3,08,051
"Jefferson County, Colorado",7.7,08,059
"Ouray County, Colorado",11.0,08,091
"Rio Blanco County, Colorado",5.6,08,103
"Weld County, Colorado",8.1,08,123
"Conejos County, Colorado",8.7,08,021
"Costilla County, Colorado",16.9,08,023
"Bent County, Colorado",12.0,08,011
"La Plata County, Colorado",6.5,08,067
"Moffat County, Colorado",7.0,08,081
"Rio Grande County, Colorado",8.1,08,105
"Crowley County, Colorado",28.2,08,025
"San Juan County, Colorado",18.0,08,111
"Jackson County, Colorado",1.5,08,057
"Logan County, Colorado",10.8,08,075
"Montezuma County, Colorado",11.7,08,083
"Teller County, Colorado",10.5,08,119
"Boulder County, Colorado",7.3,08,013
"Las Animas County, Colorado",9.1,08,071
"Lincoln County, Colorado",6.7,08,073
"Routt County, Colorado",5.6,08,107
"Alamosa County, Colorado",11.5,08,003
"Clear Creek County, Colorado",7.5,08,019
"Fremont County, Colorado",8.5,08,043
"Tazewell County, Illinois",7.3,17,179
"Douglas County, Colorado",5.6,08,035
"Eagle County, Colorado",5.7,08,037
"Pueblo County, Colorado",11.6,08,101
"Montrose County, Colorado",11.0,08,085
"Morgan County, Colorado",6.4,08,087
"Park County, Colorado",8.3,08,093
"Saguache County, Colorado",9.7,08,109
"Mesa County, Colorado",8.7,08,077
"Prowers County, Colorado",9.7,08,099
"Hinsdale County, Colorado",4.3,08,053
"El Paso County, Colorado",9.5,08,041
"Washington County, Colorado",4.7,08,121
"Grand County, Colorado",5.9,08,049
"Arapahoe County, Colorado",8.8,08,005
"Otero County, Colorado",11.9,08,089
"Broomfield County, Colorado",6.5,08,014
"New Castle County, Delaware",8.6,10,003
"Sussex County, Delaware",9.0,10,005
"Kent County, Delaware",9.8,10,001
"District of Columbia, District of Columbia",11.0,11,001
"New Haven County, Connecticut",10.5,09,009
"Litchfield County, Connecticut",8.3,09,005
"Hartford County, Connecticut",10.3,09,003
"New London County, Connecticut",8.8,09,011
"Tolland County, Connecticut",7.5,09,013
"Fairfield County, Connecticut",9.9,09,001
"Duval County, Florida",11.7,12,031
"Bradford County, Florida",15.7,12,007
"Clay County, Florida",11.3,12,019
"Lafayette County, Florida",11.2,12,067
"Nassau County, Florida",10.1,12,089
"Pinellas County, Florida",10.5,12,103
"St. Lucie County, Florida",15.0,12,111
"Hendry County, Florida",15.4,12,051
"Indian River County, Florida",14.7,12,061
"Palm Beach County, Florida",11.8,12,099
"St. Johns County, Florida",7.8,12,109
"Miami-Dade County, Florida",11.8,12,086
"Flagler County, Florida",12.4,12,035
"Franklin County, Florida",12.0,12,037
"Hamilton County, Florida",16.3,12,047
"Marion County, Florida",13.8,12,083
"Gadsden County, Florida",14.1,12,039
"Holmes County, Florida",11.1,12,059
"Lee County, Florida",13.5,12,071
"Collier County, Florida",10.1,12,021
"Okeechobee County, Florida",15.9,12,093
"Pasco County, Florida",12.1,12,101
"Highlands County, Florida",15.2,12,055
"Suwannee County, Florida",11.7,12,121
"DeSoto County, Florida",12.6,12,027
"Calhoun County, Florida",10.2,12,013
"Columbia County, Florida",18.8,12,023
"Dixie County, Florida",9.0,12,029
"Putnam County, Florida",14.1,12,107
"Union County, Florida",9.6,12,125
"Manatee County, Florida",11.3,12,081
"Levy County, Florida",14.8,12,075
"Baker County, Florida",11.4,12,003
"Volusia County, Florida",11.2,12,127
"Leon County, Florida",11.2,12,073
"Madison County, Florida",14.2,12,079
"Liberty County, Florida",20.6,12,077
"Sumter County, Florida",13.2,12,119
"Morgan County, Missouri",17.2,29,141
"Saline County, Missouri",7.3,29,195
"Worth County, Missouri",5.0,29,227
"Grundy County, Missouri",6.1,29,079
"Reynolds County, Missouri",13.9,29,179
"St. Louis County, Missouri",8.6,29,189
"Stone County, Missouri",12.9,29,209
"Barry County, Missouri",13.5,29,009
"Boone County, Missouri",6.1,29,019
"Cole County, Missouri",5.0,29,051
"Crawford County, Missouri",11.9,29,055
"Iron County, Missouri",13.2,29,093
"Livingston County, Missouri",6.3,29,117
"Moniteau County, Missouri",6.8,29,135
"Pemiscot County, Missouri",10.4,29,155
"Pettis County, Missouri",6.8,29,159
"Shannon County, Missouri",11.2,29,203
"Randolph County, Missouri",8.8,29,175
"Dunklin County, Missouri",9.5,29,069
"Franklin County, Missouri",9.3,29,071
"Howard County, Missouri",7.5,29,089
"Jackson County, Missouri",9.4,29,095
"Miller County, Missouri",10.1,29,131
"Putnam County, Missouri",3.0,29,171
"Taney County, Missouri",11.7,29,213
"Buchanan County, Missouri",8.4,29,021
"Caldwell County, Missouri",7.3,29,025
"Cass County, Missouri",7.5,29,037
"Clinton County, Missouri",8.1,29,049
"Dallas County, Missouri",14.6,29,059
"Hickory County, Missouri",15.7,29,085
"Lincoln County, Missouri",12.2,29,113
"Monroe County, Missouri",6.2,29,137
"Newton County, Missouri",7.2,29,145
"Pike County, Missouri",7.6,29,163
"St. Charles County, Missouri",6.8,29,183
"Cape Girardeau County, Missouri",7.4,29,031
"Shelby County, Missouri",6.7,29,205
"Webster County, Missouri",8.4,29,225
"Dent County, Missouri",9.7,29,065
"Atchison County, Missouri",5.8,29,005
"Bates County, Missouri",9.2,29,013
"Benton County, Missouri",8.2,29,015
"Carter County, Missouri",9.9,29,035
"Dade County, Missouri",7.5,29,057
"Linn County, Missouri",6.4,29,115
"Howell County, Missouri",8.7,29,091
"Johnson County, Missouri",8.9,29,101
"Laclede County, Missouri",10.3,29,105
"Maries County, Missouri",9.9,29,125
"Phelps County, Missouri",7.7,29,161
"Platte County, Missouri",6.2,29,165
"St. Francois County, Missouri",10.3,29,187
"St. Louis city, Missouri",14.3,29,510
"Andrew County, Missouri",7.0,29,003
"Butler County, Missouri",9.6,29,023
"Carroll County, Missouri",7.2,29,033
"Daviess County, Missouri",6.1,29,061
"Holt County, Missouri",5.1,29,087
"Christian County, Missouri",7.6,29,043
"Ripley County, Missouri",12.7,29,181
"Warren County, Missouri",10.6,29,219
"Washington County, Missouri",14.0,29,221
"DeKalb County, Missouri",7.4,29,063
"Harrison County, Missouri",7.1,29,081
"Lafayette County, Missouri",7.3,29,107
"Adair County, Missouri",6.7,29,001
"Scotland County, Missouri",4.2,29,199
"Sullivan County, Missouri",7.0,29,211
"Clark County, Missouri",6.4,29,045
"Jasper County, Missouri",8.3,29,097
"Lewis County, Missouri",7.2,29,111
"McDonald County, Missouri",9.9,29,119
"Perry County, Missouri",4.7,29,157
"Polk County, Missouri",10.8,29,167
"Ray County, Missouri",8.4,29,177
"Hill County, Montana",5.1,30,041
"Chouteau County, Montana",4.2,30,015
"Lincoln County, Montana",12.8,30,053
"Park County, Montana",7.0,30,067
"Treasure County, Montana",3.0,30,103
"Blaine County, Montana",9.7,30,005
"Sweet Grass County, Montana",4.5,30,097
"Teton County, Montana",6.1,30,099
"Prairie County, Montana",7.6,30,079
"Glacier County, Montana",17.7,30,035
"Fallon County, Montana",3.4,30,025
"Golden Valley County, Montana",4.0,30,037
"Silver Bow County, Montana",7.0,30,093
"Stillwater County, Montana",3.9,30,095
"Jefferson County, Montana",6.9,30,043
"Granite County, Montana",6.6,30,039
"Wheatland County, Montana",4.5,30,107
"Madison County, Montana",7.0,30,057
"Sheridan County, Montana",2.7,30,091
"Carter County, Montana",1.1,30,011
"Big Horn County, Montana",20.9,30,003
"Lake County, Montana",14.9,30,047
"Lewis and Clark County, Montana",5.5,30,049
"Lincoln County, New Mexico",8.6,35,027
"Marion County, Missouri",7.2,29,127
"Osage County, Missouri",3.5,29,151
"Chaves County, New Mexico",7.1,35,005
"Lea County, New Mexico",8.4,35,025
"Santa Fe County, New Mexico",9.9,35,049
"Union County, New Mexico",5.2,35,059
"Sierra County, New Mexico",10.2,35,051
"Socorro County, New Mexico",7.5,35,053
"Roosevelt County, New Mexico",10.2,35,041
"Doña Ana County, New Mexico",12.4,35,013
"Los Alamos County, New Mexico",4.0,35,028
"Rio Arriba County, New Mexico",14.3,35,039
"San Miguel County, New Mexico",9.0,35,047
"Valencia County, New Mexico",12.1,35,061
"Torrance County, New Mexico",15.8,35,057
"Bernalillo County, New Mexico",8.5,35,001
"Otero County, New Mexico",13.1,35,035
"Cibola County, New Mexico",17.3,35,006
"Onondaga County, New York",7.9,36,067
"Guadalupe County, New Mexico",4.6,35,019
"Catron County, New Mexico",11.9,35,003
"Bronx County, New York",15.2,36,005
"Clinton County, New York",8.1,36,019
"Seneca County, New York",6.7,36,099
"Putnam County, New York",7.6,36,079
"Herkimer County, New York",9.4,36,043
"Ontario County, New York",7.3,36,069
"Steuben County, New York",9.1,36,101
"Hamilton County, New York",6.5,36,041
"Chautauqua County, New York",8.8,36,013
"Kings County, New York",10.9,36,047
"Tioga County, New York",8.2,36,107
"Orleans County, New York",11.4,36,073
"Saratoga County, New York",6.5,36,091
"Columbia County, New York",8.9,36,021
"Lewis County, New York",8.1,36,049
"Westchester County, New York",8.4,36,119
"Delaware County, New York",10.2,36,025
"Montgomery County, New York",10.5,36,057
"Richmond County, New York",7.9,36,085
"St. Lawrence County, New York",11.2,36,089
"Tompkins County, New York",5.9,36,109
"Warren County, New York",7.5,36,113
"Cortland County, New York",7.6,36,023
"Dutchess County, New York",9.4,36,027
"Monroe County, New York",8.4,36,055
"Oneida County, New York",7.8,36,065
"Ulster County, New York",9.8,36,111
"Chemung County, New York",7.3,36,015
"Livingston County, New York",6.2,36,051
"Otsego County, New York",7.8,36,077
"Greene County, New York",10.3,36,039
"Albany County, New York",7.3,36,001
"Allegany County, New York",9.5,36,003
"Cattaraugus County, New York",9.1,36,009
"Madison County, New York",5.8,36,053
"Schenectady County, New York",8.4,36,093
"Genesee County, New York",7.6,36,037
"Yates County, New York",6.9,36,123
"Greene County, North Carolina",11.2,37,079
"Mitchell County, North Carolina",11.0,37,121
"Chowan County, North Carolina",13.1,37,041
"De Baca County, New Mexico",6.5,35,011
"Alleghany County, North Carolina",11.9,37,005
"Caldwell County, North Carolina",14.3,37,027
"Catawba County, North Carolina",10.5,37,035
"Cleveland County, North Carolina",13.5,37,045
"Craven County, North Carolina",13.1,37,049
"Edgecombe County, North Carolina",19.6,37,065
"Granville County, North Carolina",10.6,37,077
"Harnett County, North Carolina",12.0,37,085
"Hoke County, North Carolina",14.6,37,093
"Henderson County, North Carolina",9.4,37,089
"Hyde County, North Carolina",8.6,37,095
"Iredell County, North Carolina",12.0,37,097
"Mecklenburg County, North Carolina",10.6,37,119
"Currituck County, North Carolina",9.4,37,053
"Rowan County, North Carolina",12.9,37,159
"Vance County, North Carolina",11.8,37,181
"Cherokee County, North Carolina",9.0,37,039
"Union County, North Carolina",9.4,37,179
"Wilkes County, North Carolina",14.9,37,193
"Nash County, North Carolina",13.2,37,127
"Alexander County, North Carolina",11.4,37,003
"Dare County, North Carolina",7.5,37,055
"Warren County, North Carolina",10.2,37,185
"Wilson County, North Carolina",12.8,37,195
"Gates County, North Carolina",11.6,37,073
"Graham County, North Carolina",11.0,37,075
"Madison County, North Carolina",8.5,37,115
"Pamlico County, North Carolina",9.6,37,137
"Polk County, North Carolina",13.6,37,149
"Randolph County, North Carolina",10.8,37,151
"Stokes County, North Carolina",10.8,37,169
"Washington County, North Carolina",21.9,37,187
"Clay County, North Carolina",17.3,37,043
"Cumberland County, North Carolina",13.4,37,051
"Guilford County, North Carolina",10.7,37,081
"Jackson County, North Carolina",8.0,37,099
"Pasquotank County, North Carolina",12.9,37,139
"Robeson County, North Carolina",12.8,37,155
"Swain County, North Carolina",9.1,37,173
"Wake County, North Carolina",7.8,37,183
"Anson County, North Carolina",19.2,37,007
"McDowell County, North Carolina",13.9,37,111
"Franklin County, North Carolina",13.1,37,069
"Jones County, North Carolina",11.4,37,103
"Macon County, North Carolina",10.3,37,113
"Brunswick County, North Carolina",14.1,37,019
"Transylvania County, North Carolina",9.4,37,175
"Beaufort County, North Carolina",12.3,37,013
"Columbus County, North Carolina",12.6,37,047
"Lincoln County, North Carolina",13.1,37,109
"Montgomery County, North Carolina",14.1,37,123
"Orange County, North Carolina",7.5,37,135
"Richmond County, North Carolina",16.1,37,153
"Sampson County, North Carolina",11.9,37,163
"Surry County, North Carolina",9.8,37,171
"Avery County, North Carolina",9.1,37,011
"Buncombe County, North Carolina",8.5,37,021
"Cabarrus County, North Carolina",11.8,37,025
"Northampton County, North Carolina",18.9,37,131
"Pitt County, North Carolina",11.8,37,147
"Caswell County, North Carolina",14.0,37,033
"Davie County, North Carolina",8.4,37,059
"Davidson County, North Carolina",12.4,37,057
"Duplin County, North Carolina",11.5,37,061
"Durham County, North Carolina",8.4,37,063
"Hertford County, North Carolina",16.3,37,091
"Lee County, North Carolina",11.8,37,105
"New Hanover County, North Carolina",10.4,37,129
"Pender County, North Carolina",11.0,37,141
"Payne County, Oklahoma",6.1,40,119
"Delaware County, Oklahoma",9.0,40,041
"Ellis County, Oklahoma",3.2,40,045
"Grady County, Oklahoma",4.5,40,051
"Pottawatomie County, Oklahoma",7.1,40,125
"Creek County, Oklahoma",8.7,40,037
"Tillman County, Oklahoma",8.6,40,141
"Washita County, Oklahoma",3.9,40,149
"Cotton County, Oklahoma",7.6,40,033
"Kiowa County, Oklahoma",5.3,40,075
"Le Flore County, Oklahoma",11.6,40,079
"McCurtain County, Oklahoma",10.5,40,089
"Major County, Oklahoma",5.1,40,093
"Mayes County, Oklahoma",8.8,40,097
"Oklahoma County, Oklahoma",6.8,40,109
"Custer County, Oklahoma",3.7,40,039
"Love County, Oklahoma",3.5,40,085
"Beckham County, Oklahoma",2.9,40,009
"Choctaw County, Oklahoma",11.3,40,023
"Jackson County, Oklahoma",7.6,40,065
"Lincoln County, Oklahoma",7.5,40,081
"Pawnee County, Oklahoma",8.1,40,117
"Seminole County, Oklahoma",9.2,40,133
"Cimarron County, Oklahoma",1.3,40,025
"Blaine County, Oklahoma",2.9,40,011
"Coal County, Oklahoma",7.9,40,029
"Grant County, Oklahoma",4.8,40,053
"Kingfisher County, Oklahoma",4.5,40,073
"McClain County, Oklahoma",4.5,40,087
"Marshall County, Oklahoma",9.0,40,095
"Noble County, Oklahoma",6.9,40,103
"Nowata County, Oklahoma",10.3,40,105
"Rogers County, Oklahoma",6.4,40,131
"Sequoyah County, Oklahoma",11.1,40,135
"Alfalfa County, Oklahoma",6.1,40,003
"Woods County, Oklahoma",3.8,40,151
"Cleveland County, Oklahoma",5.5,40,027
"Okfuskee County, Oklahoma",9.2,40,107
"Atoka County, Oklahoma",10.0,40,005
"Wayne County, North Carolina",12.9,37,191
"Union County, Oregon",9.3,41,061
"Marion County, Oregon",13.3,41,047
"Douglas County, Oregon",14.1,41,019
"Jefferson County, Oregon",16.1,41,031
"Polk County, Oregon",11.3,41,053
"Deschutes County, Oregon",12.2,41,017
"Linn County, Oregon",10.8,41,043
"Yamhill County, Oregon",10.7,41,071
"Baker County, Oregon",11.4,41,001
"Klamath County, Oregon",13.8,41,035
"Lincoln County, Oregon",10.3,41,041
"Benton County, Oregon",8.5,41,003
"Crook County, Oregon",17.2,41,013
"Sherman County, Oregon",7.7,41,055
"Harney County, Oregon",10.4,41,025
"Malheur County, Oregon",14.6,41,045
"Wallowa County, Oregon",12.2,41,063
"Wheeler County, Oregon",10.4,41,069
"Morrow County, Oregon",10.1,41,049
"Coos County, Oregon",13.1,41,011
"Stark County, North Dakota",2.5,38,089
"Halifax County, North Carolina",16.5,37,083
"Alamance County, North Carolina",10.0,37,001
"Tyrrell County, North Carolina",18.2,37,177
"Wells County, North Dakota",1.9,38,103
"Burke County, North Dakota",1.7,38,013
"Mountrail County, North Dakota",3.0,38,061
"Williams County, North Dakota",1.0,38,105
"Billings County, North Dakota",5.2,38,007
"Kidder County, North Dakota",3.1,38,043
"Cavalier County, North Dakota",1.9,38,019
"Grant County, North Dakota",2.5,38,037
"McHenry County, North Dakota",3.5,38,049
"Steele County, North Dakota",3.2,38,091
"Benson County, North Dakota",6.0,38,005
"LaMoure County, North Dakota",3.1,38,045
"Morton County, North Dakota",2.9,38,059
"Dunn County, North Dakota",2.5,38,025
"McIntosh County, North Dakota",4.0,38,051
"Nelson County, North Dakota",1.7,38,063
"Rolette County, North Dakota",3.7,38,079
"Walsh County, North Dakota",3.0,38,099
"Bottineau County, North Dakota",3.3,38,009
"Barnes County, North Dakota",1.5,38,003
"Grand Forks County, North Dakota",4.3,38,035
"McKenzie County, North Dakota",3.2,38,053
"McLean County, North Dakota",2.2,38,055
"Pierce County, North Dakota",1.9,38,069
"Renville County, North Dakota",2.0,38,075
"Bowman County, North Dakota",2.4,38,011
"Burleigh County, North Dakota",2.6,38,015
"Logan County, North Dakota",2.0,38,047
"Oliver County, North Dakota",2.3,38,065
"Stutsman County, North Dakota",3.2,38,093
"Ramsey County, North Dakota",1.7,38,071
"Foster County, North Dakota",1.2,38,031
"Griggs County, North Dakota",4.3,38,039
"Scotland County, North Carolina",17.2,37,165
"Watauga County, North Carolina",10.2,37,189
"Sheridan County, North Dakota",2.1,38,083
"Slope County, North Dakota",1.5,38,087
"Union County, Ohio",6.3,39,159
