"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
4795,10.3,42841,Autauga County,2002,01,001
16175,10.7,40818,Baldwin County,2002,01,003
6152,23.6,25279,Barbour County,2002,01,005
3546,17.7,31387,Bibb County,2002,01,007
6792,12.6,36386,Blount County,2002,01,009
3087,31.4,20137,Bullock County,2002,01,011
4185,20.4,25826,Butler County,2002,01,013
17430,15.8,32013,Calhoun County,2002,01,015
5712,16.1,29993,Chambers County,2002,01,017
3943,16.3,31011,Cherokee County,2002,01,019
6457,15.9,33129,Chilton County,2002,01,021
2852,18.7,25928,Choctaw County,2002,01,023
5168,19.0,27987,Clarke County,2002,01,025
1983,14.2,28765,Clay County,2002,01,027
2226,15.2,31359,Cleburne County,2002,01,029
6341,14.4,34621,Coffee County,2002,01,031
7718,14.2,32206,Colbert County,2002,01,033
3060,22.6,23366,Conecuh County,2002,01,035
1756,15.3,28979,Coosa County,2002,01,037
6522,17.8,27654,Covington County,2002,01,039
2415,17.9,27425,Crenshaw County,2002,01,041
10873,14.0,32821,Cullman County,2002,01,043
7705,16.1,32103,Dale County,2002,01,045
11177,25.0,23732,Dallas County,2002,01,047
10627,16.1,30331,DeKalb County,2002,01,049
8458,13.0,41046,Elmore County,2002,01,051
7338,20.2,27711,Escambia County,2002,01,053
16784,16.5,30494,Etowah County,2002,01,055
2976,16.5,29309,Fayette County,2002,01,057
5510,18.0,27370,Franklin County,2002,01,059
4727,18.6,27180,Geneva County,2002,01,061
2694,27.3,20763,Greene County,2002,01,063
3891,22.6,25121,Hale County,2002,01,065
2672,16.3,30534,Henry County,2002,01,067
13942,15.4,34605,Houston County,2002,01,069
7956,14.9,32278,Jackson County,2002,01,071
90375,13.9,37375,Jefferson County,2002,01,073
2490,16.6,28243,Lamar County,2002,01,075
12938,15.1,33231,Lauderdale County,2002,01,077
4985,14.4,32505,Lawrence County,2002,01,079
17524,15.2,32460,Lee County,2002,01,081
8174,12.4,38859,Limestone County,2002,01,083
3218,24.0,23300,Lowndes County,2002,01,085
5917,28.0,21621,Macon County,2002,01,087
29422,10.4,46937,Madison County,2002,01,089
4416,19.8,28080,Marengo County,2002,01,091
5440,18.5,26774,Marion County,2002,01,093
12972,15.6,32971,Marshall County,2002,01,095
73561,18.6,32393,Mobile County,2002,01,097
4342,18.3,28463,Monroe County,2002,01,099
36797,17.4,35406,Montgomery County,2002,01,101
13744,12.3,38979,Morgan County,2002,01,103
3606,32.3,19876,Perry County,2002,01,105
4022,19.7,26200,Pickens County,2002,01,107
6337,22.2,25630,Pike County,2002,01,109
3735,17.2,28546,Randolph County,2002,01,111
9041,18.6,27981,Russell County,2002,01,113
9195,13.7,37381,St. Clair County,2002,01,115
10328,6.5,61393,Shelby County,2002,01,117
3903,27.9,19820,Sumter County,2002,01,119
13349,17.4,31367,Talladega County,2002,01,121
6485,16.3,29994,Tallapoosa County,2002,01,123
25727,16.1,33598,Tuscaloosa County,2002,01,125
10733,15.4,29945,Walker County,2002,01,127
3095,17.3,30541,Washington County,2002,01,129
3865,29.9,18455,Wilcox County,2002,01,131
4474,18.3,26918,Winston County,2002,01,133
297,11.2,38237,Aleutians East Borough,2002,02,013
325,6.3,49834,Aleutians West Census Area,2002,02,016
20366,7.7,55123,Anchorage Borough,2002,02,020
3768,22.8,33544,Bethel Census Area,2002,02,050
90,8.2,54251,Bristol Bay Borough,2002,02,060
80,4.4,52900,Denali Borough,2002,02,068
938,19.1,38970,Dillingham Census Area,2002,02,070
5841,7.0,51553,Fairbanks North Star Borough,2002,02,090
266,11.6,38860,Haines Borough,2002,02,100
2049,6.7,59105,Juneau Borough,2002,02,110
4746,9.5,48733,Kenai Peninsula Borough,2002,02,122
