County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Preston County, West Virginia",10.8,49.0,16.3,5.5,8.1,4.0,82.8,54,077
"Harrison County, West Virginia",10.8,40.9,20.5,5.3,11.8,6.3,84.8,54,033
"Ritchie County, West Virginia",13.0,40.7,20.8,7.5,6.6,5.0,80.5,54,085
"Morgan County, West Virginia",11.3,48.6,16.0,4.6,10.1,4.8,84.1,54,065
"Lincoln County, West Virginia",16.7,41.9,15.3,3.6,4.9,3.1,68.8,54,043
"Braxton County, West Virginia",14.8,45.0,12.8,6.1,6.5,3.6,74.0,54,007
"Putnam County, West Virginia",7.3,37.7,20.5,7.5,14.8,8.9,89.3,54,079
"Boone County, West Virginia",16.9,44.4,15.5,4.3,4.9,3.1,72.2,54,005
"McDowell County, West Virginia",21.2,37.7,13.0,2.9,4.3,2.0,59.9,54,047
"Wyoming County, West Virginia",12.5,45.7,13.9,4.2,5.8,4.1,73.7,54,109
"Jackson County, West Virginia",10.9,40.2,20.1,7.5,11.2,4.3,83.3,54,035
"Mercer County, West Virginia",11.3,41.1,18.1,4.6,11.3,5.5,80.6,54,055
"Sandoval County, New Mexico",6.6,26.8,26.2,8.9,17.1,11.2,90.2,35,043
"Grant County, New Mexico",8.8,28.2,24.1,8.3,13.8,10.7,85.2,35,017
"Curry County, New Mexico",11.2,26.7,26.3,9.1,12.3,7.0,81.4,35,009
"Eddy County, New Mexico",12.0,32.2,24.5,8.1,9.5,6.3,80.6,35,015
"Mora County, New Mexico",3.6,41.1,22.3,8.8,3.5,11.1,86.8,35,033
"San Juan County, New Mexico",11.8,32.6,24.2,8.7,9.9,5.3,80.7,35,045
"Benton County, Mississippi",16.7,36.9,17.8,8.5,6.5,3.0,72.7,28,009
"Franklin County, Mississippi",17.7,36.1,22.8,7.7,7.3,2.8,76.6,28,037
"Coahoma County, Mississippi",15.1,28.5,20.2,9.7,12.0,4.5,75.0,28,027
"Jasper County, Mississippi",16.5,36.2,21.1,6.8,8.7,3.0,75.8,28,061
"Jones County, Mississippi",13.6,29.1,23.4,9.3,9.4,6.7,77.9,28,067
"Walthall County, Mississippi",14.9,34.2,18.8,9.0,8.7,3.9,74.6,28,147
"Monroe County, Mississippi",14.8,36.9,19.7,6.8,8.2,4.7,76.4,28,095
"Pontotoc County, Mississippi",15.3,35.3,18.8,9.3,6.8,3.8,74.1,28,115
"Holmes County, Mississippi",19.1,33.2,19.8,4.8,7.6,4.1,69.5,28,051
"Amite County, Mississippi",12.9,37.3,22.6,5.8,5.3,4.1,75.1,28,005
"Madison County, Mississippi",7.0,18.1,19.2,6.7,28.1,16.5,88.6,28,089
"Calhoun County, Mississippi",18.8,34.9,18.2,5.5,7.3,2.6,68.4,28,013
"Marion County, Mississippi",16.9,36.5,17.9,6.4,8.8,4.6,74.2,28,091
"Tishomingo County, Mississippi",14.3,37.8,18.5,8.4,7.4,4.4,76.5,28,141
"Wayne County, Mississippi",18.8,37.4,19.1,6.6,6.8,3.3,73.1,28,153
"Greene County, Mississippi",18.3,41.1,18.4,6.2,6.2,2.4,74.3,28,041
"Marshall County, Mississippi",18.3,35.8,18.8,4.8,8.4,2.2,70.0,28,093
"Quitman County, Mississippi",20.1,26.9,19.3,8.7,7.9,3.1,65.9,28,119
"Pearl River County, Mississippi",10.8,35.0,22.4,9.7,10.0,4.7,81.9,28,109
"Leake County, Mississippi",15.0,35.9,22.1,7.4,7.7,2.6,75.7,28,079
"Neshoba County, Mississippi",16.1,31.6,23.9,8.4,6.5,4.8,75.2,28,099
"Rankin County, Mississippi",8.1,27.1,24.1,8.5,19.3,8.7,87.8,28,121
"Washington County, Mississippi",16.4,29.0,21.5,5.4,12.6,6.2,74.6,28,151
"Lawrence County, Mississippi",13.8,36.4,24.7,7.8,7.5,4.3,80.7,28,077
"Perry County, Mississippi",11.7,39.3,20.6,11.4,6.1,3.0,80.3,28,111
"Chickasaw County, Mississippi",17.6,36.4,20.1,4.5,6.8,4.1,71.8,28,017
"Carroll County, Mississippi",13.0,36.2,23.1,5.5,11.3,2.6,78.8,28,015
"George County, Mississippi",9.4,46.0,21.9,6.9,6.8,3.8,85.3,28,039
"Grenada County, Mississippi",14.1,30.7,21.6,6.7,12.2,5.1,76.3,28,043
"Jefferson County, Mississippi",15.7,41.8,12.2,2.3,12.4,7.0,75.8,28,063
"Newton County, Mississippi",11.4,33.8,25.6,10.4,9.1,4.0,82.9,28,101
"Prentiss County, Mississippi",15.4,35.1,17.8,9.9,6.4,4.6,73.8,28,117
"Sharkey County, Mississippi",13.1,30.9,13.4,8.2,12.6,6.6,71.8,28,125
"Choctaw County, Mississippi",11.6,37.0,22.1,8.6,7.0,4.3,79.0,28,019
"Hancock County, Mississippi",9.9,30.6,23.0,8.1,14.7,8.3,84.7,28,045
"Itawamba County, Mississippi",18.1,33.3,21.1,8.2,6.8,4.5,74.0,28,057
"Issaquena County, Mississippi",24.6,39.2,14.1,2.4,2.6,1.6,59.9,28,055
"Jackson County, Mississippi",10.7,32.6,24.5,9.1,11.9,6.7,85.0,28,059
"Leflore County, Mississippi",18.8,29.2,19.7,3.3,10.4,5.7,68.3,28,083
"Tunica County, Mississippi",16.3,30.8,15.2,10.2,11.0,2.7,69.9,28,143
"Claiborne County, Mississippi",10.0,35.5,24.7,5.9,9.9,7.6,83.6,28,021
"Harrison County, Mississippi",10.7,28.0,26.4,8.8,12.9,7.7,83.8,28,047
"Lauderdale County, Mississippi",13.1,29.7,25.3,8.9,11.4,6.6,81.9,28,075
"Lincoln County, Mississippi",11.1,33.7,21.3,9.0,11.0,6.5,81.6,28,085
"Simpson County, Mississippi",15.8,35.7,21.4,6.4,9.0,4.4,76.9,28,127
"Winston County, Mississippi",12.9,34.4,21.4,9.5,10.3,5.0,80.6,28,159
"Attala County, Mississippi",19.6,28.4,19.5,6.3,9.7,6.5,70.4,28,007
"Lamar County, Mississippi",8.8,23.1,22.7,9.7,20.8,11.7,87.9,28,073
"Lee County, Mississippi",12.1,28.6,24.7,8.3,14.4,6.5,82.5,28,081
"Tallahatchie County, Mississippi",24.1,32.0,15.3,7.3,6.7,2.4,63.7,28,135
"Smith County, Mississippi",13.7,40.7,17.1,7.0,7.8,5.5,78.2,28,129
"Warren County, Mississippi",11.7,26.9,24.4,7.6,14.4,9.4,82.7,28,149
"Upshur County, West Virginia",10.5,49.1,13.6,4.0,8.1,6.6,81.5,54,097
"Webster County, West Virginia",21.5,43.8,12.5,3.0,5.1,3.5,67.9,54,101
"Berkeley County, West Virginia",10.9,39.1,20.2,6.2,12.0,7.4,84.9,54,003
"Fayette County, West Virginia",12.6,45.1,17.6,4.9,7.2,3.6,78.4,54,019
"Iron County, Wisconsin",7.7,36.5,21.1,12.6,12.9,6.1,89.3,55,051
"Clark County, Wisconsin",8.3,44.0,18.0,8.1,8.0,3.6,81.7,55,019
"St. Croix County, Wisconsin",3.9,28.5,23.2,10.9,23.3,8.7,94.5,55,109
"Oconto County, Wisconsin",8.5,43.6,20.2,10.9,9.7,3.6,88.0,55,083
"Lincoln County, Wisconsin",7.7,42.5,21.7,9.1,9.3,5.5,88.1,55,069
"Waupaca County, Wisconsin",7.7,45.2,18.5,8.6,11.7,4.6,88.6,55,135
"Barron County, Wisconsin",7.6,40.0,19.1,10.9,11.6,5.8,87.5,55,005
"Sawyer County, Wisconsin",9.4,35.5,23.0,8.6,13.8,7.4,88.2,55,113
"Green Lake County, Wisconsin",7.5,42.4,21.0,8.1,10.9,4.8,87.2,55,047
"Price County, Wisconsin",7.7,45.3,19.4,9.2,11.1,4.5,89.5,55,099
"Marquette County, Wisconsin",11.1,45.1,20.5,7.0,8.6,3.7,85.0,55,077
"Marinette County, Wisconsin",8.0,43.3,22.5,8.3,10.3,3.9,88.4,55,075
"Milwaukee County, Wisconsin",9.6,30.0,21.3,6.8,17.6,9.5,85.2,55,079
"Racine County, Wisconsin",8.5,34.4,22.4,8.4,15.0,7.4,87.7,55,101
"Dunn County, Wisconsin",5.2,36.0,20.3,10.0,16.3,8.5,91.2,55,033
"Forest County, Wisconsin",9.9,41.6,24.5,7.3,8.4,4.4,86.1,55,041
"Grant County, Wisconsin",6.0,40.3,20.5,9.6,11.8,7.2,89.2,55,043
"Rusk County, Wisconsin",9.5,43.8,18.2,8.0,11.1,4.4,85.5,55,107
"Sheboygan County, Wisconsin",5.9,38.2,21.4,9.1,15.2,6.4,90.3,55,117
"Menominee County, Wisconsin",8.8,36.6,29.9,5.8,8.2,5.8,86.3,55,078
"Outagamie County, Wisconsin",4.9,35.5,20.3,10.9,18.5,7.3,92.5,55,087
"Buffalo County, Wisconsin",6.4,43.9,18.0,10.5,11.6,4.6,88.6,55,011
"Columbia County, Wisconsin",5.9,37.2,23.5,10.0,14.3,6.2,91.2,55,021
"La Crosse County, Wisconsin",4.1,30.2,21.1,13.2,18.4,10.4,93.4,55,063
"Brown County, Wisconsin",5.7,33.6,20.1,10.4,18.5,7.4,90.0,55,009
"Marathon County, Wisconsin",6.1,38.1,18.4,11.0,14.3,6.9,88.8,55,073
"Oneida County, Wisconsin",5.6,34.7,26.7,9.2,14.1,7.7,92.5,55,085
"Trempealeau County, Wisconsin",7.5,41.6,17.8,9.7,11.2,5.9,86.3,55,121
"Waukesha County, Wisconsin",3.3,25.8,21.2,8.8,26.3,13.0,95.2,55,133
"Dodge County, Wisconsin",8.9,39.9,22.8,8.9,10.8,4.4,86.9,55,027
"Vilas County, Wisconsin",6.6,34.7,25.4,7.8,15.8,7.7,91.4,55,125
"Crawford County, Wisconsin",6.7,45.5,21.0,7.3,9.8,5.7,89.3,55,023
"Manitowoc County, Wisconsin",6.2,42.3,20.9,9.3,12.5,5.1,90.2,55,071
"Sauk County, Wisconsin",7.9,38.5,21.0,8.7,13.6,6.5,88.4,55,111
"Burnett County, Wisconsin",8.8,40.2,23.8,8.3,11.2,5.1,88.6,55,013
"Chippewa County, Wisconsin",6.8,39.3,19.8,12.0,13.0,5.2,89.2,55,017
"Door County, Wisconsin",4.0,37.0,21.3,7.3,18.8,9.1,93.5,55,029
"Fond du Lac County, Wisconsin",7.4,39.4,20.8,9.8,12.6,6.0,88.6,55,039
"Jackson County, Wisconsin",9.4,41.3,19.4,8.6,10.2,5.6,85.2,55,053
"Pepin County, Wisconsin",6.1,43.1,19.5,9.8,12.9,4.7,89.9,55,091
"Ozaukee County, Wisconsin",2.8,22.6,22.0,8.1,27.3,15.7,95.8,55,089
"Richland County, Wisconsin",7.5,43.5,21.1,8.4,9.4,5.7,88.1,55,103
"Rock County, Wisconsin",9.1,37.2,21.6,9.0,12.9,6.6,87.3,55,105
"Waushara County, Wisconsin",9.8,43.6,20.9,8.0,9.2,4.2,85.9,55,137
"Bayfield County, Wisconsin",4.7,32.9,22.9,10.4,16.9,9.8,92.8,55,007
"Lafayette County, Wisconsin",5.7,44.7,19.4,8.9,12.2,4.3,89.5,55,065
"Pierce County, Wisconsin",4.6,31.4,25.2,10.1,17.8,8.8,93.4,55,093
"Wood County, Wisconsin",6.6,38.8,21.5,11.2,12.0,6.4,89.8,55,141
"Calumet County, Wisconsin",4.5,38.3,17.0,10.9,18.8,7.3,92.2,55,015
"Florence County, Wisconsin",9.6,42.8,23.3,7.1,10.4,4.1,87.8,55,037
"Kenosha County, Wisconsin",8.4,33.7,21.9,9.1,16.3,7.4,88.3,55,059
"Lincoln County, Wyoming",6.6,35.5,26.4,8.9,14.9,6.0,91.7,56,023
"Johnson County, Wyoming",5.1,34.2,25.5,7.9,16.3,9.4,93.4,56,019
"Laramie County, Wyoming",5.7,27.8,27.9,12.1,15.7,8.6,92.2,56,021
"Clarke County, Mississippi",16.4,37.7,21.5,7.1,7.1,2.4,75.8,28,023
"Montgomery County, Mississippi",17.5,31.7,21.1,5.6,12.1,3.4,73.9,28,097
"Oktibbeha County, Mississippi",9.6,19.4,19.2,5.6,21.5,20.2,85.9,28,105
"Webster County, Mississippi",15.7,32.6,21.3,5.4,10.2,6.7,76.3,28,155
"Alcorn County, Mississippi",13.5,36.6,17.2,8.7,10.9,4.4,77.7,28,003
"Clay County, Mississippi",13.6,33.4,23.2,6.8,10.4,6.1,79.9,28,025
"Covington County, Mississippi",12.8,34.8,20.8,7.3,11.8,3.9,78.5,28,031
"Humphreys County, Mississippi",19.1,29.4,18.6,5.8,7.2,3.7,64.7,28,053
"Dauphin County, Pennsylvania",8.1,36.9,17.2,7.6,16.8,10.2,88.7,42,043
"Franklin County, Pennsylvania",10.5,43.0,15.4,7.2,11.9,6.9,84.3,42,055
"Union County, Pennsylvania",9.9,41.1,15.6,5.3,13.0,8.7,83.7,42,119
"Wayne County, Pennsylvania",9.1,44.0,18.2,7.6,9.8,7.5,87.2,42,127
"Bedford County, Pennsylvania",10.7,50.9,13.7,7.5,8.5,3.5,84.0,42,009
"Monroe County, Pennsylvania",8.0,37.3,19.5,9.0,15.4,7.9,89.0,42,089
"Huntingdon County, Pennsylvania",9.3,52.3,13.8,6.7,8.8,5.0,86.6,42,061
"Washington County, Pennsylvania",7.1,40.7,15.2,8.9,16.4,8.3,89.5,42,125
"Philadelphia County, Pennsylvania",13.8,35.2,16.8,5.4,13.2,9.4,80.0,42,101
"York County, Pennsylvania",8.5,41.9,16.1,7.8,14.2,7.4,87.5,42,133
"Indiana County, Pennsylvania",8.4,45.1,14.1,7.0,13.1,7.7,87.0,42,063
"Cumberland County, Pennsylvania",6.3,35.2,16.4,7.0,20.5,12.0,91.1,42,041
"Allegheny County, Pennsylvania",5.8,32.0,16.9,8.6,20.6,14.0,92.0,42,003
"Westmoreland County, Pennsylvania",5.6,40.6,17.2,9.7,16.2,8.2,91.8,42,129
"Forest County, Pennsylvania",13.6,50.6,16.8,5.5,4.1,3.7,80.7,42,053
"Blair County, Pennsylvania",7.3,48.7,15.9,8.1,12.2,5.2,90.0,42,013
"Lawrence County, Pennsylvania",8.8,45.4,15.3,7.9,13.4,5.6,87.5,42,073
"Bradford County, Pennsylvania",10.4,47.5,14.4,7.1,11.0,5.5,85.5,42,015
"Cambria County, Pennsylvania",7.9,47.8,14.3,8.7,11.2,6.1,88.1,42,021
"Chester County, Pennsylvania",4.4,23.8,14.7,6.0,29.3,18.8,92.6,42,029
"Berks County, Pennsylvania",10.4,38.8,15.9,7.0,14.7,7.4,83.8,42,011
"Mifflin County, Pennsylvania",11.8,51.2,12.1,6.3,7.2,4.1,80.9,42,087
"Mercer County, Missouri",5.6,50.2,19.8,5.5,8.9,4.8,89.2,29,129
"Wright County, Missouri",12.9,41.8,19.6,4.4,7.2,4.4,77.3,29,229
"Clay County, Missouri",5.8,28.7,24.9,7.6,20.8,9.8,91.9,29,047
"Dent County, Missouri",13.4,38.9,19.8,6.0,7.4,4.4,76.5,29,065
"Saline County, Missouri",12.4,37.9,19.7,6.0,11.2,5.4,80.1,29,195
"Worth County, Missouri",11.8,47.6,19.6,3.3,12.6,3.0,86.2,29,227
"Grundy County, Missouri",9.1,41.4,20.8,8.7,9.4,5.1,85.4,29,079
"Morgan County, Missouri",9.7,40.7,20.0,6.2,9.9,4.1,80.9,29,141
"Reynolds County, Missouri",15.6,43.4,17.9,5.8,3.9,3.0,74.1,29,179
"St. Louis County, Missouri",5.8,23.2,21.9,7.1,23.5,15.8,91.5,29,189
"Stone County, Missouri",12.6,38.8,22.3,6.5,10.0,6.2,83.8,29,209
"Barry County, Missouri",12.0,40.1,22.1,5.4,9.2,4.0,80.8,29,009
"Boone County, Missouri",5.5,22.4,18.0,6.1,26.1,19.8,92.4,29,019
"Cole County, Missouri",6.4,30.8,21.4,6.4,20.4,10.5,89.5,29,051
"Crawford County, Missouri",14.3,40.4,20.9,5.1,7.0,3.2,76.6,29,055
"Iron County, Missouri",13.6,38.9,20.8,6.1,6.4,4.3,76.4,29,093
"Livingston County, Missouri",8.8,43.7,17.9,6.0,12.9,6.2,86.7,29,117
"Moniteau County, Missouri",11.6,40.5,19.3,5.0,11.5,5.4,81.6,29,135
"Pemiscot County, Missouri",17.2,39.6,15.4,5.5,6.4,3.9,70.8,29,155
"Pettis County, Missouri",9.9,34.0,23.2,9.3,10.0,5.7,82.2,29,159
"Shannon County, Missouri",12.7,40.9,20.4,2.5,7.8,4.8,76.4,29,203
"Randolph County, Missouri",11.8,40.3,23.2,6.9,8.5,3.7,82.6,29,175
"Dunklin County, Missouri",16.9,38.5,14.9,4.2,6.3,5.0,69.0,29,069
"Franklin County, Missouri",9.7,35.3,24.5,8.4,10.4,6.3,84.9,29,071
"Howard County, Missouri",9.6,39.8,17.3,4.4,15.8,8.0,85.3,29,089
"Jackson County, Missouri",9.0,29.6,24.2,6.5,16.8,10.3,87.3,29,095
"Miller County, Missouri",10.9,43.1,22.7,4.4,9.0,4.0,83.2,29,131
"Putnam County, Missouri",9.3,44.2,18.8,7.0,8.9,6.0,85.0,29,171
"Converse County, Wyoming",5.6,38.6,26.3,8.7,13.3,4.8,91.8,56,009
"Teton County, Wyoming",0.8,18.7,20.2,3.5,36.0,16.6,95.0,56,039
"Jasper County, Texas",11.7,40.8,23.2,5.9,10.1,2.8,82.7,48,241
"Jefferson County, Texas",10.8,32.5,25.1,6.5,12.4,5.5,82.1,48,245
"Kinney County, Texas",9.8,30.8,19.9,9.1,13.2,3.0,75.9,48,271
"Oldham County, Texas",8.2,22.7,26.5,4.0,20.2,8.6,82.0,48,359
"Lamb County, Texas",13.8,34.0,20.9,5.1,9.4,3.6,73.0,48,279
"Lipscomb County, Texas",8.4,31.8,21.7,6.2,16.4,3.5,79.6,48,295
"McCulloch County, Texas",9.4,36.7,19.1,5.3,11.5,6.9,79.5,48,307
"Mason County, Texas",11.7,31.3,16.2,5.4,18.1,9.4,80.5,48,319
"Dickens County, Texas",16.8,34.3,20.8,4.3,10.5,4.2,74.0,48,125
"Lee County, Texas",8.9,35.3,24.6,6.3,9.9,3.8,79.8,48,287
"Tarrant County, Texas",8.7,24.3,24.0,6.7,20.2,8.8,84.0,48,439
"Anderson County, Texas",14.0,38.4,22.4,6.4,8.6,2.9,78.7,48,001
"Ellis County, Texas",9.8,30.2,25.2,7.3,14.4,6.4,83.5,48,139
"Jackson County, Texas",12.9,31.4,21.6,7.1,13.6,4.2,77.8,48,239
"Kerr County, Texas",6.7,28.9,25.0,6.3,18.9,9.2,88.1,48,265
"Milam County, Texas",10.9,41.4,21.0,5.0,10.4,3.9,81.6,48,331
"Comanche County, Texas",13.8,34.5,19.0,4.9,12.8,5.7,76.8,48,093
"Falls County, Texas",13.7,38.4,20.4,5.8,7.5,4.2,76.3,48,145
"Brooks County, Texas",16.7,28.3,14.2,1.9,7.3,3.2,54.8,48,047
"Austin County, Texas",9.3,33.3,23.7,6.2,13.6,5.9,82.7,48,015
"Kenedy County, Texas",24.5,30.2,21.6,4.1,11.0,4.9,71.8,48,261
"Colorado County, Texas",8.6,38.2,19.4,6.6,11.7,4.7,80.6,48,089
"San Patricio County, Texas",11.9,30.4,24.9,5.9,11.2,4.0,76.4,48,409
"Randall County, Texas",5.9,23.6,28.4,9.1,20.5,9.9,91.6,48,381
"San Saba County, Texas",6.9,34.1,27.0,5.0,14.0,3.6,83.8,48,411
"Schleicher County, Texas",12.1,36.2,19.0,7.3,13.5,2.6,78.6,48,413
"Zavala County, Texas",13.6,21.3,22.3,5.2,7.3,2.4,58.6,48,507
"Calhoun County, Texas",13.8,30.6,25.0,6.2,10.5,4.4,76.9,48,057
"Foard County, Texas",17.0,32.1,17.2,5.2,13.3,7.8,75.6,48,155
"Goliad County, Texas",5.3,34.3,24.8,9.7,12.7,3.6,85.2,48,175
"Hamilton County, Texas",10.8,33.7,22.2,4.5,16.7,5.5,82.6,48,193
"Mitchell County, Texas",15.9,32.8,29.3,5.7,6.2,2.2,76.2,48,335
"Titus County, Texas",13.2,29.7,23.3,6.0,9.6,3.8,72.4,48,449
"Lavaca County, Texas",11.6,38.8,19.7,4.6,10.8,3.7,77.5,48,285
"Terry County, Texas",15.6,32.2,15.1,5.2,12.1,2.7,67.3,48,445
"Wise County, Texas",10.5,36.5,25.7,5.4,11.1,4.5,83.2,48,497
"Matagorda County, Texas",10.3,36.3,19.3,7.2,12.5,3.2,78.6,48,321
"Pecos County, Texas",15.3,32.9,16.1,4.1,7.3,4.7,65.1,48,371
"Rockwall County, Texas",4.5,22.3,25.5,7.1,25.5,10.3,90.8,48,397
"Taylor County, Texas",8.3,28.7,25.6,7.0,16.7,7.3,85.2,48,441
"Throckmorton County, Texas",15.9,33.6,18.8,8.4,12.5,5.9,79.2,48,447
"Walker County, Texas",11.7,33.9,23.9,5.6,12.2,5.9,81.6,48,471
"Wood County, Texas",12.6,35.7,24.2,5.4,11.5,5.0,81.8,48,499
"Aransas County, Texas",7.5,33.9,24.5,5.2,15.0,8.0,86.7,48,007
"Cochran County, Texas",11.0,33.0,18.6,5.2,9.2,3.2,69.3,48,079
"Coke County, Texas",9.4,36.0,27.1,8.6,10.0,4.0,85.8,48,081
"Coryell County, Texas",8.2,34.4,28.8,10.3,10.1,4.7,88.3,48,099
"Hemphill County, Texas",8.2,29.0,31.2,4.3,13.4,4.5,82.5,48,211
"Moore County, Texas",12.5,29.4,20.9,7.0,9.5,4.3,71.1,48,341
"Potter County, Texas",13.3,27.5,26.7,6.4,10.3,4.9,75.7,48,375
"San Augustine County, Texas",16.1,39.9,17.4,3.4,7.4,4.8,72.9,48,405
"Shackelford County, Texas",6.4,33.9,25.1,3.6,16.7,6.0,85.4,48,417
"Starr County, Texas",16.4,19.6,14.1,2.9,6.8,2.8,46.3,48,427
"Upton County, Texas",11.4,32.9,22.9,1.9,12.9,3.7,74.3,48,461
"Brown County, Texas",9.8,40.1,22.8,4.9,10.6,4.5,83.0,48,049
"Hall County, Texas",12.2,34.0,20.2,5.1,11.9,2.4,73.6,48,191
"Franklin County, Texas",9.5,32.0,22.1,6.9,13.3,9.6,83.8,48,159
"Frio County, Texas",18.2,32.3,20.1,3.1,6.3,2.0,63.8,48,163
"Lampasas County, Texas",7.0,30.9,25.7,9.4,13.2,5.7,84.9,48,281
"Taney County, Missouri",10.2,35.2,25.9,4.8,14.4,5.4,85.7,29,213
"Buchanan County, Missouri",9.4,38.9,22.6,5.3,12.8,6.6,86.2,29,021
"Caldwell County, Missouri",10.1,44.1,21.4,8.0,8.5,4.3,86.2,29,025
"Cass County, Missouri",6.1,36.2,26.2,7.6,15.0,6.9,91.9,29,037
"Clinton County, Missouri",8.8,41.2,23.7,7.6,10.8,6.3,89.6,29,049
"Dallas County, Missouri",14.0,43.4,17.6,4.7,8.7,2.9,77.3,29,059
"Hickory County, Missouri",12.7,43.8,24.3,4.9,7.2,1.8,82.1,29,085
"Lincoln County, Missouri",11.3,42.3,21.9,7.2,8.6,3.9,84.0,29,113
"Monroe County, Missouri",9.8,48.1,19.1,6.1,8.0,4.0,85.4,29,137
"Newton County, Missouri",10.3,33.1,25.1,8.5,11.2,7.1,85.0,29,145
"Pike County, Missouri",12.9,43.7,18.3,4.7,8.4,3.6,78.7,29,163
"St. Charles County, Missouri",4.9,26.7,23.6,8.1,23.0,11.4,92.8,29,183
"Cape Girardeau County, Missouri",8.4,33.6,21.1,4.7,17.4,9.4,86.1,29,031
"Shelby County, Missouri",6.8,44.5,24.1,7.2,8.4,4.8,89.0,29,205
"Webster County, Missouri",12.2,40.9,21.1,6.2,8.7,5.1,82.0,29,225
"Atchison County, Missouri",7.2,39.8,21.4,5.3,15.5,6.2,88.2,29,005
"Bates County, Missouri",11.9,47.6,18.8,5.9,7.2,3.2,82.8,29,013
"Benton County, Missouri",14.1,44.8,18.4,5.4,7.6,4.7,81.0,29,015
"Carter County, Missouri",14.7,35.9,19.1,6.9,7.2,5.3,74.5,29,035
"Dade County, Missouri",10.6,45.4,22.0,7.2,6.6,2.8,84.0,29,057
"Linn County, Missouri",6.0,52.6,17.8,5.4,7.5,5.7,89.1,29,115
"Howell County, Missouri",10.4,40.4,22.5,4.8,8.2,7.5,83.4,29,091
"Johnson County, Missouri",6.6,30.9,26.5,9.2,14.7,9.7,91.1,29,101
"Laclede County, Missouri",12.3,43.2,20.8,5.2,9.1,4.2,82.6,29,105
"Maries County, Missouri",13.1,42.0,17.7,6.8,9.7,4.4,80.7,29,125
"Phelps County, Missouri",8.2,32.5,21.2,6.1,15.0,11.4,86.2,29,161
"Platte County, Missouri",4.3,24.1,24.5,7.8,24.9,12.8,94.1,29,165
"St. Francois County, Missouri",13.5,35.1,22.6,7.9,9.1,5.6,80.4,29,187
"St. Louis city, Missouri",12.6,26.4,21.7,6.0,15.9,11.9,81.9,29,510
"Andrew County, Missouri",7.6,41.8,23.3,4.8,12.4,7.4,89.7,29,003
"Butler County, Missouri",15.2,34.9,20.7,6.9,8.2,6.0,76.6,29,023
"Carroll County, Missouri",10.0,44.1,17.9,4.2,12.0,5.3,83.5,29,033
"Daviess County, Missouri",9.3,41.7,20.4,7.2,10.1,4.5,83.9,29,061
"Holt County, Missouri",6.7,49.0,21.7,3.4,10.9,4.5,89.6,29,087
"Marion County, Missouri",12.4,39.0,20.7,5.6,10.5,7.6,83.3,29,127
"Osage County, Missouri",5.9,47.3,15.9,10.4,9.3,4.1,87.1,29,151
"Ripley County, Missouri",16.5,40.7,16.8,4.7,6.7,3.2,72.1,29,181
"Warren County, Missouri",10.9,38.1,22.5,7.7,10.1,5.8,84.2,29,219
"Washington County, Missouri",17.4,40.8,17.4,4.7,4.5,3.0,70.4,29,221
"Christian County, Missouri",6.5,30.9,27.7,6.9,18.8,7.5,91.9,29,043
"DeKalb County, Missouri",12.1,45.5,20.6,6.1,7.6,3.7,83.6,29,063
"Harrison County, Missouri",12.3,48.1,21.4,5.6,6.3,1.8,83.3,29,081
"Lafayette County, Missouri",8.1,41.0,23.4,6.6,11.8,4.6,87.4,29,107
"Adair County, Missouri",7.7,36.3,18.6,5.4,14.9,12.2,87.3,29,001
"Scotland County, Missouri",6.3,40.1,15.2,4.8,13.6,4.5,78.2,29,199
"Sullivan County, Missouri",10.0,44.7,20.3,5.5,7.5,3.3,81.3,29,211
"Clark County, Missouri",9.4,44.4,21.4,7.2,9.8,3.0,85.8,29,045
"Jasper County, Missouri",11.6,33.1,23.3,6.6,13.4,5.9,82.3,29,097
"Lewis County, Missouri",9.4,45.5,22.7,4.3,9.5,3.3,85.4,29,111
"McDonald County, Missouri",15.1,36.9,25.4,4.5,7.4,2.3,76.5,29,119
"Perry County, Missouri",9.5,45.9,15.6,6.7,9.5,3.5,81.2,29,157
"Polk County, Missouri",12.3,39.5,19.9,5.6,10.5,6.7,82.2,29,167
"Ray County, Missouri",9.3,43.6,22.0,6.8,8.8,5.4,86.6,29,177
"Hill County, Montana",4.9,28.9,29.7,11.0,14.2,7.6,91.3,30,041
"Chouteau County, Montana",6.9,34.9,23.7,8.3,18.1,4.6,89.6,30,015
"Lincoln County, Montana",9.6,37.0,23.8,8.9,12.1,5.0,86.8,30,053
"Park County, Montana",6.7,32.8,22.1,6.5,21.4,7.9,90.8,30,067
"Treasure County, Montana",8.4,35.1,21.7,5.8,19.2,6.3,88.1,30,103
"Blaine County, Montana",8.6,30.6,29.3,9.5,15.2,2.4,86.9,30,005
"Orleans County, Vermont",8.9,41.2,16.9,7.2,12.5,7.2,84.9,50,019
"Grand Isle County, Vermont",4.5,35.2,19.9,8.7,17.6,11.3,92.8,50,013
"Chittenden County, Vermont",4.3,22.4,16.1,9.3,28.6,17.1,93.5,50,007
"Lamoille County, Vermont",5.5,31.9,17.0,8.2,23.6,11.0,91.7,50,015
"Franklin County, Vermont",7.0,40.0,17.0,10.2,13.3,7.8,88.3,50,011
"Caledonia County, Vermont",6.9,34.6,17.5,8.3,16.6,11.6,88.7,50,005
