County,Unemployment Rate Percentage,State ID,County ID
"Cheyenne County, Nebraska",2.6,31,033
"Dawson County, Nebraska",5.8,31,047
"Garfield County, Nebraska",4.9,31,071
"McPherson County, Nebraska",1.5,31,117
"Nance County, Nebraska",3.5,31,125
"Stanton County, Nebraska",2.6,31,167
"Valley County, Nebraska",1.2,31,175
"Churchill County, Nevada",12.9,32,001
"Douglas County, Nevada",9.5,32,005
"Pershing County, Nevada",11.5,32,027
"Eureka County, Nevada",4.0,32,011
"Humboldt County, Nevada",10.0,32,013
"White Pine County, Nevada",10.6,32,033
"Elko County, Nevada",5.3,32,007
"Nye County, Nevada",15.3,32,023
"Storey County, Nevada",13.0,32,029
"Clark County, Nevada",12.1,32,003
"Lyon County, Nevada",15.6,32,019
"Cheshire County, New Hampshire",7.9,33,005
"Grafton County, New Hampshire",5.3,33,009
"Rockingham County, New Hampshire",6.2,33,015
"Sullivan County, New Hampshire",6.7,33,019
"Hillsborough County, New Hampshire",6.7,33,011
"Coos County, New Hampshire",7.4,33,007
"Carroll County, New Hampshire",6.3,33,003
"Mercer County, New Jersey",10.4,34,021
"Cumberland County, New Jersey",13.3,34,011
"Somerset County, New Jersey",6.5,34,035
"Clay County, Nebraska",3.7,31,035
"Custer County, Nebraska",2.1,31,041
"Franklin County, Nebraska",3.9,31,061
"Hamilton County, Nebraska",2.8,31,081
"Jefferson County, Nebraska",6.2,31,095
"Keith County, Nebraska",3.5,31,101
"Loup County, Nebraska",0.0,31,115
"Perkins County, Nebraska",1.6,31,135
"Saunders County, Nebraska",3.6,31,155
"Scotts Bluff County, Nebraska",5.9,31,157
"Keya Paha County, Nebraska",0.2,31,103
"Kimball County, Nebraska",6.1,31,105
"Lincoln County, Nebraska",4.7,31,111
"Pierce County, Nebraska",4.7,31,139
"Sioux County, Nebraska",1.6,31,165
"Burt County, Nebraska",2.4,31,021
"Cass County, Nebraska",4.4,31,025
"Cuming County, Nebraska",2.7,31,039
"Dixon County, Nebraska",5.2,31,051
"Dundy County, Nebraska",4.2,31,057
"Grant County, Nebraska",3.6,31,075
"Greeley County, Nebraska",2.8,31,077
"Hall County, Nebraska",6.4,31,079
"Hayes County, Nebraska",2.0,31,085
"Otoe County, Nebraska",5.2,31,131
"Red Willow County, Nebraska",5.7,31,145
"Cedar County, Nebraska",2.5,31,027
"Dawes County, Nebraska",3.1,31,045
"Johnson County, Nebraska",3.9,31,097
"Clay County, South Dakota",7.8,46,027
"Day County, South Dakota",4.9,46,037
"Douglas County, South Dakota",1.0,46,043
"Hughes County, South Dakota",2.5,46,065
"McPherson County, South Dakota",5.4,46,089
"Sanborn County, South Dakota",3.7,46,111
"Sully County, South Dakota",2.5,46,119
"Hand County, South Dakota",2.9,46,059
"Lake County, South Dakota",4.0,46,079
"Yankton County, South Dakota",3.2,46,135
"Codington County, South Dakota",3.7,46,029
"Butte County, South Dakota",3.6,46,019
"Corson County, South Dakota",27.9,46,031
"Edmunds County, South Dakota",1.4,46,045
"Campbell County, South Dakota",1.4,46,021
"Bennett County, South Dakota",15.4,46,007
"Stanley County, South Dakota",2.1,46,117
"Jones County, South Dakota",2.4,46,075
"Potter County, South Dakota",0.6,46,107
"Turner County, South Dakota",2.2,46,125
"Charles Mix County, South Dakota",6.6,46,023
"Hanson County, South Dakota",1.8,46,061
"Marshall County, South Dakota",1.7,46,091
"Mellette County, South Dakota",13.0,46,095
"Perkins County, South Dakota",3.5,46,105
"Pennington County, South Dakota",5.3,46,103
"Union County, South Dakota",3.3,46,127
"Coffee County, Tennessee",10.9,47,031
"Fayette County, Tennessee",9.8,47,047
"Hancock County, Tennessee",15.7,47,067
"Hawkins County, Tennessee",10.1,47,073
"Johnson County, Tennessee",10.2,47,091
"Lincoln County, Tennessee",8.1,47,103
"Ocean County, New Jersey",10.0,34,029
"Macon County, Tennessee",9.9,47,111
"Moore County, Tennessee",10.8,47,127
"Robertson County, Tennessee",9.1,47,147
"Franklin County, Tennessee",11.3,47,051
"Blount County, Tennessee",9.0,47,009
"Cheatham County, Tennessee",8.3,47,021
"Carter County, Tennessee",9.2,47,019
"Grainger County, Tennessee",11.7,47,057
"Giles County, Tennessee",11.0,47,055
"Lauderdale County, Tennessee",14.6,47,097
"Lawrence County, Tennessee",11.4,47,099
"Madison County, Tennessee",10.3,47,113
"Marion County, Tennessee",8.1,47,115
"Overton County, Tennessee",10.0,47,133
"Pickett County, Tennessee",4.1,47,137
"Wayne County, Tennessee",14.7,47,181
"Williamson County, Tennessee",4.9,47,187
"Bedford County, Tennessee",8.5,47,003
"Greene County, Tennessee",10.1,47,059
"Cumberland County, Tennessee",9.8,47,035
"Van Buren County, Tennessee",9.3,47,175
"Claiborne County, Tennessee",9.7,47,025
"Hickman County, Tennessee",10.1,47,081
"Humphreys County, Tennessee",11.1,47,085
"Sevier County, Tennessee",9.0,47,155
"Stewart County, Tennessee",13.0,47,161
"Chester County, Tennessee",15.3,47,023
"Decatur County, Tennessee",10.7,47,039
"Jackson County, Tennessee",15.2,47,087
"McNairy County, Tennessee",14.2,47,109
"Roane County, Tennessee",10.3,47,145
"Bradley County, Tennessee",11.2,47,011
"Hamblen County, Tennessee",11.5,47,063
"Union County, Tennessee",10.2,47,173
"Hardin County, Tennessee",16.5,47,071
"Dickson County, Tennessee",8.4,47,043
"Morgan County, Tennessee",9.3,47,129
"Monroe County, Tennessee",13.7,47,123
"Henry County, Tennessee",12.7,47,079
"Crockett County, Tennessee",7.2,47,033
"Lake County, Tennessee",13.9,47,095
"Knox County, Tennessee",6.9,47,093
"McMinn County, Tennessee",10.1,47,107
"Marshall County, Tennessee",10.9,47,117
"Rhea County, Tennessee",12.2,47,143
"Scott County, Tennessee",14.4,47,151
"Anderson County, Tennessee",8.4,47,001
"Fentress County, Tennessee",10.3,47,049
"Gibson County, Tennessee",11.3,47,053
"Hardeman County, Tennessee",20.0,47,069
"Loudon County, Tennessee",10.6,47,105
"Rutherford County, Tennessee",8.2,47,149
"Smith County, Tennessee",7.5,47,159
"Wilson County, Tennessee",7.3,47,189
"Unicoi County, Tennessee",11.4,47,171
"Lincoln County, New Mexico",8.4,35,027
"Chaves County, New Mexico",7.4,35,005
"Lea County, New Mexico",6.3,35,025
"Santa Fe County, New Mexico",9.0,35,049
"Putnam County, Tennessee",9.8,47,141
"Union County, New Mexico",4.1,35,059
"Sierra County, New Mexico",6.4,35,051
"Socorro County, New Mexico",7.6,35,053
"Roosevelt County, New Mexico",9.5,35,041
"Doña Ana County, New Mexico",12.2,35,013
"Los Alamos County, New Mexico",3.7,35,028
"Rio Arriba County, New Mexico",13.4,35,039
"San Miguel County, New Mexico",5.7,35,047
"Valencia County, New Mexico",12.9,35,061
"Torrance County, New Mexico",14.8,35,057
"Bernalillo County, New Mexico",8.7,35,001
"Otero County, New Mexico",13.3,35,035
"Cibola County, New Mexico",15.8,35,006
"De Baca County, New Mexico",8.0,35,011
"Guadalupe County, New Mexico",2.5,35,019
"Catron County, New Mexico",13.3,35,003
"Bronx County, New York",15.0,36,005
"Onondaga County, New York",7.8,36,067
"Clinton County, New York",7.3,36,019
"Seneca County, New York",6.3,36,099
"Putnam County, New York",7.8,36,079
"Herkimer County, New York",9.3,36,043
"Ontario County, New York",6.6,36,069
"Hamilton County, New York",7.4,36,041
"Chautauqua County, New York",8.5,36,013
"Kings County, New York",10.6,36,047
"Tioga County, New York",7.6,36,107
"Orleans County, New York",10.5,36,073
"Saratoga County, New York",6.3,36,091
"Columbia County, New York",7.9,36,021
"Lewis County, New York",9.2,36,049
"Westchester County, New York",8.1,36,119
"Delaware County, New York",10.1,36,025
"Montgomery County, New York",10.4,36,057
"Richmond County, New York",7.6,36,085
"St. Lawrence County, New York",10.8,36,089
"Tompkins County, New York",5.8,36,109
"Warren County, New York",6.8,36,113
"Cortland County, New York",7.0,36,023
"Dutchess County, New York",9.3,36,027
"Monroe County, New York",8.1,36,055
"Oneida County, New York",8.0,36,065
"Ulster County, New York",10.2,36,111
"Chemung County, New York",6.1,36,015
"Livingston County, New York",6.0,36,051
"Otsego County, New York",7.7,36,077
"Greene County, New York",10.0,36,039
"Albany County, New York",6.8,36,001
"Allegany County, New York",9.7,36,003
"Cattaraugus County, New York",8.9,36,009
"Madison County, New York",5.3,36,053
"Schenectady County, New York",8.4,36,093
"Genesee County, New York",7.6,36,037
"Yates County, New York",7.0,36,123
"Greene County, North Carolina",11.9,37,079
"Steuben County, New York",8.6,36,101
"Mitchell County, North Carolina",10.8,37,121
"Chowan County, North Carolina",12.6,37,041
"Alleghany County, North Carolina",13.2,37,005
"Caldwell County, North Carolina",13.6,37,027
"Catawba County, North Carolina",9.2,37,035
"Cleveland County, North Carolina",13.5,37,045
"Craven County, North Carolina",12.9,37,049
"Edgecombe County, North Carolina",16.9,37,065
"Granville County, North Carolina",10.0,37,077
"Harnett County, North Carolina",12.3,37,085
"Hoke County, North Carolina",13.5,37,093
"Henderson County, North Carolina",8.3,37,089
"Hyde County, North Carolina",12.8,37,095
"Iredell County, North Carolina",11.1,37,097
"Mecklenburg County, North Carolina",10.1,37,119
"Northampton County, North Carolina",17.3,37,131
"Pitt County, North Carolina",12.1,37,147
"Rowan County, North Carolina",12.3,37,159
"Vance County, North Carolina",11.7,37,181
"Cherokee County, North Carolina",9.8,37,039
"Currituck County, North Carolina",7.6,37,053
"Union County, North Carolina",9.2,37,179
"Wilkes County, North Carolina",14.5,37,193
"Nash County, North Carolina",12.8,37,127
"Alexander County, North Carolina",10.5,37,003
"Middlesex County, New Jersey",8.4,34,023
"Salem County, New Jersey",12.4,34,033
"Cape May County, New Jersey",10.2,34,009
"Camden County, New Jersey",11.4,34,007
"Union County, New Jersey",10.7,34,039
"Hudson County, New Jersey",10.3,34,017
"Hunterdon County, New Jersey",7.0,34,019
"Morris County, New Jersey",7.0,34,027
"Hidalgo County, New Mexico",12.8,35,023
"McKinley County, New Mexico",13.9,35,031
"Sandoval County, New Mexico",9.2,35,043
"Grant County, New Mexico",9.3,35,017
"Curry County, New Mexico",8.8,35,009
"Eddy County, New Mexico",7.2,35,015
"Mora County, New Mexico",3.8,35,033
"San Juan County, New Mexico",9.0,35,045
"Shelby County, Missouri",7.1,29,205
"Webster County, Missouri",8.0,29,225
"Atchison County, Missouri",4.9,29,005
"Bates County, Missouri",8.9,29,013
"Benton County, Missouri",8.4,29,015
"Carter County, Missouri",10.5,29,035
"Dade County, Missouri",7.1,29,057
"Linn County, Missouri",5.7,29,115
"Howell County, Missouri",8.2,29,091
"Johnson County, Missouri",8.6,29,101
"Laclede County, Missouri",9.5,29,105
"Maries County, Missouri",10.6,29,125
"Phelps County, Missouri",8.1,29,161
"Platte County, Missouri",6.0,29,165
"St. Francois County, Missouri",9.6,29,187
"St. Louis city, Missouri",14.1,29,510
"Atlantic County, New Jersey",12.8,34,001
"Andrew County, Missouri",7.2,29,003
"Butler County, Missouri",8.7,29,023
"Carroll County, Missouri",8.7,29,033
"Daviess County, Missouri",6.1,29,061
"Holt County, Missouri",5.4,29,087
"Marion County, Missouri",6.9,29,127
"Osage County, Missouri",3.2,29,151
"Ripley County, Missouri",12.6,29,181
"Warren County, Missouri",10.4,29,219
"Washington County, Missouri",14.9,29,221
"Christian County, Missouri",6.9,29,043
"DeKalb County, Missouri",6.6,29,063
"Harrison County, Missouri",6.7,29,081
"Lafayette County, Missouri",8.0,29,107
"Adair County, Missouri",6.4,29,001
"Scotland County, Missouri",3.5,29,199
"Sullivan County, Missouri",6.1,29,211
"Clark County, Missouri",4.6,29,045
"Jasper County, Missouri",7.6,29,097
"Lewis County, Missouri",6.9,29,111
"McDonald County, Missouri",8.9,29,119
"Perry County, Missouri",4.1,29,157
"Polk County, Missouri",10.3,29,167
"Ray County, Missouri",9.0,29,177
"Hill County, Montana",4.4,30,041
"Chouteau County, Montana",4.0,30,015
"Treasure County, Montana",0.9,30,103
"Blaine County, Montana",11.0,30,005
"Sweet Grass County, Montana",3.1,30,097
"Teton County, Montana",5.7,30,099
"Prairie County, Montana",7.8,30,079
"Glacier County, Montana",16.0,30,035
"Fallon County, Montana",3.4,30,025
"Golden Valley County, Montana",3.7,30,037
"Silver Bow County, Montana",7.2,30,093
"Stillwater County, Montana",4.2,30,095
"Jefferson County, Montana",6.3,30,043
"Granite County, Montana",8.8,30,039
"Wheatland County, Montana",4.5,30,107
"Madison County, Montana",5.1,30,057
"Sheridan County, Montana",3.0,30,091
"Carter County, Montana",1.2,30,011
"Big Horn County, Montana",20.6,30,003
"Lake County, Montana",11.1,30,047
"Lewis and Clark County, Montana",5.6,30,049
"Curry County, Oregon",13.6,41,015
"Gilliam County, Oregon",10.2,41,021
"Hood River County, Oregon",5.6,41,027
"Lake County, Oregon",11.0,41,037
"Multnomah County, Oregon",9.8,41,051
"Pike County, Pennsylvania",13.1,42,103
"Snyder County, Pennsylvania",5.6,42,109
"Susquehanna County, Pennsylvania",8.0,42,115
"Crawford County, Pennsylvania",8.1,42,039
"Erie County, Pennsylvania",8.5,42,049
"Fulton County, Pennsylvania",9.0,42,057
"Juniata County, Pennsylvania",7.3,42,067
"Schuylkill County, Pennsylvania",9.1,42,107
"Wyoming County, Pennsylvania",7.8,42,131
"Adams County, Pennsylvania",6.0,42,001
"Armstrong County, Pennsylvania",8.0,42,005
"Clinton County, Pennsylvania",6.9,42,035
"Carbon County, Pennsylvania",9.4,42,025
"Centre County, Pennsylvania",5.3,42,027
"Northumberland County, Pennsylvania",8.3,42,097
"Northampton County, Pennsylvania",8.2,42,095
"Venango County, Pennsylvania",7.3,42,121
"Lincoln County, Montana",13.2,30,053
"Park County, Montana",7.3,30,067
"Beaver County, Pennsylvania",7.2,42,007
"Lackawanna County, Pennsylvania",7.6,42,069
"McKean County, Pennsylvania",10.1,42,083
"Fayette County, Pennsylvania",9.5,42,051
"Montgomery County, Pennsylvania",6.8,42,091
"Clearfield County, Pennsylvania",8.7,42,033
"Lebanon County, Pennsylvania",7.8,42,075
"Lycoming County, Pennsylvania",8.5,42,081
"Montour County, Pennsylvania",7.4,42,093
"Warren County, Pennsylvania",7.0,42,123
"Butler County, Pennsylvania",6.5,42,019
"Elk County, Pennsylvania",5.6,42,047
"Lancaster County, Pennsylvania",6.7,42,071
"Mercer County, Pennsylvania",7.8,42,085
"Potter County, Pennsylvania",6.9,42,105
"Providence County, Rhode Island",10.6,44,007
"Bristol County, Rhode Island",8.2,44,001
"Aiken County, South Carolina",10.3,45,003
"Allendale County, South Carolina",20.7,45,005
"Edgefield County, South Carolina",10.7,45,037
"Chester County, South Carolina",15.8,45,023
"Colleton County, South Carolina",14.0,45,029
"Marion County, South Carolina",16.6,45,067
"Lexington County, South Carolina",8.6,45,063
"Oconee County, South Carolina",12.0,45,073
"Berkeley County, South Carolina",11.2,45,015
"Charleston County, South Carolina",8.9,45,019
"Georgetown County, South Carolina",12.1,45,043
"Marlboro County, South Carolina",15.0,45,069
"Anderson County, South Carolina",10.2,45,007
"Chesterfield County, South Carolina",11.1,45,025
"Greenwood County, South Carolina",13.5,45,047
"Horry County, South Carolina",10.0,45,051
"Kershaw County, South Carolina",11.4,45,055
"Orangeburg County, South Carolina",13.3,45,075
"Spartanburg County, South Carolina",10.3,45,083
"Bamberg County, South Carolina",10.5,45,009
"Beaufort County, South Carolina",7.9,45,013
"Calhoun County, South Carolina",8.9,45,017
"Dillon County, South Carolina",14.4,45,033
"Saluda County, South Carolina",10.3,45,081
