County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Iroquois County, Illinois",7.6,42.1,22.1,7.8,10.0,4.4,(X),17,075
"Jackson County, Illinois",6.6,26.5,20.2,7.0,16.1,19.1,(X),17,077
"Jasper County, Illinois",8.1,39.5,21.9,12.0,8.2,4.5,(X),17,079
"Jefferson County, Illinois",10.6,36.1,23.4,9.3,8.8,5.5,(X),17,081
"Jersey County, Illinois",8.3,38.1,22.9,9.1,9.9,6.3,(X),17,083
"Jo Daviess County, Illinois",6.0,40.0,20.5,7.4,13.2,8.1,(X),17,085
"Johnson County, Illinois",15.1,33.5,24.1,7.1,10.4,3.7,(X),17,087
"Kane County, Illinois",8.1,25.4,19.6,7.2,20.8,10.1,(X),17,089
"Kankakee County, Illinois",9.2,35.2,23.8,8.9,10.6,6.5,(X),17,091
"Kendall County, Illinois",5.5,27.6,24.1,8.6,20.6,10.0,(X),17,093
"Knox County, Illinois",10.6,37.6,22.1,9.8,10.2,5.5,(X),17,095
"Lake County, Illinois",5.8,21.4,19.7,5.9,24.5,16.4,(X),17,097
"LaSalle County, Illinois",8.6,39.5,23.6,8.7,10.2,5.3,(X),17,099
"Lawrence County, Illinois",13.7,37.3,19.3,13.0,9.0,2.7,(X),17,101
"Lee County, Illinois",9.1,36.6,23.8,9.4,10.6,5.0,(X),17,103
"Livingston County, Illinois",10.5,43.0,20.3,7.5,9.7,4.2,(X),17,105
"Logan County, Illinois",10.5,38.8,21.7,6.9,13.0,4.9,(X),17,107
"McDonough County, Illinois",5.8,30.5,21.9,5.6,17.6,15.3,(X),17,109
"McHenry County, Illinois",5.2,28.6,24.0,7.4,21.2,10.0,(X),17,111
"McLean County, Illinois",4.8,26.8,19.7,6.5,27.6,12.3,(X),17,113
"Macon County, Illinois",9.6,36.5,23.0,7.4,13.6,6.5,(X),17,115
"Macoupin County, Illinois",9.5,38.5,24.9,7.7,9.4,5.1,(X),17,117
"Madison County, Illinois",7.5,33.4,24.3,8.3,14.7,7.9,(X),17,119
"Marion County, Illinois",10.5,35.9,23.0,10.2,8.6,4.9,(X),17,121
"Marshall County, Illinois",6.1,40.8,24.6,8.9,12.3,3.9,(X),17,123
"Mason County, Illinois",10.9,38.4,22.0,7.2,10.3,6.1,(X),17,125
"Massac County, Illinois",11.3,34.1,25.4,10.4,9.5,3.8,(X),17,127
"Menard County, Illinois",5.4,39.2,20.4,6.4,15.7,9.5,(X),17,129
"Mercer County, Illinois",8.5,42.3,23.1,10.2,9.4,3.6,(X),17,131
"Monroe County, Illinois",5.4,32.1,23.0,10.6,16.4,8.0,(X),17,133
"Montgomery County, Illinois",11.0,41.6,21.3,7.6,9.2,3.8,(X),17,135
"Morgan County, Illinois",9.2,38.2,20.0,6.3,13.1,8.2,(X),17,137
"Moultrie County, Illinois",6.6,40.1,19.0,9.6,8.8,4.3,(X),17,139
"Ogle County, Illinois",8.7,37.8,23.1,8.3,11.9,5.6,(X),17,141
"Peoria County, Illinois",7.5,29.8,22.6,8.4,18.0,9.8,(X),17,143
"Perry County, Illinois",12.8,38.0,21.8,9.0,8.0,4.1,(X),17,145
"Piatt County, Illinois",6.5,37.1,21.3,9.1,14.3,7.3,(X),17,147
"Pike County, Illinois",10.3,44.9,19.5,8.3,10.1,3.7,(X),17,149
"Pope County, Illinois",7.1,37.2,30.3,8.7,6.2,3.0,(X),17,151
"Pulaski County, Illinois",13.2,35.8,21.0,9.6,6.9,3.2,(X),17,153
"Putnam County, Illinois",9.2,38.0,26.0,10.9,8.7,4.6,(X),17,155
"Randolph County, Illinois",13.4,40.5,19.4,7.2,8.5,3.4,(X),17,157
"Richland County, Illinois",6.8,36.5,21.1,13.4,11.9,5.5,(X),17,159
"Rock Island County, Illinois",8.8,32.9,24.1,8.8,14.1,7.0,(X),17,161
"St. Clair County, Illinois",9.1,29.1,24.8,9.5,14.8,8.4,(X),17,163
"Saline County, Illinois",10.2,30.7,25.7,10.6,10.5,4.2,(X),17,165
"Sangamon County, Illinois",6.4,30.0,22.2,8.0,18.8,11.1,(X),17,167
"Schuyler County, Illinois",6.6,44.4,21.8,5.9,11.2,5.2,(X),17,169
"Scott County, Illinois",7.3,42.7,21.1,6.6,14.7,3.6,(X),17,171
"Shelby County, Illinois",7.4,42.9,20.8,9.5,10.0,5.1,(X),17,173
"Stark County, Illinois",8.1,40.7,26.0,8.5,10.5,3.3,(X),17,175
"Stephenson County, Illinois",8.5,36.0,24.9,9.8,11.1,6.3,(X),17,177
"Tazewell County, Illinois",6.7,33.2,24.9,9.5,16.2,6.0,(X),17,179
"Union County, Illinois",9.8,29.7,20.6,8.3,11.8,6.2,(X),17,181
"Vermilion County, Illinois",10.5,40.7,22.4,8.7,9.0,4.2,(X),17,183
"Wabash County, Illinois",10.3,30.7,21.9,18.0,10.3,3.6,(X),17,185
"Warren County, Illinois",9.9,36.7,22.9,7.4,13.0,6.4,(X),17,187
"Washington County, Illinois",6.6,34.4,22.7,11.3,11.0,5.5,(X),17,189
"Wayne County, Illinois",9.6,36.1,21.7,15.2,7.3,3.5,(X),17,191
"White County, Illinois",8.6,35.4,22.3,13.1,9.8,4.9,(X),17,193
"Whiteside County, Illinois",8.8,38.0,22.2,9.3,10.3,4.7,(X),17,195
"Will County, Illinois",6.4,29.3,22.7,7.9,19.0,10.0,(X),17,197
"Williamson County, Illinois",8.1,32.9,24.3,9.7,13.9,6.7,(X),17,199
"Winnebago County, Illinois",10.7,34.2,21.5,7.6,13.6,6.8,(X),17,201
"Woodford County, Illinois",4.6,32.8,24.7,9.6,17.1,8.0,(X),17,203
"Adams County, Indiana",8.0,43.4,19.0,8.1,8.4,4.0,(X),18,001
"Allen County, Indiana",7.8,32.1,21.8,9.2,17.0,7.7,(X),18,003
"Bartholomew County, Indiana",7.6,37.0,18.2,7.5,15.1,10.7,(X),18,005
"Benton County, Indiana",8.3,47.9,20.8,6.2,8.1,5.7,(X),18,007
"Blackford County, Indiana",14.3,47.1,19.1,4.7,7.6,4.6,(X),18,009
"Boone County, Indiana",5.4,30.9,18.9,7.9,20.5,14.1,(X),18,011
"Brown County, Indiana",10.4,39.3,20.2,6.8,13.1,8.2,(X),18,013
"Carroll County, Indiana",8.9,48.1,19.5,6.3,9.7,3.5,(X),18,015
"Cass County, Indiana",11.7,45.0,18.2,5.1,8.5,5.1,(X),18,017
"Clark County, Indiana",11.4,36.7,22.5,7.9,11.1,5.7,(X),18,019
"Clay County, Indiana",9.8,44.3,19.8,9.5,8.6,4.6,(X),18,021
"Clinton County, Indiana",12.1,44.2,17.1,6.5,8.3,3.9,(X),18,023
"Crawford County, Indiana",14.2,50.0,13.9,6.3,5.4,4.7,(X),18,025
"Daviess County, Indiana",12.3,38.2,16.0,8.6,6.7,4.9,(X),18,027
"Dearborn County, Indiana",8.7,44.7,19.2,6.9,11.8,5.2,(X),18,029
"Decatur County, Indiana",10.4,45.4,19.3,5.3,8.7,5.8,(X),18,031
"DeKalb County, Indiana",8.6,43.7,20.2,7.6,10.6,5.7,(X),18,033
"Delaware County, Indiana",12.3,37.5,18.7,5.9,12.3,9.3,(X),18,035
"Dubois County, Indiana",9.8,42.2,13.7,8.0,12.0,8.1,(X),18,037
"Elkhart County, Indiana",13.2,36.5,19.2,5.5,11.7,5.8,(X),18,039
"Fayette County, Indiana",15.5,44.0,17.6,6.4,4.7,3.8,(X),18,041
"Floyd County, Indiana",9.0,35.7,22.2,7.6,13.5,7.8,(X),18,043
"Fountain County, Indiana",13.3,44.8,17.3,8.5,7.4,4.1,(X),18,045
"Franklin County, Indiana",10.1,43.3,15.6,8.5,11.5,6.2,(X),18,047
"Fulton County, Indiana",11.5,47.4,17.6,6.1,8.2,4.8,(X),18,049
"Gibson County, Indiana",8.7,43.6,19.4,10.7,9.5,4.7,(X),18,051
"Grant County, Indiana",12.1,42.4,17.3,7.5,9.3,6.5,(X),18,053
"Greene County, Indiana",12.9,45.0,18.1,9.5,6.0,4.9,(X),18,055
"Hamilton County, Indiana",2.9,18.7,18.1,6.5,35.2,17.4,(X),18,057
"Hancock County, Indiana",8.3,36.6,21.5,8.4,15.5,8.3,(X),18,059
"Harrison County, Indiana",8.9,45.0,22.8,6.6,9.1,4.0,(X),18,061
"Hendricks County, Indiana",5.2,32.4,21.3,9.1,20.8,9.4,(X),18,063
"Henry County, Indiana",11.6,44.2,19.0,6.5,8.6,4.5,(X),18,065
"Howard County, Indiana",10.5,37.6,22.6,6.5,10.8,8.0,(X),18,067
"Huntington County, Indiana",9.1,45.6,19.0,7.7,9.6,5.8,(X),18,069
"Jackson County, Indiana",11.5,43.8,18.5,7.1,9.0,4.6,(X),18,071
"Jasper County, Indiana",9.3,45.0,20.4,5.9,10.7,4.9,(X),18,073
"Jay County, Indiana",12.5,47.8,16.7,7.5,7.6,3.7,(X),18,075
"Jefferson County, Indiana",12.8,40.1,19.8,4.8,10.0,8.1,(X),18,077
"Jennings County, Indiana",13.1,46.8,19.8,6.4,5.3,2.3,(X),18,079
"Johnson County, Indiana",7.2,36.0,21.5,7.9,16.5,7.8,(X),18,081
"Knox County, Indiana",9.8,36.7,19.6,14.0,9.4,5.6,(X),18,083
"Kosciusko County, Indiana",9.8,40.0,19.3,5.9,12.3,6.9,(X),18,085
"LaGrange County, Indiana",13.6,32.0,13.8,4.3,6.7,3.1,(X),18,087
"Lake County, Indiana",9.7,37.4,22.4,7.1,12.2,6.2,(X),18,089
"LaPorte County, Indiana",10.7,40.2,20.8,7.8,10.9,5.7,(X),18,091
"Lawrence County, Indiana",13.1,47.0,16.7,5.5,7.6,4.6,(X),18,093
"Madison County, Indiana",10.4,42.2,20.2,6.7,10.5,5.9,(X),18,095
"Marion County, Indiana",11.2,29.8,20.1,6.4,18.1,9.6,(X),18,097
"Marshall County, Indiana",11.3,41.4,16.7,7.0,10.2,6.7,(X),18,099
"Martin County, Indiana",11.8,43.7,19.0,10.4,5.7,3.1,(X),18,101
"Miami County, Indiana",13.4,42.6,20.5,6.8,6.8,4.2,(X),18,103
"Monroe County, Indiana",6.8,25.3,19.4,5.7,20.4,19.8,(X),18,105
"Montgomery County, Indiana",10.8,43.8,17.5,5.9,11.8,6.8,(X),18,107
"Morgan County, Indiana",11.6,41.2,21.5,7.9,9.3,4.6,(X),18,109
"Newton County, Indiana",10.4,47.2,20.5,8.0,6.0,3.6,(X),18,111
"Noble County, Indiana",12.2,42.0,17.8,7.7,8.3,4.9,(X),18,113
"Ohio County, Indiana",13.3,49.0,17.4,6.1,7.0,3.9,(X),18,115
"Orange County, Indiana",14.7,46.1,15.3,4.6,6.0,5.0,(X),18,117
"Owen County, Indiana",14.1,49.6,17.2,5.9,5.7,3.1,(X),18,119
"Parke County, Indiana",13.3,41.4,20.8,6.6,7.6,3.6,(X),18,121
"Perry County, Indiana",12.3,48.1,17.9,7.4,4.7,3.9,(X),18,123
"Pike County, Indiana",12.0,46.2,16.9,10.9,7.1,2.1,(X),18,125
"Porter County, Indiana",6.2,37.2,22.3,7.7,15.6,8.5,(X),18,127
"Posey County, Indiana",9.4,40.8,19.8,8.9,10.8,6.6,(X),18,129
"Pulaski County, Indiana",11.7,48.2,16.5,6.1,8.9,4.9,(X),18,131
"Putnam County, Indiana",12.4,40.5,20.6,6.8,8.7,7.4,(X),18,133
"Randolph County, Indiana",11.3,49.3,18.1,7.4,6.0,4.0,(X),18,135
"Ripley County, Indiana",10.8,45.3,15.7,8.3,9.9,4.3,(X),18,137
"Rush County, Indiana",10.9,49.7,17.2,5.0,7.5,4.8,(X),18,139
"St. Joseph County, Indiana",10.2,32.8,20.8,6.7,15.8,9.9,(X),18,141
"Scott County, Indiana",15.7,43.7,14.8,5.6,6.0,3.4,(X),18,143
"Shelby County, Indiana",10.3,44.7,19.7,7.6,9.9,4.4,(X),18,145
"Spencer County, Indiana",8.1,43.2,18.4,9.1,9.2,7.0,(X),18,147
"Starke County, Indiana",16.4,44.4,16.6,6.0,6.0,4.7,(X),18,149
"Steuben County, Indiana",7.6,43.3,19.7,8.3,11.5,6.8,(X),18,151
"Sullivan County, Indiana",10.6,46.3,17.9,9.4,9.3,3.9,(X),18,153
"Switzerland County, Indiana",13.6,47.9,17.3,4.8,6.7,4.4,(X),18,155
"Tippecanoe County, Indiana",7.3,29.8,18.8,6.9,18.4,15.6,(X),18,157
"Tipton County, Indiana",7.6,47.1,21.6,6.4,9.3,4.8,(X),18,159
"Union County, Indiana",10.9,45.7,18.7,6.0,9.8,3.6,(X),18,161
"Vanderburgh County, Indiana",9.6,34.4,22.9,7.9,14.1,7.2,(X),18,163
"Vermillion County, Indiana",10.3,45.7,18.3,9.0,7.8,4.3,(X),18,165
"Vigo County, Indiana",11.2,34.5,21.0,7.7,12.5,9.6,(X),18,167
"Wabash County, Indiana",10.8,45.7,17.5,5.2,10.1,6.7,(X),18,169
"Warren County, Indiana",12.0,45.3,16.7,7.5,7.9,5.9,(X),18,171
"Warrick County, Indiana",7.4,33.9,21.4,9.9,16.3,8.8,(X),18,173
"Washington County, Indiana",12.3,47.6,18.2,5.6,5.1,4.6,(X),18,175
"Wayne County, Indiana",13.3,39.4,20.3,6.8,9.3,6.1,(X),18,177
"Wells County, Indiana",7.8,43.9,21.3,9.8,9.5,4.8,(X),18,179
"White County, Indiana",10.3,45.6,18.0,8.3,8.5,4.2,(X),18,181
"Whitley County, Indiana",8.1,40.5,22.9,10.0,11.2,5.3,(X),18,183
"Adair County, Iowa",5.2,46.7,21.1,11.0,10.2,3.3,(X),19,001
"Adams County, Iowa",5.5,46.4,22.7,7.1,11.5,3.8,(X),19,003
"Autauga County, Alabama",10.2,34.6,22.0,6.6,14.6,7.3,(X),01,001
"Baldwin County, Alabama",8.8,29.8,23.4,7.7,17.5,9.2,(X),01,003
"Barbour County, Alabama",19.9,36.2,14.3,7.4,7.1,5.3,(X),01,005
"Bibb County, Alabama",18.3,39.8,16.4,4.9,7.9,3.2,(X),01,007
"Blount County, Alabama",17.1,36.5,18.2,5.8,8.3,4.1,(X),01,009
"Bullock County, Alabama",17.3,38.6,19.5,2.8,6.0,3.0,(X),01,011
"Butler County, Alabama",15.2,39.0,18.0,7.2,9.6,2.8,(X),01,013
"Calhoun County, Alabama",14.6,34.0,20.5,6.4,10.4,7.1,(X),01,015
"Chambers County, Alabama",19.3,35.7,19.1,6.9,7.2,3.1,(X),01,017
"Cherokee County, Alabama",21.0,35.6,19.3,5.3,6.2,3.8,(X),01,019
"Chilton County, Alabama",16.9,38.4,19.4,5.5,6.8,4.6,(X),01,021
"Choctaw County, Alabama",14.7,40.6,13.1,6.8,6.9,3.9,(X),01,023
"Clarke County, Alabama",15.2,42.7,14.7,6.0,9.0,4.6,(X),01,025
"Clay County, Alabama",20.1,38.4,16.2,7.2,5.7,3.2,(X),01,027
"Cleburne County, Alabama",19.4,39.8,14.6,5.1,6.5,3.7,(X),01,029
"Coffee County, Alabama",12.5,28.1,21.1,8.3,13.7,7.9,(X),01,031
"Colbert County, Alabama",13.2,35.3,20.3,7.3,11.0,5.9,(X),01,033
"Conecuh County, Alabama",18.3,40.5,14.4,9.2,5.4,3.9,(X),01,035
"Coosa County, Alabama",17.5,45.2,14.2,3.4,5.6,3.6,(X),01,037
"Covington County, Alabama",15.9,35.8,18.4,8.2,8.6,4.7,(X),01,039
"Crenshaw County, Alabama",17.1,36.6,19.9,4.6,7.2,4.0,(X),01,041
"Cullman County, Alabama",16.1,34.0,19.3,8.6,8.2,5.1,(X),01,043
"Dale County, Alabama",11.1,30.7,26.5,9.5,11.3,5.3,(X),01,045
"Dallas County, Alabama",16.6,36.3,17.4,7.8,8.3,5.6,(X),01,047
"DeKalb County, Alabama",18.1,33.7,16.6,6.2,6.1,4.1,(X),01,049
"Elmore County, Alabama",11.5,36.5,22.0,5.8,12.5,6.3,(X),01,051
"Escambia County, Alabama",18.3,36.7,17.5,8.6,7.5,3.6,(X),01,053
"Etowah County, Alabama",13.3,32.8,24.3,7.9,9.7,5.7,(X),01,055
"Fayette County, Alabama",14.4,38.0,19.8,7.3,6.0,3.7,(X),01,057
"Franklin County, Alabama",18.1,33.4,16.1,7.4,6.7,4.9,(X),01,059
"Geneva County, Alabama",16.8,37.1,18.6,8.3,5.3,3.0,(X),01,061
"Greene County, Alabama",19.0,34.3,19.0,6.1,4.9,4.3,(X),01,063
"Hale County, Alabama",22.2,36.1,18.5,5.0,5.4,3.7,(X),01,065
"Henry County, Alabama",18.3,38.1,16.9,6.1,9.1,4.6,(X),01,067
"Houston County, Alabama",12.3,32.2,22.2,7.5,12.6,6.9,(X),01,069
"Jackson County, Alabama",16.1,37.9,17.9,5.9,7.4,3.9,(X),01,071
"Jefferson County, Alabama",9.8,28.7,22.7,6.6,17.6,10.5,(X),01,073
"Lamar County, Alabama",16.1,42.0,17.8,6.0,5.7,3.3,(X),01,075
"Lauderdale County, Alabama",12.9,33.5,21.0,6.2,12.9,7.4,(X),01,077
"Lawrence County, Alabama",16.5,39.2,18.4,7.1,7.4,2.9,(X),01,079
"Lee County, Alabama",10.6,26.7,19.9,7.3,17.2,13.4,(X),01,081
"Limestone County, Alabama",12.7,33.6,20.6,6.7,12.6,5.6,(X),01,083
"Lowndes County, Alabama",16.9,39.8,14.9,5.1,9.3,4.2,(X),01,085
"Macon County, Alabama",12.9,28.9,20.5,8.4,10.7,9.4,(X),01,087
"Madison County, Alabama",8.3,22.4,21.0,6.6,24.6,13.3,(X),01,089
"Marengo County, Alabama",13.0,38.9,19.8,5.5,10.9,4.8,(X),01,091
"Marion County, Alabama",19.6,33.6,19.4,8.0,5.1,3.9,(X),01,093
"Marshall County, Alabama",15.6,31.0,20.3,7.2,9.4,5.3,(X),01,095
"Mobile County, Alabama",13.1,34.5,20.8,7.1,12.9,6.8,(X),01,097
"Monroe County, Alabama",17.2,39.5,16.5,8.6,7.8,3.7,(X),01,099
"Montgomery County, Alabama",11.3,26.9,21.3,5.6,18.3,12.2,(X),01,101
"Morgan County, Alabama",11.7,31.6,23.3,6.9,13.5,6.1,(X),01,103
"Perry County, Alabama",14.3,39.3,16.7,5.4,6.1,5.5,(X),01,105
"Pickens County, Alabama",13.1,42.4,17.7,4.3,8.3,4.0,(X),01,107
"Pike County, Alabama",15.2,34.2,17.3,3.2,13.3,8.8,(X),01,109
"Randolph County, Alabama",17.9,35.3,16.7,5.9,7.3,5.8,(X),01,111
"Russell County, Alabama",15.4,34.9,22.1,6.9,7.9,4.0,(X),01,113
"St. Clair County, Alabama",14.9,37.1,21.4,5.9,9.5,5.0,(X),01,115
"Shelby County, Alabama",5.6,22.5,22.3,6.8,27.8,12.1,(X),01,117
"Sumter County, Alabama",17.3,40.6,14.9,4.9,7.5,4.6,(X),01,119
"Talladega County, Alabama",18.0,36.4,19.7,6.2,7.2,4.5,(X),01,121
"Tallapoosa County, Alabama",17.0,33.2,18.5,6.9,9.9,5.8,(X),01,123
"Tuscaloosa County, Alabama",11.0,30.5,20.5,5.9,15.6,11.3,(X),01,125
"Walker County, Alabama",15.8,35.7,21.8,8.2,5.4,4.4,(X),01,127
"Washington County, Alabama",12.0,43.3,20.0,5.1,6.6,2.5,(X),01,129
"Wilcox County, Alabama",17.9,35.4,12.5,6.3,13.9,3.1,(X),01,131
"Winston County, Alabama",19.1,33.4,17.3,6.0,6.2,5.5,(X),01,133
"Aleutians East Borough, Alaska",16.6,25.7,18.7,8.3,11.0,1.6,(X),02,013
"Aleutians West Census Area, Alaska",10.1,36.1,21.1,8.8,7.0,1.5,(X),02,016
"Anchorage Municipality, Alaska",5.2,23.8,27.7,8.0,20.9,11.4,(X),02,020
"Bethel Census Area, Alaska",8.6,41.2,20.7,2.8,9.2,5.1,(X),02,050
"Bristol Bay Borough, Alaska",2.2,26.7,40.2,8.8,12.0,2.2,(X),02,060
"Denali Borough, Alaska",2.9,30.7,32.8,8.8,19.5,5.1,(X),02,068
"Dillingham Census Area, Alaska",5.1,34.8,24.2,4.3,11.4,9.1,(X),02,070
"Fairbanks North Star Borough, Alaska",4.2,27.7,30.1,9.5,15.1,11.1,(X),02,090
"Haines Borough, Alaska",5.2,30.5,23.8,3.4,26.6,9.6,(X),02,100
"Hoonah-Angoon Census Area, Alaska",7.1,30.1,25.9,9.8,15.2,7.3,(X),02,105
"Juneau City and Borough, Alaska",2.8,25.3,28.4,6.1,23.7,12.1,(X),02,110
"Kenai Peninsula Borough, Alaska",6.3,34.7,27.1,8.0,13.6,7.8,(X),02,122
"Ketchikan Gateway Borough, Alaska",5.8,31.7,29.5,7.5,16.2,7.9,(X),02,130
"Kodiak Island Borough, Alaska",5.6,27.4,29.6,10.0,14.9,5.7,(X),02,150
"Lake and Peninsula Borough, Alaska",8.8,31.8,24.6,5.3,10.8,6.5,(X),02,164
"Matanuska-Susitna Borough, Alaska",7.0,33.0,28.9,8.8,13.7,6.3,(X),02,170
"Nome Census Area, Alaska",8.4,40.3,24.3,3.0,10.2,4.9,(X),02,180
"North Slope Borough, Alaska",11.6,37.2,21.3,2.4,9.5,9.8,(X),02,185
"Northwest Arctic Borough, Alaska",12.1,45.1,17.9,2.6,8.8,4.4,(X),02,188
"Petersburg Census Area, Alaska",2.8,36.0,24.5,10.0,16.4,8.4,(X),02,195
"Prince of Wales-Hyder Census Area, Alaska",10.7,41.2,25.8,5.3,10.0,5.4,(X),02,198
"Sitka City and Borough, Alaska",6.9,27.4,27.0,10.7,14.4,11.8,(X),02,220
"Skagway Municipality, Alaska",3.5,20.3,37.8,6.4,23.7,7.2,(X),02,230
"Southeast Fairbanks Census Area, Alaska",7.0,31.2,33.7,7.3,11.0,5.5,(X),02,240
"Valdez-Cordova Census Area, Alaska",5.4,25.1,35.0,9.1,15.4,6.6,(X),02,261
"Wade Hampton Census Area, Alaska",12.2,42.7,17.8,2.3,7.1,4.1,(X),02,270
"Wrangell City and Borough, Alaska",6.5,41.5,27.4,8.9,12.6,2.2,(X),02,275
"Yakutat City and Borough, Alaska",3.1,36.3,30.1,9.3,10.4,6.6,(X),02,282
"Yukon-Koyukuk Census Area, Alaska",11.3,38.5,23.9,3.3,7.7,5.2,(X),02,290
"Apache County, Arizona",13.0,31.5,20.4,7.9,5.9,3.9,(X),04,001
"Cochise County, Arizona",9.2,24.8,27.6,9.5,13.4,8.3,(X),04,003
"Coconino County, Arizona",7.9,23.7,25.2,7.1,17.4,12.7,(X),04,005
"Gila County, Arizona",11.2,34.0,25.8,9.2,8.9,5.6,(X),04,007
"Graham County, Arizona",12.4,32.5,26.6,8.9,8.2,5.3,(X),04,009
"Greenlee County, Arizona",8.1,35.9,32.1,6.6,9.2,3.8,(X),04,011
"La Paz County, Arizona",14.5,35.4,25.6,3.7,6.5,3.4,(X),04,012
"Maricopa County, Arizona",8.3,24.3,24.1,7.8,18.2,9.9,(X),04,013
