County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Bear Lake County, Idaho",8.3,39.1,26.7,8.2,11.7,3.8,(X),16,007
"Benewah County, Idaho",10.3,44.3,25.1,6.8,6.7,4.3,(X),16,009
"Bingham County, Idaho",8.5,33.3,27.2,8.1,12.0,4.3,(X),16,011
"Blaine County, Idaho",2.3,21.0,23.6,6.7,27.8,12.9,(X),16,013
"Boise County, Idaho",9.7,30.9,26.5,6.4,14.7,8.3,(X),16,015
"Bonner County, Idaho",7.8,34.9,25.6,9.3,13.8,6.8,(X),16,017
"Bonneville County, Idaho",6.6,27.5,27.1,9.4,17.6,8.4,(X),16,019
"Boundary County, Idaho",13.7,40.6,20.1,5.4,11.4,3.0,(X),16,021
"Butte County, Idaho",9.0,32.2,28.8,8.7,13.3,5.1,(X),16,023
"Camas County, Idaho",11.2,32.9,25.5,5.2,16.9,4.4,(X),16,025
"Canyon County, Idaho",9.8,33.1,25.8,6.7,11.8,4.1,(X),16,027
"Caribou County, Idaho",9.2,35.9,22.9,10.1,14.0,4.2,(X),16,029
"Cassia County, Idaho",9.6,27.0,29.0,7.9,11.3,4.8,(X),16,031
"Clark County, Idaho",9.0,41.5,18.1,2.3,7.6,0.0,(X),16,033
"Clearwater County, Idaho",10.8,40.8,20.4,8.2,10.1,5.3,(X),16,035
"Custer County, Idaho",4.2,39.5,22.9,5.2,20.6,4.4,(X),16,037
"Elmore County, Idaho",9.4,30.5,29.7,11.9,9.6,3.6,(X),16,039
"Franklin County, Idaho",8.2,40.3,26.2,6.6,10.6,5.6,(X),16,041
"Fremont County, Idaho",7.5,28.3,25.1,10.7,15.9,4.9,(X),16,043
"Gem County, Idaho",11.8,34.1,28.9,8.2,7.2,3.1,(X),16,045
"Gooding County, Idaho",14.0,35.8,22.2,5.7,9.4,3.5,(X),16,047
"Idaho County, Idaho",10.9,42.0,22.0,6.2,9.6,3.3,(X),16,049
"Ravalli County, Montana",6.4,33.8,26.2,7.3,16.3,7.0,(X),30,081
"Richland County, Montana",7.4,39.9,22.7,7.3,11.7,3.7,(X),30,083
"Roosevelt County, Montana",6.7,39.9,23.2,7.6,13.3,4.7,(X),30,085
"Rosebud County, Montana",6.5,39.2,24.7,8.4,12.0,4.1,(X),30,087
"Sanders County, Montana",11.0,43.1,20.6,6.2,12.4,2.8,(X),30,089
"Sheridan County, Montana",10.1,30.9,25.1,11.9,13.5,3.5,(X),30,091
"Silver Bow County, Montana",6.6,38.8,21.7,7.4,15.3,7.1,(X),30,093
"Stillwater County, Montana",6.2,39.6,23.9,7.3,15.5,5.2,(X),30,095
"Sweet Grass County, Montana",11.3,34.8,17.6,5.7,22.1,6.1,(X),30,097
"Teton County, Montana",8.1,33.4,25.3,7.8,16.4,4.0,(X),30,099
"Toole County, Montana",6.8,33.5,21.8,10.8,16.1,4.0,(X),30,101
"Treasure County, Montana",7.9,35.4,25.0,11.0,15.9,2.5,(X),30,103
"Valley County, Montana",8.9,37.9,23.2,8.1,13.4,4.0,(X),30,105
"Wheatland County, Montana",5.4,37.8,23.3,7.2,15.0,4.3,(X),30,107
"Wibaux County, Montana",10.8,35.8,14.5,10.5,17.8,2.2,(X),30,109
"Yellowstone County, Montana",6.0,31.7,24.0,7.6,20.0,7.7,(X),30,111
"Adams County, Nebraska",6.5,31.7,24.0,11.5,14.7,7.6,(X),31,001
"Antelope County, Nebraska",5.8,40.3,23.3,10.3,11.1,4.9,(X),31,003
"Arthur County, Nebraska",3.8,29.8,26.9,20.7,11.1,3.8,(X),31,005
"Banner County, Nebraska",3.0,33.9,19.6,17.5,16.0,8.6,(X),31,007
"Blaine County, Nebraska",7.8,42.6,18.9,9.2,16.2,3.6,(X),31,009
"Boone County, Nebraska",4.7,41.5,23.0,11.8,11.4,4.5,(X),31,011
"Box Butte County, Nebraska",7.0,37.1,21.9,8.0,16.9,4.7,(X),31,013
"Boyd County, Nebraska",4.0,39.5,27.3,11.3,10.4,2.4,(X),31,015
"Brown County, Nebraska",5.9,43.1,17.8,10.1,11.4,4.4,(X),31,017
"Buffalo County, Nebraska",4.3,30.4,23.1,7.4,22.4,9.8,(X),31,019
"Burt County, Nebraska",5.8,40.3,22.8,8.5,14.1,5.2,(X),31,021
"Butler County, Nebraska",5.4,40.1,22.0,12.0,12.1,4.2,(X),31,023
"Cass County, Nebraska",5.0,34.1,26.7,9.6,15.9,6.7,(X),31,025
"Cedar County, Nebraska",4.0,43.7,20.4,10.0,11.6,3.8,(X),31,027
"Chase County, Nebraska",4.9,40.1,23.0,11.7,12.5,3.1,(X),31,029
"Cherry County, Nebraska",7.2,31.0,25.9,10.1,16.9,5.4,(X),31,031
"Cheyenne County, Nebraska",4.9,30.4,26.4,10.2,18.6,7.6,(X),31,033
"Clay County, Nebraska",5.1,41.4,19.8,11.6,11.8,5.4,(X),31,035
"Colfax County, Nebraska",11.4,31.6,20.9,7.3,6.8,3.5,(X),31,037
"Cuming County, Nebraska",6.8,39.4,17.5,10.0,11.8,4.4,(X),31,039
"Custer County, Nebraska",5.5,37.9,25.1,10.3,12.0,4.9,(X),31,041
"Dakota County, Nebraska",10.0,35.3,17.6,8.1,9.2,4.5,(X),31,043
"Dawes County, Nebraska",6.2,26.3,26.1,7.8,19.7,11.2,(X),31,045
"Dawson County, Nebraska",11.0,35.3,18.5,5.9,10.8,4.1,(X),31,047
"Deuel County, Nebraska",6.0,37.0,23.5,10.9,13.1,6.6,(X),31,049
"Dixon County, Nebraska",8.2,44.4,19.8,8.0,9.3,4.7,(X),31,051
"Dodge County, Nebraska",10.3,38.8,21.5,7.0,12.8,5.3,(X),31,053
"Douglas County, Nebraska",6.3,24.7,23.3,6.9,23.3,11.4,(X),31,055
"Dundy County, Nebraska",5.6,25.0,22.9,14.8,17.6,7.8,(X),31,057
"Fillmore County, Nebraska",5.8,39.3,22.3,11.5,12.3,4.6,(X),31,059
"Franklin County, Nebraska",8.1,37.4,22.9,8.9,12.7,5.8,(X),31,061
"Frontier County, Nebraska",3.6,32.7,26.5,13.1,16.2,5.8,(X),31,063
"Furnas County, Nebraska",9.1,41.3,22.2,6.7,11.1,4.9,(X),31,065
"Gage County, Nebraska",5.8,39.7,22.4,9.4,12.4,5.0,(X),31,067
"Garden County, Nebraska",9.0,30.8,25.9,10.6,19.3,3.1,(X),31,069
"Garfield County, Nebraska",3.6,38.4,28.0,7.0,8.8,5.8,(X),31,071
"Gosper County, Nebraska",2.7,43.8,25.1,8.4,12.2,4.7,(X),31,073
"Grant County, Nebraska",1.8,49.2,24.4,6.2,12.5,5.5,(X),31,075
"Greeley County, Nebraska",4.7,45.8,20.8,10.1,10.4,2.7,(X),31,077
"Hall County, Nebraska",8.3,35.2,23.6,8.1,11.4,5.3,(X),31,079
"Hamilton County, Nebraska",3.4,38.0,27.0,9.4,16.2,4.4,(X),31,081
"Harlan County, Nebraska",7.8,39.6,21.3,10.3,13.4,4.5,(X),31,083
"Hayes County, Nebraska",6.4,31.3,24.2,14.5,16.6,2.1,(X),31,085
"Hitchcock County, Nebraska",9.1,36.1,26.5,11.1,8.7,4.4,(X),31,087
"Holt County, Nebraska",7.1,37.8,24.1,7.7,12.5,4.3,(X),31,089
"Hooker County, Nebraska",5.9,31.4,29.8,6.7,19.6,5.7,(X),31,091
"Howard County, Nebraska",5.7,41.2,27.7,9.1,8.6,3.6,(X),31,093
"Jefferson County, Nebraska",5.7,41.7,22.9,12.0,9.3,4.5,(X),31,095
"Johnson County, Nebraska",11.0,40.9,19.0,6.9,10.5,3.6,(X),31,097
"Kearney County, Nebraska",3.5,35.1,28.6,7.6,16.3,7.6,(X),31,099
"Keith County, Nebraska",8.6,34.9,22.9,7.5,13.9,5.0,(X),31,101
"Keya Paha County, Nebraska",7.9,44.1,23.8,10.3,8.9,2.0,(X),31,103
"Kimball County, Nebraska",5.0,35.0,29.6,6.2,12.3,6.7,(X),31,105
"Knox County, Nebraska",7.4,40.3,20.9,9.4,10.9,5.1,(X),31,107
"Lancaster County, Nebraska",4.7,24.3,23.3,10.3,23.5,11.5,(X),31,109
"Lincoln County, Nebraska",5.3,33.6,28.3,11.4,13.3,5.4,(X),31,111
"Logan County, Nebraska",2.2,37.9,30.3,8.2,19.2,2.2,(X),31,113
"Loup County, Nebraska",3.2,49.5,27.9,6.1,7.9,3.2,(X),31,115
"McPherson County, Nebraska",9.9,23.4,30.8,9.6,17.8,3.4,(X),31,117
"Madison County, Nebraska",7.0,31.1,23.9,12.1,12.5,5.2,(X),31,119
"Merrick County, Nebraska",6.4,40.6,26.2,8.7,10.1,5.4,(X),31,121
"Morrill County, Nebraska",10.2,34.2,23.5,7.0,14.6,5.0,(X),31,123
"Nance County, Nebraska",7.5,38.5,24.0,9.1,9.7,2.9,(X),31,125
"Nemaha County, Nebraska",5.2,36.8,21.9,6.8,16.8,6.5,(X),31,127
"Nuckolls County, Nebraska",5.5,45.7,22.5,7.8,9.4,4.4,(X),31,129
"Otoe County, Nebraska",7.3,34.4,22.8,9.4,14.5,6.4,(X),31,131
"Pawnee County, Nebraska",7.4,49.7,17.4,6.2,11.5,4.0,(X),31,133
"Perkins County, Nebraska",4.8,32.6,30.5,10.4,15.8,3.0,(X),31,135
"Phelps County, Nebraska",6.6,36.3,24.2,10.3,15.7,4.4,(X),31,137
"Pierce County, Nebraska",5.4,38.4,21.5,13.1,10.6,4.4,(X),31,139
"Platte County, Nebraska",5.9,35.7,23.3,11.6,12.9,5.6,(X),31,141
"Polk County, Nebraska",5.8,42.0,23.4,12.0,10.3,4.4,(X),31,143
"Red Willow County, Nebraska",6.1,34.6,26.4,11.6,13.9,5.0,(X),31,145
"Richardson County, Nebraska",11.1,47.2,18.6,6.6,8.9,4.9,(X),31,147
"Rock County, Nebraska",4.2,39.2,23.6,8.1,15.2,4.0,(X),31,149
"Saline County, Nebraska",6.6,38.2,18.8,11.6,10.0,5.8,(X),31,151
"Sarpy County, Nebraska",3.6,24.1,26.0,9.4,23.8,11.2,(X),31,153
"Saunders County, Nebraska",4.8,37.7,20.5,10.7,16.0,7.1,(X),31,155
"Scotts Bluff County, Nebraska",8.8,34.0,23.8,9.2,13.8,4.9,(X),31,157
"Seward County, Nebraska",3.2,31.3,22.9,12.7,18.2,8.3,(X),31,159
"Sheridan County, Nebraska",5.5,39.1,24.4,6.1,14.7,6.0,(X),31,161
"Sherman County, Nebraska",8.5,47.3,18.9,8.3,9.9,4.1,(X),31,163
"Sioux County, Nebraska",2.8,34.1,25.2,11.6,16.0,9.5,(X),31,165
"Stanton County, Nebraska",5.1,38.3,22.9,17.6,9.1,3.0,(X),31,167
"Thayer County, Nebraska",6.3,39.6,21.8,10.4,11.6,3.8,(X),31,169
"Thomas County, Nebraska",4.3,30.4,27.1,14.6,16.8,4.1,(X),31,171
"Thurston County, Nebraska",10.7,38.4,19.9,13.2,8.2,3.9,(X),31,173
"Valley County, Nebraska",3.4,43.1,21.7,7.6,13.4,3.7,(X),31,175
"Washington County, Nebraska",5.8,32.4,21.8,9.6,21.5,7.4,(X),31,177
"Wayne County, Nebraska",5.9,33.9,18.8,11.1,17.0,9.0,(X),31,179
"Webster County, Nebraska",8.8,41.9,21.2,8.6,8.5,3.6,(X),31,181
"Wheeler County, Nebraska",1.2,38.9,31.2,8.5,17.4,2.2,(X),31,183
"York County, Nebraska",5.4,36.6,23.2,11.0,13.5,5.9,(X),31,185
"Churchill County, Nevada",8.5,33.7,28.0,8.4,12.0,6.2,(X),32,001
"Clark County, Nevada",10.0,30.0,24.5,7.1,14.3,7.0,(X),32,003
"Douglas County, Nevada",7.0,25.2,30.3,9.6,16.8,8.9,(X),32,005
"Elko County, Nevada",9.6,31.9,26.7,8.4,11.0,4.7,(X),32,007
"Esmeralda County, Nevada",9.2,37.1,23.2,5.9,11.3,7.3,(X),32,009
"Eureka County, Nevada",8.7,35.3,25.4,10.1,14.2,3.4,(X),32,011
"Humboldt County, Nevada",8.6,35.4,28.3,4.5,9.6,4.1,(X),32,013
"Lander County, Nevada",15.9,35.7,20.0,3.1,8.6,1.6,(X),32,015
"Lincoln County, Nevada",10.7,32.6,29.7,6.7,10.0,6.6,(X),32,017
"Lyon County, Nevada",10.4,42.0,24.4,7.9,8.1,3.7,(X),32,019
"Mineral County, Nevada",11.4,53.5,18.1,5.5,6.9,1.7,(X),32,021
"Nye County, Nevada",13.4,40.0,24.6,6.5,6.5,2.4,(X),32,023
"Pershing County, Nevada",15.1,35.4,24.8,6.4,7.3,4.2,(X),32,027
"Storey County, Nevada",7.8,30.3,35.3,11.1,8.4,4.5,(X),32,029
"Washoe County, Nevada",8.6,25.6,26.5,7.5,17.1,9.4,(X),32,031
"White Pine County, Nevada",8.7,41.2,27.1,6.1,7.9,2.5,(X),32,033
"Carson City, Nevada",9.0,31.5,25.8,8.0,13.0,8.3,(X),32,510
"Belknap County, New Hampshire",7.4,35.1,18.8,9.3,17.3,8.5,(X),33,001
"Carroll County, New Hampshire",7.9,31.3,18.2,10.0,19.0,10.9,(X),33,003
"Cheshire County, New Hampshire",7.7,33.8,17.9,7.8,19.5,10.4,(X),33,005
"Coos County, New Hampshire",10.3,40.7,18.2,9.1,11.0,5.7,(X),33,007
"Grafton County, New Hampshire",7.0,31.4,17.4,6.6,19.2,15.3,(X),33,009
"Hillsborough County, New Hampshire",6.2,28.0,18.8,9.2,22.5,11.7,(X),33,011
"Merrimack County, New Hampshire",6.7,29.1,19.0,9.8,20.7,12.3,(X),33,013
"Rockingham County, New Hampshire",5.2,27.8,19.3,9.9,23.4,12.5,(X),33,015
"Strafford County, New Hampshire",6.8,31.5,18.5,9.9,18.6,10.9,(X),33,017
"Sullivan County, New Hampshire",6.9,40.0,15.8,8.3,16.1,8.8,(X),33,019
"Atlantic County, New Jersey",9.9,34.9,18.8,6.9,16.3,7.4,(X),34,001
"Bergen County, New Jersey",5.1,25.1,15.3,5.8,27.5,16.6,(X),34,003
"Burlington County, New Jersey",6.6,30.6,19.2,7.8,21.8,11.2,(X),34,005
"Camden County, New Jersey",9.8,32.4,18.3,6.5,17.8,9.7,(X),34,007
"Cape May County, New Jersey",8.9,35.9,17.9,6.9,18.1,9.1,(X),34,009
"Cumberland County, New Jersey",15.5,39.7,16.7,5.5,9.5,3.9,(X),34,011
"Essex County, New Jersey",10.6,29.5,15.9,5.0,18.7,12.0,(X),34,013
"Gloucester County, New Jersey",7.9,35.6,19.4,7.4,18.4,8.1,(X),34,015
"Hudson County, New Jersey",9.7,27.3,14.8,4.2,22.2,11.3,(X),34,017
"Hunterdon County, New Jersey",4.0,24.0,15.3,6.6,28.4,19.6,(X),34,019
"Mercer County, New Jersey",8.1,25.6,16.1,6.1,20.8,17.9,(X),34,021
"Middlesex County, New Jersey",6.5,28.8,15.3,6.4,22.8,14.6,(X),34,023
"Monmouth County, New Jersey",5.7,27.7,17.3,7.0,24.1,14.7,(X),34,025
"Morris County, New Jersey",4.4,23.5,15.2,6.0,29.4,18.7,(X),34,027
"Ocean County, New Jersey",8.0,37.8,19.7,6.8,16.5,7.6,(X),34,029
"Passaic County, New Jersey",9.5,35.1,15.3,5.3,16.9,7.4,(X),34,031
"Salem County, New Jersey",9.8,38.6,20.3,8.9,12.3,5.6,(X),34,033
"Somerset County, New Jersey",3.9,22.8,13.8,6.5,28.0,21.3,(X),34,035
"Sussex County, New Jersey",5.0,33.9,20.7,7.5,20.2,10.4,(X),34,037
"Union County, New Jersey",7.9,31.4,15.9,5.6,19.6,11.7,(X),34,039
"Warren County, New Jersey",8.0,34.5,18.4,7.8,19.2,8.7,(X),34,041
"Bernalillo County, New Mexico",8.1,24.5,22.9,6.9,17.6,14.0,(X),35,001
"Catron County, New Mexico",6.8,35.1,17.9,10.9,17.5,6.6,(X),35,003
"Chaves County, New Mexico",10.8,30.0,23.3,7.5,9.7,5.7,(X),35,005
"Cibola County, New Mexico",16.4,38.3,19.0,8.6,6.9,3.6,(X),35,006
"Colfax County, New Mexico",11.5,33.8,23.6,7.2,11.9,8.3,(X),35,007
"Curry County, New Mexico",12.0,28.1,27.1,7.6,10.9,7.4,(X),35,009
"De Baca County, New Mexico",12.7,29.8,23.4,3.6,15.5,5.9,(X),35,011
"Do?a Ana County, New Mexico",11.3,22.0,21.4,5.9,15.2,9.8,(X),35,013
"Eddy County, New Mexico",13.0,33.2,22.8,8.0,9.4,5.9,(X),35,015
"Grant County, New Mexico",7.7,28.8,26.1,7.4,13.7,8.8,(X),35,017
"Guadalupe County, New Mexico",12.9,41.8,18.9,8.2,4.8,3.4,(X),35,019
"Harding County, New Mexico",8.2,44.9,24.9,4.9,8.6,3.7,(X),35,021
"Hidalgo County, New Mexico",11.4,35.0,19.8,5.9,11.1,5.7,(X),35,023
"Lea County, New Mexico",15.9,30.4,22.0,7.0,8.1,4.4,(X),35,025
"Lincoln County, New Mexico",7.9,28.5,26.1,7.5,14.7,9.9,(X),35,027
"Los Alamos County, New Mexico",0.9,10.2,18.1,7.0,26.4,37.0,(X),35,028
"Luna County, New Mexico",12.2,31.2,20.7,4.0,6.1,5.0,(X),35,029
"McKinley County, New Mexico",17.1,35.1,14.7,7.8,7.0,4.2,(X),35,031
"Mora County, New Mexico",6.1,38.7,18.3,8.5,8.0,10.4,(X),35,033
"Otero County, New Mexico",9.5,29.3,27.6,10.7,9.4,6.5,(X),35,035
"Quay County, New Mexico",12.6,40.0,18.7,4.8,9.9,5.0,(X),35,037
"Rio Arriba County, New Mexico",10.8,35.9,20.6,7.2,8.9,6.8,(X),35,039
"Roosevelt County, New Mexico",13.6,29.1,19.8,6.7,12.7,7.7,(X),35,041
"Sandoval County, New Mexico",6.9,28.3,25.1,8.4,17.2,10.4,(X),35,043
"San Juan County, New Mexico",12.2,33.4,23.7,8.7,9.3,4.9,(X),35,045
"San Miguel County, New Mexico",11.1,29.7,22.3,6.1,12.9,9.1,(X),35,047
"Santa Fe County, New Mexico",7.8,22.6,18.8,5.4,20.8,17.9,(X),35,049
"Sierra County, New Mexico",8.2,37.6,22.5,6.0,11.5,6.0,(X),35,051
"Socorro County, New Mexico",10.7,32.7,19.5,5.3,11.4,10.3,(X),35,053
"Taos County, New Mexico",6.5,26.9,24.3,7.6,19.3,10.2,(X),35,055
"Torrance County, New Mexico",13.8,31.2,23.8,7.4,8.2,4.2,(X),35,057
"Union County, New Mexico",11.7,40.1,20.8,4.9,10.2,9.0,(X),35,059
"Valencia County, New Mexico",12.7,30.9,25.0,7.5,11.2,5.6,(X),35,061
"Albany County, New York",6.0,27.7,16.1,10.4,19.0,17.6,(X),36,001
"Allegany County, New York",8.3,39.7,16.4,12.5,9.5,10.0,(X),36,003
"Bronx County, New York",16.2,28.8,16.0,6.4,11.1,6.5,(X),36,005
"Broome County, New York",8.5,32.9,17.4,11.9,14.1,11.5,(X),36,007
"Cattaraugus County, New York",9.2,41.9,16.0,10.7,9.6,8.1,(X),36,009
"Cayuga County, New York",11.8,35.8,18.7,11.8,11.2,7.1,(X),36,011
"Chautauqua County, New York",10.3,37.1,17.6,11.4,11.0,8.7,(X),36,013
"Chemung County, New York",9.9,37.3,17.9,10.9,11.5,9.1,(X),36,015
"Chenango County, New York",11.5,40.1,17.0,10.9,10.1,7.1,(X),36,017
"Clinton County, New York",10.4,35.8,16.0,9.2,13.2,9.2,(X),36,019
"Columbia County, New York",9.4,32.8,15.1,11.3,15.0,12.7,(X),36,021
"Cortland County, New York",8.9,35.5,17.2,11.1,15.1,9.3,(X),36,023
"Delaware County, New York",10.0,40.0,17.5,10.3,10.5,7.7,(X),36,025
"Dutchess County, New York",7.4,30.0,17.1,10.1,18.1,13.3,(X),36,027
"Erie County, New York",8.5,30.5,18.4,10.4,16.1,12.4,(X),36,029
"Essex County, New York",8.2,34.5,17.2,10.7,15.0,10.8,(X),36,031
"Franklin County, New York",10.9,40.5,15.1,10.5,9.0,7.2,(X),36,033
"Fulton County, New York",12.3,40.3,17.1,10.2,8.9,5.7,(X),36,035
"Genesee County, New York",7.9,38.4,19.7,12.8,10.5,7.6,(X),36,037
"Greene County, New York",10.8,37.9,18.3,9.2,10.9,8.3,(X),36,039
"Hamilton County, New York",6.4,36.9,17.0,9.3,14.4,10.5,(X),36,041
"Herkimer County, New York",10.1,37.3,17.6,13.8,10.8,7.3,(X),36,043
"Jefferson County, New York",9.8,37.3,19.6,11.2,10.9,8.2,(X),36,045
"Allamakee County, Iowa",6.8,46.0,16.7,8.6,9.4,4.2,(X),19,005
"Appanoose County, Iowa",7.5,41.2,19.6,9.3,11.0,4.7,(X),19,007
"Audubon County, Iowa",8.4,40.9,19.5,10.3,9.9,4.4,(X),19,009
"Benton County, Iowa",5.2,41.1,23.0,10.8,12.1,4.4,(X),19,011
"Black Hawk County, Iowa",7.3,35.1,20.6,9.6,15.9,7.8,(X),19,013
"Boone County, Iowa",5.6,37.2,23.7,11.1,14.4,4.9,(X),19,015
"Bremer County, Iowa",4.1,35.5,20.2,10.2,19.7,7.6,(X),19,017
"Buchanan County, Iowa",5.7,40.4,19.2,10.8,13.5,4.8,(X),19,019
"Buena Vista County, Iowa",8.6,32.7,18.6,7.7,15.7,6.7,(X),19,021
"Butler County, Iowa",5.5,44.5,20.3,9.5,10.4,3.0,(X),19,023
"Calhoun County, Iowa",5.5,41.5,22.8,10.6,12.5,4.0,(X),19,025
"Carroll County, Iowa",4.1,41.3,18.0,9.5,15.9,4.2,(X),19,027
"Cass County, Iowa",6.1,45.0,23.3,8.7,10.4,3.0,(X),19,029
"Cedar County, Iowa",6.5,40.7,20.7,10.0,13.5,5.6,(X),19,031
"Cerro Gordo County, Iowa",5.5,32.5,23.4,14.5,15.9,5.7,(X),19,033
"Cherokee County, Iowa",5.7,41.1,22.4,9.0,14.2,4.4,(X),19,035
"Chickasaw County, Iowa",5.6,47.8,19.0,9.1,8.7,3.8,(X),19,037
"Clarke County, Iowa",7.0,45.3,20.8,7.1,7.6,4.6,(X),19,039
"Clay County, Iowa",5.1,37.7,24.6,10.4,14.7,3.6,(X),19,041
"Clayton County, Iowa",5.8,46.2,18.9,9.0,10.6,4.1,(X),19,043
"Clinton County, Iowa",6.8,39.2,22.2,10.6,12.4,4.7,(X),19,045
"Crawford County, Iowa",11.5,42.2,17.2,5.4,9.2,4.4,(X),19,047
"Dallas County, Iowa",3.8,26.3,19.0,10.4,27.3,9.5,(X),19,049
"Davis County, Iowa",5.8,38.0,20.4,9.1,12.0,5.2,(X),19,051
"Decatur County, Iowa",11.0,40.8,17.1,6.7,13.1,4.6,(X),19,053
"Delaware County, Iowa",5.2,47.6,18.7,8.8,11.0,3.5,(X),19,055
"Des Moines County, Iowa",7.1,36.2,25.4,10.0,12.7,5.8,(X),19,057
"Dickinson County, Iowa",4.9,33.6,21.4,10.0,19.4,8.4,(X),19,059
"Dubuque County, Iowa",6.1,38.1,18.6,7.7,16.3,8.7,(X),19,061
"Emmet County, Iowa",9.0,34.7,19.7,13.3,12.1,5.1,(X),19,063
"Fayette County, Iowa",6.9,44.7,18.7,8.9,12.4,3.7,(X),19,065
"Floyd County, Iowa",6.6,42.9,22.2,9.4,10.3,4.9,(X),19,067
"Franklin County, Iowa",8.0,35.3,24.2,10.4,11.2,2.9,(X),19,069
"Fremont County, Iowa",7.1,42.6,23.3,6.6,13.7,3.3,(X),19,071
"Greene County, Iowa",8.2,41.3,20.9,8.9,14.0,3.8,(X),19,073
"Grundy County, Iowa",4.6,35.8,22.6,11.4,16.6,4.5,(X),19,075
"Guthrie County, Iowa",6.6,40.8,22.4,8.3,14.6,4.1,(X),19,077
"Hamilton County, Iowa",6.2,38.7,24.0,11.8,13.2,3.2,(X),19,079
"Hancock County, Iowa",5.8,39.3,22.5,10.9,11.1,4.3,(X),19,081
"Hardin County, Iowa",5.9,35.2,21.3,12.9,14.4,6.3,(X),19,083
"Harrison County, Iowa",7.7,42.3,23.0,9.6,11.1,3.2,(X),19,085
"Henry County, Iowa",7.7,36.9,22.5,9.1,14.1,5.5,(X),19,087
"Howard County, Iowa",5.3,45.6,21.7,7.1,8.1,2.6,(X),19,089
"Humboldt County, Iowa",7.0,40.9,20.6,11.2,11.5,4.3,(X),19,091
"Ida County, Iowa",6.0,42.7,23.6,5.7,13.0,4.9,(X),19,093
"Iowa County, Iowa",4.7,41.5,20.6,10.4,15.0,3.8,(X),19,095
"Jackson County, Iowa",6.6,45.6,19.4,7.6,9.9,4.1,(X),19,097
"Jasper County, Iowa",6.4,42.2,22.6,7.3,12.3,4.9,(X),19,099
"Jefferson County, Iowa",5.8,33.6,18.0,8.8,19.9,11.4,(X),19,101
"Johnson County, Iowa",2.6,18.7,17.0,8.6,27.4,23.4,(X),19,103
"Jones County, Iowa",7.5,45.9,18.3,9.3,11.4,3.7,(X),19,105
"Keokuk County, Iowa",7.4,45.2,20.5,9.3,9.8,3.1,(X),19,107
"Kossuth County, Iowa",6.1,42.6,20.6,10.1,11.7,4.7,(X),19,109
"Lee County, Iowa",10.3,40.2,21.3,8.6,10.6,4.5,(X),19,111
"Linn County, Iowa",5.3,29.3,23.4,11.0,21.1,8.1,(X),19,113
"Louisa County, Iowa",11.5,40.5,17.3,9.7,10.0,2.5,(X),19,115
"Lucas County, Iowa",9.7,45.7,21.7,6.7,8.3,2.2,(X),19,117
"Lyon County, Iowa",6.5,39.1,20.4,9.6,11.6,3.9,(X),19,119
"Madison County, Iowa",4.3,44.8,21.6,10.7,12.3,4.4,(X),19,121
"Mahaska County, Iowa",6.9,43.0,18.6,9.4,12.7,4.4,(X),19,123
"Marion County, Iowa",5.8,40.0,18.7,7.7,16.0,7.4,(X),19,125
"Marshall County, Iowa",6.7,36.2,21.2,10.5,12.3,5.8,(X),19,127
"Mills County, Iowa",5.2,30.2,22.2,10.3,15.9,5.0,(X),19,129
"Mitchell County, Iowa",4.9,41.3,19.6,10.7,12.9,4.2,(X),19,131
"Monona County, Iowa",8.3,40.5,23.6,9.1,11.6,3.0,(X),19,133
"Monroe County, Iowa",8.2,42.2,20.8,10.0,10.7,3.4,(X),19,135
"Montgomery County, Iowa",5.5,41.5,21.1,8.0,13.9,3.9,(X),19,137
"Muscatine County, Iowa",8.1,33.0,20.5,10.6,14.6,6.2,(X),19,139
"O'Brien County, Iowa",5.8,39.4,21.5,9.5,13.2,4.5,(X),19,141
"Osceola County, Iowa",6.4,44.9,19.9,6.2,11.6,3.7,(X),19,143
"Page County, Iowa",8.7,40.3,22.3,7.3,13.1,4.5,(X),19,145
"Palo Alto County, Iowa",7.1,36.3,23.9,11.3,11.8,3.6,(X),19,147
"Plymouth County, Iowa",4.6,39.0,23.0,8.7,14.4,6.0,(X),19,149
"Pocahontas County, Iowa",6.2,39.5,22.8,11.4,12.8,4.0,(X),19,151
"Polk County, Iowa",6.1,27.3,21.2,9.0,24.0,9.4,(X),19,153
"Pottawattamie County, Iowa",7.7,38.5,23.3,9.1,12.5,5.2,(X),19,155
"Poweshiek County, Iowa",4.9,43.2,19.0,8.7,11.8,9.6,(X),19,157
"Ringgold County, Iowa",6.6,41.8,17.2,11.4,14.1,6.0,(X),19,159
"Sac County, Iowa",7.9,44.8,17.6,9.1,12.1,4.5,(X),19,161
"Scott County, Iowa",6.9,29.5,22.0,9.1,19.8,9.8,(X),19,163
"Shelby County, Iowa",4.6,44.9,19.6,8.8,12.4,4.2,(X),19,165
"Sioux County, Iowa",5.1,35.6,20.6,9.0,15.6,6.0,(X),19,167
"Story County, Iowa",3.3,21.6,19.2,8.9,26.5,18.9,(X),19,169
"Tama County, Iowa",6.5,40.2,21.2,9.8,12.0,4.7,(X),19,171
"Taylor County, Iowa",8.6,45.2,20.4,9.1,7.2,5.1,(X),19,173
