"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
5034,11.8,36803,Autauga County,1997,01,001
14907,11.1,35438,Baldwin County,1997,01,003
6119,23.8,25925,Barbour County,1997,01,005
3306,17.4,28039,Bibb County,1997,01,007
6203,13.3,32676,Blount County,1997,01,009
3051,29.2,20401,Bullock County,1997,01,011
5106,23.4,22813,Butler County,1997,01,013
18593,16.2,30432,Calhoun County,1997,01,015
6192,16.8,28093,Chambers County,1997,01,017
3506,15.8,28922,Cherokee County,1997,01,019
6062,16.3,30539,Chilton County,1997,01,021
3568,22.3,24714,Choctaw County,1997,01,023
6256,21.8,26898,Clarke County,1997,01,025
2061,14.8,26809,Clay County,1997,01,027
2123,14.7,29104,Cleburne County,1997,01,029
6332,14.9,31316,Coffee County,1997,01,031
7217,13.5,31413,Colbert County,1997,01,033
3833,27.4,22643,Conecuh County,1997,01,035
1847,16.1,26531,Coosa County,1997,01,037
7356,19.5,25691,Covington County,1997,01,039
2837,20.7,23472,Crenshaw County,1997,01,041
9809,13.0,30705,Cullman County,1997,01,043
8357,17.3,30476,Dale County,1997,01,045
13902,29.7,23379,Dallas County,1997,01,047
9096,15.5,27948,DeKalb County,1997,01,049
7688,13.1,35305,Elmore County,1997,01,051
7401,20.8,25712,Escambia County,1997,01,053
17664,16.9,28747,Etowah County,1997,01,055
2851,15.6,28717,Fayette County,1997,01,057
4965,16.6,26592,Franklin County,1997,01,059
4699,18.7,26009,Geneva County,1997,01,061
3521,35.5,17602,Greene County,1997,01,063
4448,26.6,20704,Hale County,1997,01,065
2882,18.1,28276,Henry County,1997,01,067
14134,16.4,32086,Houston County,1997,01,069
7632,14.7,30791,Jackson County,1997,01,071
95276,14.5,35464,Jefferson County,1997,01,073
2902,18.0,26867,Lamar County,1997,01,075
11222,13.3,33204,Lauderdale County,1997,01,077
5326,15.7,31609,Lawrence County,1997,01,079
14671,15.0,31821,Lee County,1997,01,081
8231,13.5,35981,Limestone County,1997,01,083
4152,31.5,20285,Lowndes County,1997,01,085
6792,31.9,21469,Macon County,1997,01,087
30571,11.0,43239,Madison County,1997,01,089
5630,23.9,25504,Marengo County,1997,01,091
4896,16.0,26919,Marion County,1997,01,093
12108,15.0,29610,Marshall County,1997,01,095
80068,20.1,29943,Mobile County,1997,01,097
5239,21.6,28061,Monroe County,1997,01,099
37506,17.6,34569,Montgomery County,1997,01,101
12460,11.4,36984,Morgan County,1997,01,103
4509,36.6,18069,Perry County,1997,01,105
4962,23.5,24567,Pickens County,1997,01,107
6778,24.6,23915,Pike County,1997,01,109
3747,18.6,25882,Randolph County,1997,01,111
9444,18.6,28141,Russell County,1997,01,113
8476,13.9,33812,St. Clair County,1997,01,115
9616,6.8,52450,Shelby County,1997,01,117
5090,33.1,19199,Sumter County,1997,01,119
