County,Unemployment Rate Percentage,State ID,County ID
"Audrain County, Missouri",8.8,29,007
"Greene County, Missouri",6.8,29,077
"St. Clair County, Missouri",9.3,29,185
"Schuyler County, Missouri",7.4,29,197
"Camden County, Missouri",9.1,29,029
"Jefferson County, Missouri",8.3,29,099
"New Madrid County, Missouri",8.8,29,143
"Ralls County, Missouri",6.2,29,173
"Custer County, Montana",3.8,30,017
"Powder River County, Montana",4.5,30,075
"Roosevelt County, Montana",6.8,30,085
"Liberty County, Montana",4.5,30,051
"Richland County, Montana",2.5,30,083
"Toole County, Montana",3.1,30,101
"Daniels County, Montana",2.6,30,019
"Judith Basin County, Montana",3.9,30,045
"Deer Lodge County, Montana",3.9,30,023
"McCone County, Montana",0.8,30,055
"Rosebud County, Montana",10.6,30,087
"Dawson County, Montana",2.0,30,021
"Broadwater County, Montana",4.5,30,007
"Phillips County, Montana",6.3,30,071
"Blaine County, Nebraska",0.7,31,009
"Deuel County, Nebraska",4.3,31,049
"Logan County, Nebraska",0.9,31,113
"Thayer County, Nebraska",1.7,31,169
"Adams County, Nebraska",5.5,31,001
"Henry County, Missouri",7.4,29,083
"Boone County, Nebraska",1.2,31,011
"Rock County, Nebraska",1.7,31,149
"Sherman County, Nebraska",3.1,31,163
"Howard County, Nebraska",4.0,31,093
"Gosper County, Nebraska",5.1,31,073
"Sarpy County, Nebraska",4.4,31,153
"Boyd County, Nebraska",1.1,31,015
"Fillmore County, Nebraska",3.4,31,059
"Hooker County, Nebraska",2.9,31,091
"Seward County, Nebraska",3.5,31,159
"Webster County, Nebraska",4.7,31,181
"Butler County, Nebraska",4.2,31,023
"Arthur County, Nebraska",4.0,31,005
"Gage County, Nebraska",4.3,31,067
"Kearney County, Nebraska",3.8,31,099
"Madison County, Nebraska",3.1,31,119
"Phelps County, Nebraska",1.7,31,137
"Wayne County, Nebraska",3.0,31,179
"Knox County, Nebraska",3.3,31,107
"Merrick County, Nebraska",5.2,31,121
"Pawnee County, Nebraska",4.6,31,133
"Escambia County, Florida",9.4,12,033
"Hernando County, Florida",13.7,12,053
"Hillsborough County, Florida",9.0,12,057
"Okaloosa County, Florida",6.9,12,091
"Taylor County, Florida",9.0,12,123
"Wakulla County, Florida",9.3,12,129
"Lumpkin County, Georgia",8.2,13,187
"McDuffie County, Georgia",9.5,13,189
"Miller County, Georgia",6.5,13,201
"Morgan County, Georgia",6.9,13,211
"Heard County, Georgia",12.1,13,149
"Oconee County, Georgia",5.0,13,219
"Dougherty County, Georgia",18.0,13,095
"Fannin County, Georgia",12.0,13,111
"Henry County, Georgia",10.3,13,151
"Houston County, Georgia",9.7,13,153
"Laurens County, Georgia",6.6,13,175
"Long County, Georgia",15.6,13,183
"Spalding County, Georgia",12.4,13,255
"Stephens County, Georgia",10.6,13,257
"Telfair County, Georgia",4.4,13,271
"Upson County, Georgia",11.1,13,293
"Washington County, Georgia",12.2,13,303
"Peach County, Georgia",11.3,13,225
"Pierce County, Georgia",8.9,13,229
"Pike County, Georgia",10.4,13,231
"Screven County, Georgia",9.8,13,251
"Tattnall County, Georgia",7.9,13,267
"Walker County, Georgia",8.4,13,295
"Gwinnett County, Georgia",8.3,13,135
"Charlton County, Georgia",13.8,13,049
"Bartow County, Georgia",8.8,13,015
"Douglas County, Georgia",10.5,13,097
"Jeff Davis County, Georgia",6.6,13,161
"Hancock County, Georgia",14.6,13,141
"Calhoun County, Georgia",7.7,13,037
"Troup County, Georgia",11.9,13,285
"Bibb County, Georgia",12.4,13,021
"Marion County, Georgia",14.3,13,197
"Schley County, Georgia",12.4,13,249
"Bleckley County, Georgia",4.8,13,023
"Evans County, Georgia",10.3,13,109
"Franklin County, Georgia",8.4,13,119
"Effingham County, Georgia",6.0,13,103
"Lamar County, Georgia",15.6,13,171
"Emanuel County, Georgia",13.2,13,107
"Quitman County, Georgia",11.2,13,239
"Jasper County, Georgia",12.7,13,159
"Lanier County, Georgia",14.6,13,173
"Liberty County, Georgia",12.9,13,179
"Mitchell County, Georgia",13.5,13,205
"Seminole County, Georgia",9.4,13,253
"Taylor County, Georgia",20.6,13,269
"Thomas County, Georgia",10.5,13,275
"Toombs County, Georgia",9.6,13,279
"Montgomery County, Georgia",6.7,13,209
"Oglethorpe County, Georgia",5.3,13,221
"Rockdale County, Georgia",11.2,13,247
"Wayne County, Georgia",11.3,13,305
"Wheeler County, Georgia",10.0,13,309
"Baldwin County, Georgia",8.4,13,009
"Oxford County, Maine",9.2,23,017
"Allegany County, Maryland",10.0,24,001
"Anne Arundel County, Maryland",5.9,24,003
"Calvert County, Maryland",7.6,24,009
"Montgomery County, Maryland",6.1,24,031
"St. Mary's County, Maryland",4.8,24,037
"Dorchester County, Maryland",10.4,24,019
"Cecil County, Maryland",7.5,24,015
"Barnstable County, Massachusetts",7.0,25,001
"Berkshire County, Massachusetts",8.9,25,003
"Plymouth County, Massachusetts",7.9,25,023
"Norfolk County, Massachusetts",6.9,25,021
"Nantucket County, Massachusetts",3.0,25,019
"Monroe County, Michigan",8.3,26,115
"Hillsdale County, Michigan",9.0,26,059
"Oceana County, Michigan",8.7,26,127
"Clare County, Michigan",13.2,26,035
"Keweenaw County, Michigan",7.0,26,083
"Ottawa County, Michigan",6.1,26,139
"Alpena County, Michigan",9.3,26,007
"Midland County, Michigan",8.5,26,111
"Ogemaw County, Michigan",12.4,26,129
"Crawford County, Michigan",12.0,26,039
"Gratiot County, Michigan",8.5,26,057
"Lenawee County, Michigan",8.6,26,091
"Mackinac County, Michigan",12.5,26,097
"Houghton County, Michigan",7.2,26,061
"Lake County, Michigan",13.2,26,085
"Presque Isle County, Michigan",13.1,26,141
"Kalamazoo County, Michigan",9.1,26,077
"Newaygo County, Michigan",10.1,26,123
"Twiggs County, Georgia",6.7,13,289
"Polk County, Georgia",10.2,13,233
"Calhoun County, Michigan",10.0,26,025
"Kent County, Michigan",7.7,26,081
"Saginaw County, Michigan",11.1,26,145
"Bay County, Michigan",9.7,26,017
"Delta County, Michigan",9.2,26,041
"Koochiching County, Minnesota",7.8,27,071
"Morrison County, Minnesota",5.8,27,097
"Steele County, Minnesota",4.9,27,147
"Aitkin County, Minnesota",7.3,27,001
"Murray County, Minnesota",4.5,27,101
"Kandiyohi County, Minnesota",4.8,27,067
"Rock County, Minnesota",3.7,27,133
"Traverse County, Minnesota",2.9,27,155
"Hennepin County, Minnesota",6.0,27,053
"Chippewa County, Minnesota",2.6,27,023
"Esmeralda County, Nevada",11.9,32,009
"Mineral County, Nevada",15.4,32,021
"Lincoln County, Nevada",11.8,32,017
"Washoe County, Nevada",9.1,32,031
"Carson City, Nevada",11.3,32,510
"Merrimack County, New Hampshire",5.2,33,013
"Belknap County, New Hampshire",5.3,33,001
"Strafford County, New Hampshire",6.5,33,017
"Monmouth County, New Jersey",7.9,34,025
"Sussex County, New Jersey",8.2,34,037
"Essex County, New Jersey",13.0,34,013
"Gloucester County, New Jersey",9.2,34,015
"Passaic County, New Jersey",8.6,34,031
"Bergen County, New Jersey",6.5,34,003
"Warren County, New Jersey",9.0,34,041
"Burlington County, New Jersey",8.5,34,005
"Luna County, New Mexico",13.8,35,029
"Taos County, New Mexico",10.7,35,055
"Colfax County, New Mexico",9.5,35,007
"Harding County, New Mexico",6.0,35,021
"Quay County, New Mexico",5.0,35,037
"Noxubee County, Mississippi",19.0,28,103
"Tate County, Mississippi",10.0,28,137
"Panola County, Mississippi",10.3,28,107
"Yalobusha County, Mississippi",5.7,28,161
"Copiah County, Mississippi",14.3,28,029
"Hinds County, Mississippi",10.3,28,049
"Union County, Mississippi",10.7,28,145
"Tippah County, Mississippi",12.2,28,139
"Forrest County, Mississippi",13.1,28,035
"Lafayette County, Mississippi",8.4,28,071
"Lowndes County, Mississippi",12.6,28,087
"Wilkinson County, Mississippi",9.7,28,157
"Jefferson Davis County, Mississippi",12.9,28,065
"Scott County, Mississippi",13.1,28,123
"Yazoo County, Mississippi",19.8,28,163
"Bolivar County, Mississippi",15.3,28,011
"Pike County, Mississippi",9.5,28,113
"Stone County, Mississippi",9.7,28,131
"Kemper County, Mississippi",10.1,28,069
"Sunflower County, Mississippi",20.1,28,133
"Adams County, Mississippi",11.3,28,001
"DeSoto County, Mississippi",7.6,28,033
"Delaware County, Pennsylvania",8.2,42,045
"Wheeler County, Nebraska",2.9,31,183
"Lander County, Nevada",12.0,32,015
"Schoharie County, New York",10.5,36,095
"Fulton County, New York",9.3,36,035
"Rensselaer County, New York",7.6,36,083
"Franklin County, New York",8.8,36,033
"Queens County, New York",8.6,36,081
"Washington County, New York",9.5,36,115
"New York County, New York",7.5,36,061
"Cayuga County, New York",7.3,36,011
"Rockland County, New York",7.9,36,087
"Niagara County, New York",7.6,36,063
"Essex County, New York",7.9,36,031
"Nassau County, New York",6.4,36,059
"Jefferson County, New York",10.6,36,045
"Suffolk County, New York",6.4,36,103
"Wyoming County, New York",7.4,36,121
"Oswego County, New York",9.7,36,075
"Wayne County, New York",7.5,36,117
"Broome County, New York",7.8,36,007
"Erie County, New York",7.0,36,029
"Sullivan County, New York",11.5,36,105
"Orange County, New York",7.3,36,071
"Haywood County, North Carolina",7.3,37,087
"Forsyth County, North Carolina",9.5,37,067
"Bladen County, North Carolina",12.1,37,017
"Carteret County, North Carolina",10.2,37,031
"Bertie County, North Carolina",13.5,37,015
"Martin County, North Carolina",14.7,37,117
"Perquimans County, North Carolina",12.7,37,143
"Rockingham County, North Carolina",10.5,37,157
"Camden County, North Carolina",9.3,37,029
"Gaston County, North Carolina",11.2,37,071
"Moore County, North Carolina",8.0,37,125
"Stanly County, North Carolina",12.2,37,167
"Yancey County, North Carolina",11.0,37,199
"Chatham County, North Carolina",9.0,37,037
"Johnston County, North Carolina",8.9,37,101
"Person County, North Carolina",11.9,37,145
"Ashe County, North Carolina",8.5,37,009
"Lenoir County, North Carolina",13.1,37,107
"Onslow County, North Carolina",11.6,37,133
"Rutherford County, North Carolina",12.2,37,161
"Yadkin County, North Carolina",8.3,37,197
"Burke County, North Carolina",11.6,37,023
"Traill County, North Dakota",2.7,38,097
"Dickey County, North Dakota",1.5,38,021
"Ward County, North Dakota",2.6,38,101
"Pembina County, North Dakota",3.5,38,067
"Hettinger County, North Dakota",1.1,38,041
"Cass County, North Dakota",3.2,38,017
"Emmons County, North Dakota",3.6,38,029
"Richland County, North Dakota",3.0,38,077
"Adams County, North Dakota",1.2,38,001
"Eddy County, North Dakota",1.9,38,027
"Mercer County, North Dakota",3.2,38,057
"Ransom County, North Dakota",2.0,38,073
"Sioux County, North Dakota",20.3,38,085
"Golden Valley County, North Dakota",1.0,38,033
"Schuyler County, New York",6.4,36,097
"Chenango County, New York",7.1,36,017
"Towner County, North Dakota",2.9,38,095
"Divide County, North Dakota",0.7,38,023
"Sargent County, North Dakota",1.2,38,081
"Meigs County, Ohio",12.1,39,105
"Champaign County, Ohio",9.1,39,021
"Greene County, Ohio",7.6,39,057
"Lawrence County, Ohio",8.0,39,087
"Morgan County, Ohio",9.3,39,115
"Wyandot County, Ohio",6.6,39,175
"Erie County, Ohio",7.7,39,043
"Sumner County, Tennessee",6.0,47,165
"Shelby County, Tennessee",10.3,47,157
"Henderson County, Tennessee",9.4,47,077
"Jefferson County, Tennessee",9.1,47,089
"Sequatchie County, Tennessee",9.0,47,153
"Carroll County, Tennessee",11.5,47,017
"Davidson County, Tennessee",7.2,47,037
"Perry County, Tennessee",9.5,47,135
"Meigs County, Tennessee",15.0,47,121
"Haywood County, Tennessee",10.5,47,075
"Montgomery County, Tennessee",9.7,47,125
"Grundy County, Tennessee",10.2,47,061
"Cocke County, Tennessee",11.1,47,029
"DeKalb County, Tennessee",7.6,47,041
"Lewis County, Tennessee",7.7,47,101
"Obion County, Tennessee",11.2,47,131
"Tipton County, Tennessee",10.6,47,167
"Dyer County, Tennessee",6.6,47,045
"Hamilton County, Tennessee",8.0,47,065
"Polk County, Tennessee",10.9,47,139
"White County, Tennessee",10.5,47,185
"Sullivan County, Tennessee",8.2,47,163
"Logan County, Ohio",7.6,39,091
"Summit County, Ohio",8.4,39,153
"Shelby County, Ohio",6.7,39,149
"Williams County, Ohio",7.1,39,171
"Columbiana County, Ohio",9.0,39,029
"Fulton County, Ohio",6.7,39,051
"Gallia County, Ohio",7.5,39,053
"Mahoning County, Ohio",9.5,39,099
"Scioto County, Ohio",9.6,39,145
"Morrow County, Ohio",7.0,39,117
"Preble County, Ohio",7.3,39,135
"Allen County, Ohio",9.2,39,003
"Crawford County, Ohio",8.1,39,033
"Guernsey County, Ohio",11.7,39,059
"Mercer County, Ohio",5.5,39,107
"Clark County, Ohio",10.0,39,023
"Lorain County, Ohio",8.8,39,093
"Trousdale County, Tennessee",10.5,47,169
"Clay County, Tennessee",7.2,47,027
"Montgomery County, Ohio",9.4,39,113
"Warren County, Ohio",6.1,39,165
"Ashtabula County, Ohio",8.9,39,007
"Kay County, Oklahoma",7.8,40,071
"Craig County, Oklahoma",6.4,40,035
"Canadian County, Oklahoma",4.5,40,017
"Latimer County, Oklahoma",7.8,40,077
"Texas County, Oklahoma",3.5,40,139
"Pushmataha County, Oklahoma",10.6,40,127
"Johnston County, Oklahoma",6.7,40,069
"Beaver County, Oklahoma",3.0,40,007
"Hughes County, Oklahoma",7.1,40,063
"Comanche County, Oklahoma",8.6,40,031
"Adair County, Oklahoma",7.9,40,001
"Stephens County, Oklahoma",6.6,40,137
"Carter County, Oklahoma",6.1,40,019
"Greer County, Oklahoma",4.4,40,055
"McIntosh County, Oklahoma",10.8,40,091
"Murray County, Oklahoma",3.6,40,099
"Ottawa County, Oklahoma",9.4,40,115
"Caddo County, Oklahoma",9.5,40,015
"Muskogee County, Oklahoma",8.2,40,101
"Bryan County, Oklahoma",8.1,40,013
"Jackson County, Oregon",10.8,41,029
"Grant County, Oregon",9.0,41,023
"Clackamas County, Oregon",8.3,41,005
"Tillamook County, Oregon",7.8,41,057
"Josephine County, Oregon",12.3,41,033
"Umatilla County, Oregon",9.4,41,059
"Columbia County, Oregon",9.8,41,009
"Wasco County, Oregon",9.0,41,065
"Lane County, Oregon",9.9,41,039
"Washington County, Oregon",7.6,41,067
"Clatsop County, Oregon",7.6,41,007
"Cameron County, Pennsylvania",4.5,42,023
"Bucks County, Pennsylvania",7.0,42,017
"Lehigh County, Pennsylvania",8.5,42,077
"Clarion County, Pennsylvania",8.1,42,031
"Greene County, Pennsylvania",6.4,42,059
"Luzerne County, Pennsylvania",7.8,42,079
"Columbia County, Pennsylvania",5.7,42,037
"Jefferson County, Pennsylvania",6.4,42,065
"Perry County, Pennsylvania",6.3,42,099
"Sullivan County, Pennsylvania",8.7,42,113
"Kent County, Rhode Island",8.2,44,003
"Washington County, Rhode Island",6.4,44,009
"Newberry County, South Carolina",10.2,45,071
"Woodbury County, Iowa",5.2,19,193
"Jackson County, Iowa",4.4,19,097
"Lee County, Iowa",8.7,19,111
"Warren County, Iowa",4.8,19,181
"Plymouth County, Iowa",3.4,19,149
"Clay County, Iowa",3.8,19,041
"Delaware County, Iowa",3.6,19,055
"Wayne County, Iowa",4.3,19,185
"Scott County, Iowa",5.4,19,163
"Sherman County, Kansas",4.0,20,181
"Thomas County, Kansas",2.7,20,193
"Morris County, Kansas",3.2,20,127
"Wagoner County, Oklahoma",6.0,40,145
"Rooks County, Kansas",4.1,20,163
"Clark County, Kansas",1.4,20,025
"Harper County, Kansas",3.7,20,077
"Lyon County, Kansas",7.2,20,111
"Pawnee County, Kansas",1.9,20,145
"Comanche County, Kansas",5.4,20,033
"Gove County, Kansas",1.9,20,063
"Harvey County, Kansas",4.4,20,079
"Gray County, Kansas",2.9,20,069
"Chase County, Kansas",2.9,20,017
"Grant County, Kansas",7.3,20,067
"Logan County, Kansas",3.9,20,109
"Pottawatomie County, Kansas",3.7,20,149
"Butler County, Kansas",5.6,20,015
"Saline County, Kansas",5.0,20,169
"Wabaunsee County, Kansas",6.2,20,197
"Woodson County, Kansas",4.6,20,207
"Osborne County, Kansas",4.0,20,141
"Finney County, Kansas",4.6,20,055
"Kiowa County, Kansas",4.0,20,097
"Barton County, Kansas",6.8,20,009
"Doniphan County, Kansas",5.8,20,043
"Lane County, Kansas",2.4,20,101
"Marion County, Kansas",5.0,20,115
"Brown County, Kansas",4.5,20,013
"Riley County, Kansas",5.8,20,161
"Dickinson County, Kansas",6.7,20,041
"Garrard County, Kentucky",11.4,21,079
"Campbell County, Kentucky",6.8,21,037
"Grant County, Kentucky",6.8,21,081
"Logan County, Kentucky",7.7,21,141
"Mercer County, Kentucky",11.5,21,167
"Union County, Kentucky",7.8,21,225
"Calloway County, Kentucky",9.1,21,035
"Washington County, Kansas",3.1,20,201
"Morton County, Kansas",5.8,20,129
"Pueblo County, Colorado",10.8,08,101
"Montrose County, Colorado",10.2,08,085
"Morgan County, Colorado",6.2,08,087
"Park County, Colorado",5.6,08,093
"Saguache County, Colorado",9.7,08,109
"Mesa County, Colorado",8.7,08,077
"Prowers County, Colorado",9.7,08,099
"Hinsdale County, Colorado",3.0,08,053
"El Paso County, Colorado",8.4,08,041
"Washington County, Colorado",5.1,08,121
"Grand County, Colorado",5.7,08,049
"Arapahoe County, Colorado",7.2,08,005
"Otero County, Colorado",10.7,08,089
"Broomfield County, Colorado",5.5,08,014
"New Castle County, Delaware",7.4,10,003
"Sussex County, Delaware",8.0,10,005
"Kent County, Delaware",8.4,10,001
"District of Columbia, District of Columbia",9.6,11,001
"New Haven County, Connecticut",9.5,09,009
"Litchfield County, Connecticut",7.1,09,005
"Hartford County, Connecticut",9.3,09,003
"New London County, Connecticut",8.3,09,011
"Tolland County, Connecticut",6.8,09,013
"Fairfield County, Connecticut",9.0,09,001
"Duval County, Florida",10.0,12,031
"Bradford County, Florida",12.4,12,007
"Clay County, Florida",10.7,12,019
"Lafayette County, Florida",14.6,12,067
"Nassau County, Florida",9.8,12,089
"Pinellas County, Florida",8.4,12,103
"St. Lucie County, Florida",12.4,12,111
"Hendry County, Florida",11.9,12,051
"Indian River County, Florida",12.2,12,061
"Palm Beach County, Florida",9.5,12,099
"St. Johns County, Florida",6.7,12,109
"Miami-Dade County, Florida",10.0,12,086
"Flagler County, Florida",9.3,12,035
"Franklin County, Florida",9.4,12,037
"Hamilton County, Florida",15.8,12,047
"Liberty County, Florida",10.2,12,077
"Sumter County, Florida",9.0,12,119
"Gadsden County, Florida",11.2,12,039
"Holmes County, Florida",15.4,12,059
"Collier County, Florida",7.8,12,021
"Okeechobee County, Florida",11.8,12,093
"Pasco County, Florida",9.4,12,101
"Highlands County, Florida",13.3,12,055
"Suwannee County, Florida",11.1,12,121
"DeSoto County, Florida",9.4,12,027
"Calhoun County, Florida",10.0,12,013
"Columbia County, Florida",14.8,12,023
"Dixie County, Florida",7.2,12,029
"Putnam County, Florida",12.6,12,107
"Union County, Florida",11.7,12,125
"Manatee County, Florida",8.6,12,081
"Levy County, Florida",11.1,12,075
"Baker County, Florida",8.9,12,003
"Volusia County, Florida",9.1,12,127
"Leon County, Florida",10.6,12,073
"Madison County, Florida",11.8,12,079
"Daviess County, Kentucky",6.8,21,059
"Henderson County, Kentucky",8.0,21,101
"Jackson County, Kentucky",12.3,21,109
"Meade County, Kentucky",11.5,21,163
"Oldham County, Kentucky",4.3,21,185
"Rockcastle County, Kentucky",11.0,21,203
"Allen County, Kentucky",9.2,21,003
"Bullitt County, Kentucky",7.6,21,029
"Fulton County, Kentucky",12.0,21,075
"Knott County, Kentucky",14.6,21,119
"Muhlenberg County, Kentucky",10.3,21,177
"Wolfe County, Kentucky",9.7,21,237
"Bell County, Kentucky",11.6,21,013
"Cumberland County, Kentucky",10.2,21,057
"Lee County, Kentucky",12.2,21,129
"Edmonson County, Kentucky",8.9,21,061
"Bracken County, Kentucky",8.3,21,023
"Nelson County, Kentucky",9.8,21,179
"Marion County, Kentucky",9.2,21,155
"Boone County, Kentucky",5.6,21,015
"Knox County, Kentucky",15.7,21,121
"Letcher County, Kentucky",12.6,21,133
"Pike County, Kentucky",10.7,21,195
"Gallatin County, Kentucky",6.0,21,077
"Lee County, Florida",10.1,12,071
"Marion County, Florida",12.0,12,083
"Vernon Parish, Louisiana",7.5,22,115
"Sabine Parish, Louisiana",10.6,22,085
"Jefferson Davis Parish, Louisiana",9.2,22,053
"West Feliciana Parish, Louisiana",8.5,22,125
"Bienville Parish, Louisiana",10.1,22,013
"Cameron Parish, Louisiana",6.3,22,023
"Plaquemines Parish, Louisiana",4.7,22,075
"Washington Parish, Louisiana",15.0,22,117
"Acadia Parish, Louisiana",10.1,22,001
"St. Tammany Parish, Louisiana",7.6,22,103
"Caddo Parish, Louisiana",7.0,22,017
"Ascension Parish, Louisiana",6.4,22,005
"Iberia Parish, Louisiana",10.6,22,045
"St. Helena Parish, Louisiana",14.4,22,091
"De Soto Parish, Louisiana",9.3,22,031
"Livingston Parish, Louisiana",7.0,22,063
"Franklin Parish, Louisiana",11.5,22,041
"Jackson Parish, Louisiana",6.9,22,049
"St. Charles Parish, Louisiana",7.7,22,089
"Tensas Parish, Louisiana",15.6,22,107
"Natchitoches Parish, Louisiana",12.2,22,069
"Catahoula Parish, Louisiana",8.3,22,025
"Grays Harbor County, Washington",14.3,53,027
"Wahkiakum County, Washington",10.6,53,069
"Grant County, Washington",10.1,53,025
"Snohomish County, Washington",7.5,53,061
"Summers County, West Virginia",10.0,54,089
"Greenbrier County, West Virginia",7.2,54,025
"Mineral County, West Virginia",8.8,54,057
"Lewis County, West Virginia",7.2,54,041
"Pocahontas County, West Virginia",5.7,54,075
"Randolph County, West Virginia",6.7,54,083
"Wirt County, West Virginia",8.4,54,105
"Clay County, West Virginia",12.3,54,015
"Monongalia County, West Virginia",5.8,54,061
"Wetzel County, West Virginia",8.1,54,103
"Kanawha County, West Virginia",7.0,54,039
"Preston County, West Virginia",7.0,54,077
"Ritchie County, West Virginia",10.6,54,085
"Lincoln County, West Virginia",10.1,54,043
"Braxton County, West Virginia",14.4,54,007
"Boone County, West Virginia",9.2,54,005
"Wyoming County, West Virginia",10.1,54,109
"Dunn County, Wisconsin",6.1,55,033
"Grant County, Wisconsin",4.6,55,043
"Sheboygan County, Wisconsin",5.8,55,117
"Menominee County, Wisconsin",14.8,55,078
"Buffalo County, Wisconsin",3.7,55,011
"La Crosse County, Wisconsin",5.4,55,063
"Marathon County, Wisconsin",5.7,55,073
"Trempealeau County, Wisconsin",3.6,55,121
"Dodge County, Wisconsin",6.0,55,027
"Vilas County, Wisconsin",8.0,55,125
"Manitowoc County, Wisconsin",5.7,55,071
"Burnett County, Wisconsin",7.5,55,013
"Door County, Wisconsin",6.2,55,029
"Fond du Lac County, Wisconsin",5.3,55,039
"Pepin County, Wisconsin",4.6,55,091
"Richland County, Wisconsin",4.8,55,103
"Waushara County, Wisconsin",7.2,55,137
"Klickitat County, Washington",7.0,53,039
"Lafayette County, Wisconsin",3.6,55,065
"Pierce County, Wisconsin",3.6,55,093
"Calumet County, Wisconsin",3.1,55,015
"Kenosha County, Wisconsin",9.7,55,059
"Johnson County, Wyoming",3.6,56,019
"Laramie County, Wyoming",5.0,56,021
"Teton County, Wyoming",2.6,56,039
"Nueces County, Texas",6.6,48,355
"Rains County, Texas",7.9,48,379
"Real County, Texas",12.0,48,385
"Sterling County, Texas",0.3,48,431
"Carson County, Texas",1.7,48,065
"Freestone County, Texas",4.9,48,161
"Hardeman County, Texas",5.9,48,197
"Briscoe County, Texas",4.7,48,045
"Liberty County, Texas",11.5,48,291
"Loving County, Texas",15.1,48,301
"Robertson County, Texas",9.2,48,395
"Rusk County, Texas",4.9,48,401
"Clarendon County, South Carolina",16.2,45,027
"Sumter County, South Carolina",12.4,45,085
"Barnwell County, South Carolina",14.7,45,011
"Darlington County, South Carolina",15.9,45,031
"York County, South Carolina",8.9,45,091
"Cherokee County, South Carolina",10.6,45,021
"Jasper County, South Carolina",11.9,45,053
"Lee County, South Carolina",14.9,45,061
"Abbeville County, South Carolina",10.7,45,001
"Lyman County, South Dakota",7.4,46,085
"Deuel County, South Dakota",3.1,46,039
"Brule County, South Dakota",2.6,46,015
"Gregory County, South Dakota",2.1,46,053
"Minnehaha County, South Dakota",4.4,46,099
"Clark County, South Dakota",2.8,46,025
"Kingsbury County, South Dakota",2.0,46,077
"Clay County, South Dakota",6.8,46,027
"Dewey County, South Dakota",24.6,46,041
"Hughes County, South Dakota",3.1,46,065
"Sanborn County, South Dakota",3.4,46,111
"Hand County, South Dakota",1.7,46,059
"Yankton County, South Dakota",3.6,46,135
"Beadle County, South Dakota",2.9,46,005
"Davison County, South Dakota",3.3,46,035
"Jerauld County, South Dakota",0.9,46,073
"Stanley County, South Dakota",1.4,46,117
"Potter County, South Dakota",0.5,46,107
"Charles Mix County, South Dakota",5.1,46,023
"Marshall County, South Dakota",0.7,46,091
"Perkins County, South Dakota",4.5,46,105
"Todd County, South Dakota",25.4,46,121
"Oglala Lakota County, South Dakota",28.7,46,102
"San Jacinto County, Texas",12.6,48,407
"Upshur County, Texas",7.9,48,459
"Waller County, Texas",8.3,48,473
"Wilson County, Texas",5.8,48,493
