County,Unemployment Rate Percentage,State ID,County ID
"Sweetwater County, Wyoming",5.3,56,037
"Platte County, Wyoming",2.4,56,031
"Sheridan County, Wyoming",3.3,56,033
"Big Horn County, Wyoming",5.4,56,003
"Crook County, Wyoming",1.8,56,011
"Park County, Wyoming",3.4,56,029
"Albany County, Wyoming",4.4,56,001
"Carbon County, Wyoming",4.6,56,007
"Goshen County, Wyoming",3.0,56,015
"Uinta County, Wyoming",5.9,56,041
"Washakie County, Wyoming",4.4,56,043
"Hot Springs County, Wyoming",2.4,56,017
"Fremont County, Wyoming",7.7,56,013
"Sublette County, Wyoming",5.7,56,035
"Weston County, Wyoming",3.3,56,045
"Guayanilla Municipio, Puerto Rico",24.0,72,059
"Juncos Municipio, Puerto Rico",16.5,72,077
"Sabana Grande Municipio, Puerto Rico",26.9,72,121
"Adjuntas Municipio, Puerto Rico",25.3,72,001
"Guánica Municipio, Puerto Rico",33.5,72,055
"Manatí Municipio, Puerto Rico",23.7,72,091
"Naguabo Municipio, Puerto Rico",16.2,72,103
"Lewis County, New York",6.6,36,049
"Westchester County, New York",7.2,36,119
"Delaware County, New York",8.7,36,025
"Montgomery County, New York",10.6,36,057
"Richmond County, New York",6.8,36,085
"St. Lawrence County, New York",9.8,36,089
"Tompkins County, New York",5.6,36,109
"Warren County, New York",6.4,36,113
"Cortland County, New York",7.6,36,023
"Dutchess County, New York",8.1,36,027
"Monroe County, New York",7.5,36,055
"Oneida County, New York",7.2,36,065
"Ulster County, New York",7.8,36,111
"Chemung County, New York",6.9,36,015
"Livingston County, New York",5.4,36,051
"Otsego County, New York",7.9,36,077
"Greene County, New York",8.5,36,039
"Albany County, New York",6.5,36,001
"Allegany County, New York",8.6,36,003
"Cattaraugus County, New York",8.8,36,009
"Madison County, New York",5.9,36,053
"Schenectady County, New York",6.7,36,093
"Genesee County, New York",7.5,36,037
"Yates County, New York",4.9,36,123
"Greene County, North Carolina",11.3,37,079
"Mitchell County, North Carolina",11.5,37,121
"Chowan County, North Carolina",12.4,37,041
"Alleghany County, North Carolina",10.4,37,005
"Caldwell County, North Carolina",11.2,37,027
"Catawba County, North Carolina",9.1,37,035
"Cleveland County, North Carolina",13.1,37,045
"Craven County, North Carolina",10.8,37,049
"Edgecombe County, North Carolina",14.9,37,065
"Granville County, North Carolina",9.0,37,077
"Harnett County, North Carolina",10.8,37,085
"Hoke County, North Carolina",12.2,37,093
"Henderson County, North Carolina",7.7,37,089
"Hyde County, North Carolina",8.2,37,095
"Iredell County, North Carolina",9.5,37,097
"Mecklenburg County, North Carolina",9.5,37,119
"Northampton County, North Carolina",13.9,37,131
"Pitt County, North Carolina",10.3,37,147
"Rowan County, North Carolina",10.1,37,159
