County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Fannin County, Texas",10.3,34.7,27.3,6.9,10.9,5.3,85.2,48,147
"Karnes County, Texas",13.6,36.3,19.5,6.0,10.0,3.7,75.6,48,255
"DeWitt County, Texas",10.7,41.0,20.7,5.4,9.9,3.8,80.8,48,123
"Brazos County, Texas",7.0,20.0,20.0,6.3,21.5,18.1,85.9,48,041
"Callahan County, Texas",8.7,40.0,25.6,5.5,11.3,4.7,87.1,48,059
"Cass County, Texas",10.0,45.7,19.1,5.9,10.7,4.6,86.0,48,067
"Gaines County, Texas",11.6,30.2,14.8,5.6,7.3,3.9,61.7,48,165
"Gregg County, Texas",9.8,28.9,27.3,7.9,14.2,6.2,84.5,48,183
"Gray County, Texas",11.8,32.7,25.9,9.0,9.9,2.9,80.4,48,179
"Madison County, Texas",12.3,38.3,22.4,4.5,9.5,3.5,78.3,48,313
"Lubbock County, Texas",8.4,25.9,24.8,6.2,17.8,10.8,85.5,48,303
"Jack County, Texas",11.1,42.6,20.5,5.8,6.8,4.6,80.3,48,237
"Kaufman County, Texas",8.5,33.3,23.8,8.2,13.8,6.8,86.0,48,257
"Kendall County, Texas",3.2,22.2,23.6,8.2,27.1,11.9,93.1,48,259
"Bosque County, Texas",9.5,35.7,22.6,7.4,12.4,6.0,84.2,48,035
"Floyd County, Texas",11.5,25.8,23.2,7.5,12.8,4.6,73.9,48,153
"Bexar County, Texas",8.6,25.4,23.2,7.8,17.4,9.9,83.7,48,029
"Bailey County, Texas",12.8,27.6,24.0,4.3,11.0,3.4,70.3,48,017
"Chambers County, Texas",6.9,30.1,26.7,8.5,14.0,6.5,85.8,48,071
"Baylor County, Texas",8.5,32.2,21.7,9.1,20.1,4.7,87.8,48,023
"Bell County, Texas",5.3,26.7,29.1,10.6,16.0,8.2,90.7,48,027
"Cameron County, Texas",13.6,25.1,17.2,6.7,12.2,5.0,66.2,48,061
"Denton County, Texas",4.2,18.4,22.8,7.5,29.3,14.1,92.0,48,121
"Deaf Smith County, Texas",10.8,32.0,21.1,5.7,10.7,3.5,73.0,48,117
"Galveston County, Texas",7.2,25.2,24.3,9.0,19.3,10.2,88.0,48,167
"El Paso County, Texas",9.0,24.1,23.1,7.5,15.1,7.0,76.9,48,141
"La Salle County, Texas",16.6,39.3,11.6,2.3,10.8,4.4,68.3,48,283
"Roberts County, Texas",6.5,29.3,26.3,6.0,25.5,5.7,92.8,48,393
"Terrell County, Texas",7.0,28.5,33.7,1.4,9.6,7.7,80.9,48,443
"Tyler County, Texas",11.9,41.8,25.7,5.0,9.8,2.3,84.6,48,457
"Uvalde County, Texas",12.0,24.5,22.3,9.3,10.9,4.2,71.2,48,463
"Wheeler County, Texas",14.0,30.6,26.0,7.8,11.4,3.2,79.0,48,483
"Bowie County, Texas",8.8,35.6,26.2,6.4,13.2,6.0,87.4,48,037
"Archer County, Texas",5.3,33.4,26.1,8.2,18.2,5.4,91.2,48,009
"Brewster County, Texas",8.2,22.6,23.7,3.1,22.1,13.6,85.1,48,043
"Kent County, Texas",15.7,24.4,26.2,2.8,17.3,6.5,77.2,48,263
"Hidalgo County, Texas",13.9,23.2,18.1,4.6,12.8,5.0,63.7,48,215
"Smith County, Texas",8.4,24.6,25.7,9.4,17.4,7.8,84.9,48,423
"Somervell County, Texas",11.7,30.2,26.0,8.8,13.8,6.3,85.1,48,425
"Crockett County, Texas",18.1,34.9,23.0,8.6,6.7,2.2,75.4,48,105
"Hardin County, Texas",8.8,38.1,24.0,8.8,11.6,5.2,87.6,48,199
"Haskell County, Texas",12.5,32.9,20.0,4.4,8.7,3.6,69.6,48,207
"Howard County, Texas",11.5,34.6,25.7,6.6,9.2,3.7,79.8,48,227
"Leon County, Texas",10.7,39.8,21.0,6.2,11.8,4.1,82.8,48,289
"Mills County, Texas",7.9,28.0,24.3,7.6,15.0,8.0,82.9,48,333
"Montague County, Texas",10.9,36.3,23.6,6.6,10.7,5.5,82.7,48,337
"Newton County, Texas",9.1,48.0,24.3,6.4,6.8,2.1,87.6,48,351
"Panola County, Texas",10.7,32.7,30.0,7.5,10.1,4.6,84.9,48,365
"Reeves County, Texas",17.3,27.7,20.9,4.2,7.0,2.6,62.3,48,389
"Sabine County, Texas",10.7,42.7,25.0,3.8,9.3,5.1,86.0,48,403
"Sherman County, Texas",9.1,25.1,22.3,4.4,16.4,5.1,73.2,48,421
"Monroe County, Alabama",10.6,46.7,15.9,7.9,7.3,5.2,83.0,01,099
"Lawrence County, Alabama",14.4,40.8,19.2,7.8,7.2,3.0,78.0,01,079
"Lee County, Alabama",6.5,24.5,22.5,8.0,19.8,15.1,89.9,01,081
"Marion County, Alabama",11.7,35.3,23.0,8.9,8.3,5.1,80.7,01,093
"Pickens County, Alabama",13.9,37.8,22.8,7.5,8.8,3.0,79.8,01,107
"Sumter County, Alabama",12.6,39.7,17.7,7.0,10.6,7.6,82.7,01,119
"Jefferson County, Alabama",7.6,26.8,22.6,8.1,19.4,12.5,89.4,01,073
"Choctaw County, Alabama",13.3,39.9,19.5,9.1,7.9,3.8,80.1,01,023
"Franklin County, Alabama",11.9,37.5,18.0,7.5,8.3,5.1,76.4,01,059
"Marengo County, Alabama",10.6,39.6,20.1,8.0,9.7,5.7,83.2,01,091
"Russell County, Alabama",11.3,32.4,24.8,8.9,10.6,6.3,82.9,01,113
"Cherokee County, Alabama",13.4,38.2,20.9,8.0,6.6,5.9,79.5,01,019
"Covington County, Alabama",11.3,35.6,21.3,9.7,10.4,5.1,82.0,01,039
"Crenshaw County, Alabama",12.4,37.8,19.0,6.3,11.9,4.4,79.3,01,041
"Dallas County, Alabama",14.1,36.6,21.3,9.2,8.1,6.1,81.3,01,047
"Lauderdale County, Alabama",9.7,35.3,21.8,6.3,13.8,8.7,85.9,01,077
"Lowndes County, Alabama",17.7,36.1,18.6,7.6,9.5,4.2,76.0,01,085
"Macon County, Alabama",13.6,32.3,23.4,5.8,10.8,9.2,81.6,01,087
"Limestone County, Alabama",10.2,30.7,20.8,7.7,16.5,8.1,83.7,01,083
"Shelby County, Alabama",5.5,20.9,21.7,7.2,27.9,14.4,92.1,01,117
"St. Clair County, Alabama",11.0,36.2,23.2,8.8,10.6,5.4,84.2,01,115
"Winston County, Alabama",14.7,36.2,19.9,8.2,7.8,5.1,77.2,01,133
"Baldwin County, Alabama",7.2,27.8,22.0,9.6,20.4,10.3,90.2,01,003
"Cullman County, Alabama",11.5,35.9,20.7,10.7,9.5,5.4,82.1,01,043
"Elmore County, Alabama",9.5,34.1,20.2,9.2,14.4,8.4,86.4,01,051
"Houston County, Alabama",10.4,31.9,23.3,9.3,13.2,7.7,85.3,01,069
"Jackson County, Alabama",12.1,40.7,18.5,8.8,8.6,4.8,81.4,01,071
"Talladega County, Alabama",12.8,35.1,23.1,8.7,8.2,5.3,80.5,01,121
"Tuscaloosa County, Alabama",8.7,29.4,21.4,7.1,18.6,11.7,88.2,01,125
"Washington County, Alabama",12.1,44.8,17.3,9.7,6.8,3.9,82.4,01,129
"Clay County, Alabama",14.0,33.7,20.4,8.9,5.9,4.3,73.3,01,027
"Coffee County, Alabama",9.8,29.3,22.7,10.6,14.7,8.0,85.4,01,031
"Morgan County, Alabama",10.9,29.9,23.3,8.5,14.4,6.5,82.5,01,103
"Pike County, Alabama",14.5,33.0,17.6,5.7,14.9,9.8,81.1,01,109
"Chilton County, Alabama",12.3,43.4,16.6,6.7,9.5,5.6,81.8,01,021
"Colbert County, Alabama",11.2,33.7,23.6,7.8,11.5,7.3,83.9,01,033
"Sherburne County, Minnesota",4.0,27.7,26.3,13.2,19.9,7.5,94.5,27,141
"Wadena County, Minnesota",6.8,36.9,27.2,12.4,8.9,4.0,89.4,27,159
"Benton County, Minnesota",5.0,31.5,25.0,13.6,16.3,5.8,92.2,27,009
"Carver County, Minnesota",2.2,19.6,18.0,11.1,33.5,13.9,96.1,27,019
"Freeborn County, Minnesota",6.3,36.8,23.2,12.9,12.1,4.7,89.7,27,047
"Itasca County, Minnesota",4.9,31.4,27.3,12.1,15.5,7.2,93.4,27,061
"McLeod County, Minnesota",4.8,36.9,22.2,14.9,12.8,5.2,92.1,27,085
"Pope County, Minnesota",3.9,32.2,23.0,16.3,15.7,6.5,93.7,27,121
"Ramsey County, Minnesota",4.5,21.4,19.0,8.3,24.9,16.7,90.1,27,123
"Stevens County, Minnesota",3.1,27.0,19.8,16.8,21.2,7.6,92.4,27,149
"Swift County, Minnesota",7.4,35.6,21.9,14.6,13.3,3.8,89.1,27,151
"Winona County, Minnesota",4.3,27.1,23.4,12.7,19.3,10.2,92.8,27,169
"Cottonwood County, Minnesota",5.2,35.6,24.9,9.3,15.4,5.1,90.3,27,033
"Scott County, Minnesota",2.9,22.9,20.6,12.5,28.1,10.9,94.9,27,139
"Dodge County, Minnesota",3.9,33.7,22.9,13.5,18.1,6.5,94.7,27,039
"Wabasha County, Minnesota",5.0,35.9,23.6,11.2,14.8,6.9,92.4,27,157
"Pipestone County, Minnesota",6.9,34.3,21.7,10.4,15.7,4.8,86.8,27,117
"Crow Wing County, Minnesota",5.0,30.4,25.1,13.3,15.8,8.7,93.4,27,035
"Norman County, Minnesota",5.9,39.9,21.2,12.2,13.9,3.6,90.8,27,107
"Wright County, Minnesota",4.1,28.7,25.2,13.1,20.3,7.1,94.4,27,171
"Nicollet County, Minnesota",3.5,27.2,20.7,13.4,21.5,10.8,93.5,27,103
"Douglas County, Minnesota",3.6,29.5,21.0,19.1,17.8,7.4,94.8,27,041
"Grant County, Minnesota",5.5,34.2,23.9,16.2,14.1,4.5,92.8,27,051
"Kittson County, Minnesota",4.2,35.8,24.9,8.8,17.3,5.9,92.8,27,069
"Le Sueur County, Minnesota",5.9,34.4,22.7,12.7,16.3,5.6,91.6,27,079
"Mahnomen County, Minnesota",10.2,35.9,25.7,12.3,8.5,3.6,86.0,27,087
"Chisago County, Minnesota",4.4,33.5,26.0,13.4,15.2,6.0,94.0,27,025
"Redwood County, Minnesota",6.1,38.3,22.9,10.1,14.3,4.1,89.7,27,127
"Yellow Medicine County, Minnesota",5.4,36.1,24.7,14.2,11.8,3.9,90.7,27,173
"Todd County, Minnesota",6.4,37.1,21.8,13.6,11.0,3.6,87.0,27,153
"Beltrami County, Minnesota",6.8,28.6,23.2,12.3,17.2,9.8,91.0,27,007
"Blue Earth County, Minnesota",4.0,27.7,22.3,12.2,21.3,10.9,94.4,27,013
"Houston County, Minnesota",3.7,33.5,22.0,15.6,16.5,6.7,94.2,27,055
"Lac qui Parle County, Minnesota",3.7,37.7,24.6,12.1,13.8,5.1,93.3,27,073
"Lake of the Woods County, Minnesota",6.3,41.6,24.8,6.6,13.7,3.2,90.0,27,077
"Otter Tail County, Minnesota",5.8,30.2,22.7,13.8,17.3,7.4,91.3,27,111
"Waseca County, Minnesota",4.2,35.4,23.5,13.7,14.4,5.7,92.8,27,161
"St. Louis County, Minnesota",4.8,28.4,24.4,12.4,19.1,9.3,93.6,27,137
"Anoka County, Minnesota",4.2,28.4,23.6,12.9,20.2,8.5,93.7,27,003
"Stearns County, Minnesota",3.9,28.7,22.7,13.4,18.5,8.6,92.0,27,145
"Dakota County, Minnesota",3.3,21.1,21.2,11.3,28.2,12.8,94.7,27,037
"Lincoln County, Minnesota",5.5,38.4,20.5,12.9,16.5,3.2,91.5,27,081
"Lyon County, Minnesota",4.3,33.4,19.9,12.7,19.5,7.0,92.4,27,083
"Marshall County, Minnesota",6.7,36.4,20.4,11.8,15.3,4.8,88.6,27,089
"Mille Lacs County, Minnesota",7.5,38.4,24.8,11.1,10.8,4.7,89.8,27,095
"Renville County, Minnesota",6.2,36.4,25.5,12.4,11.2,3.3,88.8,27,129
"Washington County, Minnesota",2.5,21.7,21.0,11.1,27.6,14.7,96.1,27,163
"Carlton County, Minnesota",4.9,35.7,24.3,12.4,15.8,5.7,93.9,27,017
"Cook County, Minnesota",3.4,21.5,23.6,10.4,25.3,15.2,95.9,27,031
"Kanabec County, Minnesota",8.0,40.5,24.1,10.0,9.6,5.1,89.4,27,065
"Hansford County, Texas",11.2,27.3,23.8,3.8,12.5,3.4,70.9,48,195
"Swisher County, Texas",14.1,34.4,25.6,4.1,10.1,2.9,77.1,48,437
"Hunt County, Texas",10.2,34.5,24.0,6.9,12.2,6.9,84.5,48,231
"Camp County, Texas",9.4,38.0,21.6,7.1,11.8,4.9,83.3,48,063
"Guadalupe County, Texas",7.0,30.0,22.6,8.7,17.6,9.2,88.2,48,187
"Clay County, Texas",6.4,40.5,24.9,6.1,12.8,5.1,89.4,48,077
"Hartley County, Texas",11.6,39.0,21.3,3.5,12.9,4.1,80.8,48,205
"Hill County, Texas",11.5,33.8,22.5,8.5,11.0,5.4,81.1,48,217
"Limestone County, Texas",10.4,34.1,26.3,6.2,9.8,4.0,80.4,48,293
"Nacogdoches County, Texas",10.5,28.7,22.1,6.8,15.4,9.8,82.8,48,347
"Parmer County, Texas",11.3,33.8,17.2,4.3,12.3,3.8,71.3,48,369
"Parker County, Texas",6.3,27.7,26.4,8.4,19.0,8.0,89.4,48,367
"Presidio County, Texas",9.9,18.2,13.3,0.8,13.5,6.8,52.5,48,377
"Val Verde County, Texas",11.1,25.6,17.9,5.8,12.9,5.2,67.4,48,465
"Culberson County, Texas",13.3,33.8,17.0,3.6,6.6,2.4,63.4,48,109
"Ector County, Texas",15.5,29.4,24.4,6.1,10.9,4.1,75.0,48,135
"Garza County, Texas",19.4,27.6,18.2,2.0,8.1,2.1,58.0,48,169
"Glasscock County, Texas",5.7,23.5,20.8,5.2,20.0,5.3,74.9,48,173
"Grimes County, Texas",12.5,35.5,24.6,5.2,9.1,4.7,79.0,48,185
"Travis County, Texas",5.2,17.1,18.7,5.6,30.2,17.2,88.8,48,453
"Collin County, Texas",3.1,15.1,20.1,7.5,32.7,18.2,93.6,48,085
"Angelina County, Texas",10.8,31.3,25.3,7.9,11.3,5.5,81.1,48,005
"Collingsworth County, Texas",13.1,32.3,24.2,5.3,10.7,4.9,77.4,48,087
"Cottle County, Texas",14.3,32.9,21.1,4.7,10.7,5.9,75.4,48,101
"Hays County, Texas",6.1,22.1,23.8,6.6,24.2,12.4,89.0,48,209
"Erath County, Texas",8.5,24.4,26.2,6.6,18.5,9.3,85.1,48,143
"Brazoria County, Texas",6.8,25.5,24.1,8.2,19.1,10.7,87.5,48,039
"Motley County, Texas",8.0,32.7,34.4,7.0,12.4,3.2,89.8,48,345
"Donley County, Texas",6.6,32.0,32.4,5.6,12.9,6.0,88.8,48,129
"Atascosa County, Texas",12.3,37.5,19.4,4.7,9.6,4.6,75.8,48,013
"Coleman County, Texas",12.3,37.3,23.9,6.4,10.4,3.9,81.9,48,083
"Nolan County, Texas",10.2,34.1,24.8,8.2,9.7,3.6,80.4,48,353
"Hudspeth County, Texas",20.9,26.7,13.4,3.2,6.9,0.7,51.0,48,229
"Medina County, Texas",9.8,32.1,24.1,6.5,13.1,6.9,82.7,48,325
"Ward County, Texas",10.3,36.2,23.4,5.5,9.3,4.2,78.6,48,475
"Henderson County, Texas",10.0,33.9,24.4,6.9,12.0,6.1,83.3,48,213
"Harrison County, Texas",11.2,33.9,24.2,7.2,13.4,5.4,84.0,48,203
"Menard County, Texas",8.2,36.1,22.6,4.6,10.4,5.4,79.1,48,327
"Lamar County, Texas",10.2,34.2,26.0,7.4,12.0,5.1,84.6,48,277
"Fayette County, Texas",7.9,38.3,19.2,7.4,13.4,4.6,83.0,48,149
"Williamson County, Texas",3.9,20.5,23.8,8.4,26.9,13.3,93.0,48,491
"Kimble County, Texas",10.9,33.9,23.5,6.4,11.7,7.6,83.2,48,267
"Hutchinson County, Texas",10.5,32.7,30.5,8.6,10.0,3.8,85.5,48,233
"Washington County, Texas",9.3,29.7,23.2,7.8,16.7,7.2,84.6,48,477
"Morris County, Texas",7.7,39.1,27.9,5.2,10.1,6.0,88.2,48,343
"Orange County, Texas",8.2,38.6,26.5,8.3,12.1,3.6,89.1,48,361
"Stephens County, Texas",16.2,32.7,21.2,6.5,11.1,5.8,77.2,48,429
"Winkler County, Texas",13.6,28.6,24.0,6.4,8.3,2.4,69.6,48,495
"Harris County, Texas",8.6,23.3,20.5,6.2,19.5,11.0,80.5,48,201
"Andrews County, Texas",12.4,37.3,21.0,6.5,6.4,3.4,74.6,48,003
"Burnet County, Texas",6.8,30.8,24.0,8.4,16.0,8.1,87.3,48,053
"Gillespie County, Texas",4.9,29.9,21.5,5.1,24.3,9.1,89.9,48,171
"Gonzales County, Texas",11.7,35.8,20.4,3.8,9.7,3.5,73.2,48,177
"Dallas County, Texas",10.2,22.5,20.0,5.6,19.2,10.9,78.3,48,113
"Lynn County, Texas",11.4,32.5,23.7,3.8,13.7,3.2,76.9,48,305
"McMullen County, Texas",8.5,39.9,21.7,2.2,12.2,8.5,84.5,48,311
"Young County, Texas",12.0,34.5,24.5,4.0,13.4,6.2,82.6,48,503
"Zapata County, Texas",18.0,25.1,14.9,4.0,8.1,3.3,55.4,48,505
"Johnson County, Texas",9.9,33.0,25.1,7.5,13.4,5.1,84.1,48,251
"Hood County, Texas",6.9,29.5,27.1,6.0,18.2,8.0,88.9,48,221
"Hopkins County, Texas",9.1,36.5,23.3,5.9,11.7,5.7,83.0,48,223
"Ochiltree County, Texas",11.0,29.9,22.0,5.4,13.7,4.6,75.6,48,357
"King County, Texas",5.3,33.3,23.7,3.4,14.5,5.3,80.2,48,269
"Knox County, Texas",8.1,35.2,21.9,4.8,15.6,4.9,82.3,48,275
"McLennan County, Texas",9.6,28.0,23.2,10.0,14.8,8.1,84.0,48,309
"Cherokee County, Texas",12.4,31.2,22.5,7.4,12.6,5.5,79.2,48,073
"Concho County, Texas",16.1,28.2,18.8,2.7,8.3,3.0,61.0,48,095
"Delta County, Texas",10.8,35.0,27.3,5.5,12.6,4.7,85.1,48,119
"Edwards County, Texas",6.5,29.5,17.7,7.1,19.2,1.4,75.0,48,137
"Eastland County, Texas",10.5,34.8,27.5,7.9,8.2,4.5,83.0,48,133
"Jones County, Texas",16.9,39.9,23.3,3.5,8.9,2.0,77.6,48,253
"Jeff Davis County, Texas",8.7,14.7,24.3,4.3,18.4,17.9,79.6,48,243
"Jim Hogg County, Texas",17.0,33.1,21.2,6.1,8.7,2.5,71.6,48,247
"Jim Wells County, Texas",16.0,36.3,19.7,5.7,8.7,2.5,73.0,48,249
"Montgomery County, Texas",7.5,24.1,22.7,7.1,22.3,11.4,87.6,48,339
"Dallam County, Texas",15.5,29.2,22.5,4.2,8.4,4.0,68.2,48,111
"Dimmit County, Texas",11.4,30.7,21.1,2.4,6.1,4.0,64.3,48,127
"Webb County, Texas",13.9,26.9,16.0,6.4,12.3,5.2,66.7,48,479
"Fort Bend County, Texas",5.2,17.2,19.6,7.2,28.6,17.1,89.7,48,157
"Armstrong County, Texas",6.1,24.6,30.1,11.6,16.9,6.6,89.9,48,011
"Castro County, Texas",8.6,31.7,22.6,4.6,8.7,4.6,72.3,48,069
"Irion County, Texas",3.5,40.6,29.8,8.6,9.0,5.8,93.8,48,235
"Kleberg County, Texas",11.1,22.9,24.5,6.3,16.6,7.5,77.9,48,273
"Willacy County, Texas",11.9,36.7,15.7,3.9,6.8,2.2,65.4,48,489
"Cooke County, Texas",8.4,29.5,26.3,7.9,15.6,7.1,86.4,48,097
"Crosby County, Texas",13.7,36.0,21.0,5.1,10.4,2.6,75.0,48,107
"Dawson County, Texas",14.7,36.0,20.4,3.4,9.2,3.5,72.6,48,115
"Fisher County, Texas",7.3,31.2,25.5,8.6,13.4,4.6,83.2,48,151
"Duval County, Texas",17.6,33.1,19.6,6.3,5.3,3.3,67.7,48,131
"Burleson County, Texas",11.3,40.7,20.7,5.2,9.2,5.6,81.4,48,051
"Blanco County, Texas",4.2,30.1,23.7,7.7,17.7,10.8,89.9,48,031
"Dale County, Alabama",9.1,32.6,27.1,9.5,11.1,5.7,86.0,01,045
"Hale County, Alabama",13.8,42.7,17.6,6.3,9.9,4.5,81.1,01,065
"Etowah County, Alabama",11.6,32.5,25.3,8.4,10.4,6.5,83.1,01,055
"DeKalb County, Alabama",14.7,34.0,17.7,8.9,7.6,5.4,73.6,01,049
"Escambia County, Alabama",13.4,43.8,17.6,7.4,7.6,4.6,81.0,01,053
"Lamar County, Alabama",12.9,37.6,21.3,7.4,8.9,4.4,79.5,01,075
"Randolph County, Alabama",12.8,36.7,18.9,8.4,9.1,5.5,78.6,01,111
"Butler County, Alabama",12.5,40.4,16.6,7.9,9.6,6.5,81.1,01,013
"Mobile County, Alabama",10.1,32.6,22.3,8.3,15.2,7.8,86.3,01,097
"Perry County, Alabama",13.7,42.0,17.2,4.0,8.7,8.2,80.0,01,105
"Walker County, Alabama",12.4,37.3,22.8,8.8,6.7,4.4,80.0,01,127
"Cleburne County, Alabama",16.8,37.4,21.6,4.5,7.8,4.6,75.8,01,029
"Conecuh County, Alabama",13.8,48.0,16.8,5.5,5.2,3.5,79.0,01,035
"Greene County, Alabama",15.6,37.0,21.4,6.8,8.3,3.0,76.6,01,063
"Barbour County, Alabama",18.4,35.5,18.2,7.3,7.6,4.4,73.1,01,005
"Bibb County, Alabama",12.3,43.9,19.8,5.2,8.1,5.1,82.1,01,007
"Bullock County, Alabama",24.2,36.6,17.0,4.3,6.6,6.8,71.4,01,011
"Calhoun County, Alabama",11.8,32.2,25.8,7.4,10.2,7.6,83.2,01,015
"Chambers County, Alabama",13.1,38.4,21.6,7.5,9.0,4.3,80.9,01,017
"Clarke County, Alabama",13.1,44.3,17.3,6.9,8.4,4.6,81.5,01,025
"Fayette County, Alabama",13.1,37.9,20.0,7.1,10.1,4.6,79.6,01,057
"Montgomery County, Alabama",9.9,25.6,21.3,6.6,19.4,12.9,85.7,01,101
"Marshall County, Alabama",11.6,31.3,22.6,8.3,11.6,6.1,80.0,01,095
"Blount County, Alabama",12.9,32.3,21.9,12.5,8.7,4.4,79.8,01,009
"Henry County, Alabama",12.4,33.9,22.0,7.6,9.0,8.1,80.6,01,067
"Madison County, Alabama",6.2,21.1,20.8,8.4,25.2,15.4,90.8,01,089
"Autauga County, Alabama",9.3,33.6,21.5,7.6,14.5,10.5,87.7,01,001
"Tallapoosa County, Alabama",14.5,34.0,20.1,8.5,12.1,6.1,80.8,01,123
"Geneva County, Alabama",13.7,35.7,22.8,9.4,7.5,3.6,79.0,01,061
"Wilcox County, Alabama",14.6,43.2,18.6,5.3,8.0,4.0,79.1,01,131
"Aleutians West Census Area, Alaska",6.5,39.1,26.4,6.6,12.5,3.7,88.3,02,016
"Bristol Bay Borough, Alaska",3.4,34.9,30.2,7.2,15.2,5.1,92.6,02,060
"Kodiak Island Borough, Alaska",5.4,28.9,27.3,8.2,15.3,8.8,88.5,02,150
"Northwest Arctic Borough, Alaska",12.5,46.4,18.7,4.8,7.1,3.6,80.7,02,188
"Bethel Census Area, Alaska",11.1,44.7,18.7,4.2,7.8,4.8,80.2,02,050
"North Slope Borough, Alaska",7.8,40.0,26.2,6.8,10.9,4.4,88.4,02,185
"Sitka City and Borough, Alaska",4.8,26.5,24.0,10.1,19.6,13.3,93.5,02,220
"Fairbanks North Star Borough, Alaska",3.9,21.7,30.1,9.7,20.8,12.3,94.6,02,090
"Ketchikan Gateway Borough, Alaska",6.1,30.4,29.8,7.6,16.1,8.0,91.9,02,130
"Matanuska-Susitna Borough, Alaska",6.0,32.1,30.0,9.4,13.7,6.9,92.1,02,170
"Nome Census Area, Alaska",10.5,43.5,23.8,3.6,9.8,4.2,84.9,02,180
"Dillingham Census Area, Alaska",6.9,38.7,25.6,4.8,9.9,7.4,86.4,02,070
"Haines Borough, Alaska",1.8,28.4,27.5,5.9,21.6,13.1,96.6,02,100
"Yakutat City and Borough, Alaska",6.5,40.6,28.5,3.1,16.9,2.7,91.9,02,282
"Juneau City and Borough, Alaska",2.6,20.5,28.1,7.2,26.1,14.2,96.0,02,110
"Lake and Peninsula Borough, Alaska",6.1,45.1,23.6,3.0,8.4,7.6,87.7,02,164
"Southeast Fairbanks Census Area, Alaska",5.1,33.1,30.2,8.7,10.0,9.5,91.5,02,240
