County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Gloucester County, Virginia",7.0,32.7,23.9,10.4,14.3,8.5,89.8,51,073
"Northampton County, Virginia",12.0,33.4,18.7,5.8,14.3,8.9,81.1,51,131
"Patrick County, Virginia",14.1,34.3,21.0,9.1,9.0,5.2,78.7,51,141
"Powhatan County, Virginia",6.0,30.6,23.6,8.2,20.5,7.9,90.8,51,145
"Rockbridge County, Virginia",9.2,35.1,17.4,7.5,15.0,10.8,85.7,51,163
"Shenandoah County, Virginia",8.2,38.5,20.9,7.4,12.9,6.3,86.0,51,171
"Fauquier County, Virginia",5.2,27.4,20.9,7.8,21.8,13.5,91.4,51,061
"Norton city, Virginia",11.7,24.3,30.0,12.0,12.8,4.2,83.3,51,720
"Staunton city, Virginia",6.9,29.0,18.6,8.2,18.9,14.9,89.6,51,790
"Tulare County, California",11.7,25.8,21.7,7.3,9.3,4.6,68.6,06,107
"Yolo County, California",6.6,18.9,20.1,6.6,20.7,19.8,86.1,06,113
"Humboldt County, California",6.8,24.0,27.7,9.4,19.3,10.1,90.5,06,023
"Nevada County, California",4.5,18.5,28.5,10.8,22.8,13.0,93.5,06,057
"Alpine County, California",8.4,34.2,24.8,5.2,14.9,10.7,89.8,06,003
"Madera County, California",11.6,24.8,25.1,7.9,9.3,4.5,71.6,06,039
"Mendocino County, California",6.9,26.2,28.1,7.8,16.4,8.4,86.9,06,045
"Santa Cruz County, California",4.9,15.5,22.0,9.1,23.6,16.1,86.4,06,087
"Trinity County, California",7.7,31.9,30.1,8.3,15.4,4.1,89.8,06,105
"Los Angeles County, California",9.0,20.7,19.3,6.9,20.4,10.9,78.2,06,037
"Riverside County, California",9.7,26.4,25.2,8.0,13.7,7.8,81.1,06,065
"San Bernardino County, California",11.5,26.2,25.0,8.2,12.8,6.9,79.2,06,071
"Santa Clara County, California",5.4,14.8,15.9,6.8,26.8,23.2,87.6,06,085
"Marin County, California",3.0,11.2,18.1,6.4,32.5,25.0,93.2,06,041
"Placer County, California",3.4,19.1,26.6,11.3,25.0,12.5,94.5,06,061
"Siskiyou County, California",7.5,25.1,30.8,10.7,15.0,7.6,89.3,06,093
"Shasta County, California",6.7,25.7,32.1,11.5,14.0,7.4,90.7,06,089
"Solano County, California",6.5,23.3,28.7,10.0,17.9,7.7,87.6,06,095
"Del Norte County, California",13.2,32.1,26.3,8.8,8.7,5.7,81.6,06,015
"Colusa County, California",9.5,23.2,21.0,9.5,11.3,4.4,69.4,06,011
"Glenn County, California",13.5,27.3,24.9,7.4,10.1,2.8,72.5,06,021
"Butte County, California",7.1,22.6,29.3,10.2,17.7,8.9,88.8,06,007
"Kings County, California",14.2,25.5,26.1,8.2,9.3,3.8,72.9,06,031
"Plumas County, California",4.9,25.5,33.4,12.1,12.5,10.1,93.6,06,063
"San Luis Obispo County, California",5.2,19.8,26.6,10.1,21.2,12.9,90.5,06,079
"Fresno County, California",10.9,22.8,23.3,8.4,13.3,6.8,74.7,06,019
"Kern County, California",12.2,27.7,23.1,7.2,10.5,5.2,73.8,06,029
"Orange County, California",6.8,17.3,20.5,7.8,25.2,13.9,84.7,06,059
"Ventura County, California",6.3,18.9,23.5,9.0,20.4,12.2,84.0,06,111
"Calaveras County, California",6.7,27.6,31.2,12.0,12.6,6.7,90.0,06,009
"Sutter County, California",9.1,24.9,25.2,11.1,12.0,5.5,78.7,06,101
"San Mateo County, California",4.4,15.5,17.6,7.3,28.2,20.3,88.9,06,081
"Tuolumne County, California",7.4,29.2,31.5,9.5,13.1,7.5,90.7,06,109
"San Joaquin County, California",10.0,27.4,23.7,9.3,12.3,5.8,78.4,06,077
"Amador County, California",7.3,27.1,30.1,10.5,14.8,7.3,89.7,06,005
"Phillips County, Colorado",4.9,31.5,23.4,12.8,15.1,6.6,89.3,08,095
"Archuleta County, Colorado",5.9,23.3,22.4,7.8,24.4,12.6,90.5,08,007
"Denver County, Colorado",6.8,17.6,17.3,5.3,28.4,18.1,86.7,08,031
"Kiowa County, Colorado",3.7,40.9,26.1,7.4,14.7,6.3,95.4,08,061
"Huerfano County, Colorado",5.8,26.6,30.6,9.6,15.1,8.5,90.5,08,055
"Baca County, Colorado",9.0,26.6,26.1,11.3,16.0,5.4,85.5,08,009
"Chaffee County, Colorado",5.5,26.9,23.4,8.9,20.0,12.3,91.6,08,015
"Gilpin County, Colorado",1.3,22.6,32.4,6.4,24.2,12.3,98.0,08,047
"Kit Carson County, Colorado",6.5,39.3,22.4,9.2,10.7,5.2,86.8,08,063
"Garfield County, Colorado",6.4,28.5,19.9,8.9,19.6,10.6,87.5,08,045
"Gunnison County, Colorado",2.2,17.3,17.8,6.8,39.0,14.7,95.7,08,051
"Jefferson County, Colorado",3.9,20.7,22.4,8.0,27.2,16.0,94.3,08,059
"Mineral County, Colorado",2.5,18.5,30.4,8.3,24.4,14.9,96.4,08,079
"Ouray County, Colorado",1.8,17.4,22.9,8.4,29.1,20.3,98.0,08,091
"Rio Blanco County, Colorado",5.6,32.6,27.1,11.5,13.5,7.4,92.2,08,103
"Sedgwick County, Colorado",5.4,30.0,26.9,13.1,13.5,7.3,90.8,08,115
"Weld County, Colorado",7.0,27.3,24.3,9.1,18.6,8.4,87.7,08,123
"San Diego County, California",6.4,18.6,22.4,8.3,23.0,14.4,86.7,06,073
"Conejos County, Colorado",7.0,30.4,30.2,5.3,14.0,5.2,85.0,08,021
"Custer County, Colorado",4.6,20.0,33.3,7.1,23.4,9.8,93.7,08,027
"Costilla County, Colorado",9.5,25.2,27.7,4.1,10.0,10.8,77.8,08,023
"Adams County, Colorado",9.8,28.3,22.5,8.8,15.8,7.3,82.6,08,001
"Douglas County, Colorado",1.4,12.2,19.9,7.9,37.7,20.3,97.9,08,035
"Eagle County, Colorado",5.2,17.2,16.6,11.0,33.3,11.8,89.9,08,037
"Lake County, Colorado",7.6,33.4,14.8,7.4,23.9,7.2,86.8,08,065
"La Plata County, Colorado",3.2,19.6,25.3,7.1,26.7,16.5,95.2,08,067
"Moffat County, Colorado",6.7,40.1,25.6,7.3,11.9,5.2,90.1,08,081
"Pitkin County, Colorado",2.2,14.3,14.7,5.0,43.7,17.5,95.3,08,097
"Rio Grande County, Colorado",9.3,28.2,25.7,5.7,15.1,8.6,83.3,08,105
"Cheyenne County, Colorado",7.3,32.8,22.0,13.7,18.6,3.2,90.3,08,017
"Bent County, Colorado",9.3,46.2,19.9,8.6,7.0,3.3,84.9,08,011
"Crowley County, Colorado",10.8,43.7,21.1,12.0,5.1,3.0,84.9,08,025
"Dolores County, Colorado",6.5,37.7,24.7,8.6,13.6,6.2,90.9,08,033
"San Juan County, Colorado",0.7,37.4,18.0,11.3,25.2,4.6,96.5,08,111
"Jackson County, Colorado",9.8,34.5,30.0,4.0,13.9,2.6,85.1,08,057
"Larimer County, Colorado",2.9,19.5,21.4,8.9,27.6,18.3,95.8,08,069
"Logan County, Colorado",7.3,31.8,23.9,13.3,13.2,5.8,88.0,08,075
"Montezuma County, Colorado",6.8,29.4,25.8,6.8,17.4,10.6,90.0,08,083
"San Miguel County, Colorado",5.6,13.9,20.0,5.5,39.0,15.1,93.6,08,113
"Teller County, Colorado",4.4,25.4,23.9,11.6,21.1,13.1,95.1,08,119
"Boulder County, Colorado",3.2,12.4,15.6,6.2,32.6,27.8,94.6,08,013
"Elbert County, Colorado",3.1,25.2,25.0,11.2,24.3,10.7,96.3,08,039
"Las Animas County, Colorado",7.0,28.8,25.2,13.1,12.8,7.4,87.3,08,071
"Yuma County, Colorado",5.8,32.3,22.9,9.1,13.9,7.1,85.4,08,125
"Lincoln County, Colorado",8.0,53.2,15.6,5.7,9.5,3.7,87.8,08,073
"Routt County, Colorado",2.0,20.7,17.0,6.8,34.1,17.5,96.1,08,107
"Summit County, Colorado",3.9,20.0,17.9,7.7,35.6,12.2,93.4,08,117
"Alamosa County, Colorado",7.5,25.2,25.6,6.2,16.4,9.9,83.1,08,003
"Clear Creek County, Colorado",1.8,20.5,23.2,7.8,30.0,16.4,97.9,08,019
"Delta County, Colorado",7.7,37.6,24.1,7.9,12.7,6.7,88.9,08,029
"Fremont County, Colorado",7.9,39.0,25.6,8.1,10.7,6.4,89.8,08,043
"Bedford County, Pennsylvania",9.2,51.5,13.7,7.9,8.0,5.8,87.0,42,009
"Franklin County, Pennsylvania",9.1,42.4,15.9,8.2,12.2,8.4,87.1,42,055
"Union County, Pennsylvania",8.4,39.7,15.2,7.3,12.7,11.0,85.9,42,119
"Wayne County, Pennsylvania",7.5,43.4,18.5,7.2,12.1,8.3,89.5,42,127
"Monroe County, Pennsylvania",7.6,36.1,21.1,8.0,15.6,8.4,89.2,42,089
"Huntingdon County, Pennsylvania",8.3,50.3,15.6,7.6,10.4,4.8,88.8,42,061
"Washington County, Pennsylvania",5.5,38.5,15.1,9.7,19.2,9.9,92.3,42,125
"Philadelphia County, Pennsylvania",11.0,33.8,16.8,5.5,15.8,11.2,83.3,42,101
"York County, Pennsylvania",7.6,40.3,16.2,8.9,15.5,8.2,89.1,42,133
"Indiana County, Pennsylvania",6.5,43.7,14.6,8.6,13.6,9.1,89.6,42,063
"Cumberland County, Pennsylvania",5.6,33.1,15.8,8.2,21.2,13.5,91.9,42,041
"Allegheny County, Pennsylvania",4.1,28.4,16.2,9.5,23.4,16.5,94.1,42,003
"Westmoreland County, Pennsylvania",4.5,37.9,16.9,10.8,17.9,10.1,93.6,42,129
"Forest County, Pennsylvania",16.0,54.9,14.1,3.9,4.5,2.6,79.9,42,053
"Blair County, Pennsylvania",6.8,46.2,15.5,8.7,14.0,6.3,90.7,42,013
"Lawrence County, Pennsylvania",7.1,44.1,16.0,9.0,13.6,7.2,89.9,42,073
"Bradford County, Pennsylvania",8.1,47.3,14.9,8.8,12.0,6.0,89.1,42,015
"Cambria County, Pennsylvania",6.4,45.0,15.2,9.7,12.9,8.0,90.8,42,021
"Chester County, Pennsylvania",4.0,22.0,13.8,6.1,30.4,20.6,92.9,42,029
"Berks County, Pennsylvania",8.6,37.7,16.3,8.1,15.6,8.3,86.0,42,011
"Somerset County, Pennsylvania",7.8,49.9,14.1,8.0,10.3,5.4,87.8,42,111
"Mifflin County, Pennsylvania",9.6,51.5,14.0,6.7,8.4,3.8,84.3,42,087
"Mercer County, Missouri",5.6,47.4,16.0,7.0,10.7,6.8,87.9,29,129
"Madison County, Missouri",11.6,36.0,24.8,7.8,9.2,3.3,81.1,29,123
"Wright County, Missouri",10.7,43.8,18.9,5.9,7.0,4.8,80.4,29,229
"Clay County, Missouri",5.1,29.2,23.3,8.5,21.7,10.3,92.9,29,047
"Vernon County, Missouri",7.3,41.9,21.5,8.2,10.3,7.0,88.9,29,217
"Dent County, Missouri",10.9,41.1,18.9,6.7,8.4,4.6,79.6,29,065
"Saline County, Missouri",8.9,39.9,20.4,5.1,11.5,7.2,84.1,29,195
"Nodaway County, Missouri",4.1,40.1,20.2,5.4,15.2,11.6,92.6,29,147
"Worth County, Missouri",7.7,43.2,19.8,5.6,12.4,6.6,87.7,29,227
"Chariton County, Missouri",8.8,49.2,16.1,6.8,10.4,6.0,88.5,29,041
"Grundy County, Missouri",7.4,40.4,19.3,9.3,11.0,6.9,86.8,29,079
"Morgan County, Missouri",13.2,39.4,19.3,6.2,8.2,4.4,77.4,29,141
"Wayne County, Missouri",16.0,36.2,21.4,5.6,8.7,3.4,75.4,29,223
"Reynolds County, Missouri",16.9,40.6,19.2,7.2,7.0,2.8,76.8,29,179
"St. Louis County, Missouri",4.8,21.4,21.5,7.6,24.9,18.0,93.2,29,189
"Scott County, Missouri",10.9,42.7,21.7,5.5,8.2,5.5,83.5,29,201
"Stone County, Missouri",10.2,35.8,26.1,6.5,12.8,5.6,86.8,29,209
"Barry County, Missouri",11.7,41.7,20.3,6.9,8.5,4.2,81.6,29,009
"Barton County, Missouri",7.0,41.5,22.1,6.3,11.9,5.5,87.3,29,011
"Boone County, Missouri",4.4,21.0,19.5,7.1,25.9,20.0,93.5,29,019
"Cedar County, Missouri",9.7,41.4,21.9,6.7,8.9,4.9,83.8,29,039
"Cole County, Missouri",5.9,31.7,20.6,7.7,20.6,10.9,91.4,29,051
"Crawford County, Missouri",15.2,40.7,18.8,6.0,7.5,3.7,76.7,29,055
"Gasconade County, Missouri",7.8,42.4,18.7,9.4,11.3,5.9,87.6,29,073
"Iron County, Missouri",13.1,42.1,20.2,6.7,7.6,4.1,80.7,29,093
"Livingston County, Missouri",8.7,42.0,16.5,9.7,12.5,6.3,87.0,29,117
"Macon County, Missouri",7.8,45.0,20.4,7.1,10.2,5.0,87.8,29,121
"Moniteau County, Missouri",8.7,42.9,17.0,6.4,13.2,4.3,83.8,29,135
"Oregon County, Missouri",9.3,42.0,21.1,8.0,7.8,4.9,83.9,29,149
"Pemiscot County, Missouri",13.8,38.2,18.4,5.9,7.3,4.7,74.4,29,155
"Pettis County, Missouri",9.5,33.0,23.2,9.8,11.4,6.3,83.8,29,159
"Ste. Genevieve County, Missouri",8.3,41.8,21.0,8.9,9.7,5.9,87.3,29,186
"Shannon County, Missouri",12.5,44.3,18.2,5.2,9.5,4.7,81.9,29,203
"Randolph County, Missouri",9.2,35.9,24.1,11.3,9.1,5.6,85.9,29,175
"Douglas County, Missouri",13.9,45.1,18.5,7.3,6.2,3.2,80.4,29,067
"Dunklin County, Missouri",15.4,36.5,18.0,7.0,8.2,4.7,74.3,29,069
"Franklin County, Missouri",8.4,33.2,23.7,10.4,13.2,7.1,87.7,29,071
"Henry County, Missouri",8.8,42.7,23.0,6.3,11.1,4.9,87.9,29,083
"Howard County, Missouri",7.3,37.5,18.7,6.6,16.5,9.0,88.3,29,089
"Jackson County, Missouri",6.9,28.8,23.8,7.1,19.2,11.0,89.9,29,095
"Lawrence County, Missouri",12.2,36.4,24.3,6.4,11.2,4.8,83.0,29,109
"Miller County, Missouri",8.7,43.3,20.6,6.5,10.3,5.7,86.4,29,131
"Pulaski County, Missouri",6.7,29.1,25.4,10.2,16.6,9.2,90.5,29,169
"Putnam County, Missouri",6.7,41.9,19.5,10.3,12.6,5.5,89.9,29,171
"Taney County, Missouri",8.6,35.8,28.8,6.6,12.0,5.8,88.9,29,213
"Texas County, Missouri",13.1,41.1,22.1,5.3,9.6,4.2,82.3,29,215
"Buchanan County, Missouri",7.7,37.7,24.3,6.4,13.1,6.8,88.3,29,021
"Caldwell County, Missouri",7.3,43.5,20.9,7.9,12.6,4.9,89.7,29,025
"Callaway County, Missouri",9.4,38.0,19.0,7.4,14.5,7.1,86.0,29,027
"Cass County, Missouri",5.5,33.8,24.4,8.4,16.8,9.0,92.4,29,037
"Clinton County, Missouri",5.8,39.3,25.8,9.2,12.8,5.7,92.7,29,049
"Cooper County, Missouri",7.2,39.5,20.3,8.3,14.7,6.0,88.8,29,053
"Dallas County, Missouri",11.7,41.4,21.8,5.9,6.9,5.2,81.2,29,059
"Gentry County, Missouri",6.5,43.0,20.4,5.6,14.2,5.8,89.0,29,075
"Hickory County, Missouri",12.1,43.0,22.9,7.8,5.9,4.0,83.6,29,085
"Lincoln County, Missouri",9.4,42.6,19.9,9.7,10.7,5.0,87.9,29,113
"Mississippi County, Missouri",15.5,39.7,19.4,3.8,8.1,3.3,74.3,29,133
"Monroe County, Missouri",5.9,47.5,21.3,7.5,10.2,4.2,90.8,29,137
"Newton County, Missouri",8.5,34.4,24.8,8.5,12.9,6.5,87.1,29,145
"Ozark County, Missouri",10.3,46.1,19.5,5.4,7.5,6.1,84.6,29,153
"Pike County, Missouri",10.9,45.8,17.6,4.6,11.5,4.0,83.6,29,163
"St. Charles County, Missouri",4.0,25.3,22.6,9.4,24.3,12.8,94.5,29,183
"Bollinger County, Missouri",13.1,46.3,18.7,5.4,6.6,2.8,79.8,29,017
"Cape Girardeau County, Missouri",6.9,31.8,22.6,6.1,18.7,11.1,90.3,29,031
"Winchester city, Virginia",8.6,27.1,16.6,7.3,18.5,14.0,83.6,51,840
"Fluvanna County, Virginia",5.7,26.0,24.5,8.9,18.4,13.9,91.7,51,065
"Amelia County, Virginia",11.2,35.7,23.9,6.7,10.2,4.3,80.8,51,007
"Radford city, Virginia",5.8,23.0,20.5,10.2,18.5,15.9,88.2,51,750
"Accomack County, Virginia",10.7,39.0,17.3,6.3,11.4,8.2,82.2,51,001
"Craig County, Virginia",5.6,41.4,19.5,10.6,14.2,4.9,90.6,51,045
"Floyd County, Virginia",8.6,33.4,22.4,9.2,12.1,7.3,84.3,51,063
"Giles County, Virginia",7.6,38.0,23.2,8.7,10.0,7.0,87.0,51,071
"Grayson County, Virginia",10.4,38.8,19.4,10.1,9.6,3.2,81.1,51,077
"Nottoway County, Virginia",13.8,37.7,19.2,6.1,8.8,4.9,76.6,51,135
"Rappahannock County, Virginia",5.9,27.1,21.3,6.6,19.6,14.0,88.6,51,157
"Charles City County, Virginia",16.5,40.3,19.2,6.0,8.0,4.8,78.1,51,036
"Culpeper County, Virginia",9.2,31.7,22.9,6.8,14.6,8.8,84.9,51,047
"Dinwiddie County, Virginia",11.6,38.3,20.1,7.6,10.5,6.1,82.6,51,053
"Greene County, Virginia",9.4,30.6,20.4,6.9,15.3,11.4,84.6,51,079
"Hanover County, Virginia",5.0,26.2,20.5,8.2,25.2,12.8,92.9,51,085
"Lunenburg County, Virginia",15.8,37.0,22.3,6.5,7.8,2.8,76.3,51,111
"Orange County, Virginia",7.8,34.5,21.6,6.9,15.6,10.0,88.6,51,137
"Emporia city, Virginia",13.7,35.4,16.3,9.6,10.1,5.2,76.5,51,595
"Wythe County, Virginia",9.7,38.4,17.8,9.0,11.2,7.0,83.4,51,197
"Chesapeake city, Virginia",5.8,25.7,25.4,9.5,19.6,11.9,92.0,51,550
"Colonial Heights city, Virginia",5.5,32.9,25.2,8.9,15.2,8.4,90.5,51,570
"Harrisonburg city, Virginia",7.6,26.0,16.4,6.5,20.5,14.4,83.9,51,660
"Albemarle County, Virginia",4.9,17.7,16.0,5.4,26.7,25.6,91.4,51,003
"Bland County, Virginia",6.6,40.4,24.2,9.4,11.0,3.2,88.2,51,021
"Bedford County, Virginia",6.8,30.6,22.0,8.7,17.7,10.6,89.6,51,019
"Botetourt County, Virginia",4.3,32.9,21.8,9.5,18.5,9.8,92.5,51,023
"Buckingham County, Virginia",12.2,41.5,17.7,6.3,7.5,3.8,76.9,51,029
"Wise County, Virginia",14.2,32.2,21.8,7.6,8.6,5.3,75.6,51,195
"Bristol city, Virginia",10.8,33.6,20.5,7.3,15.1,8.0,84.4,51,520
"Covington city, Virginia",12.0,41.9,20.2,6.7,8.7,5.8,83.4,51,580
"Portsmouth city, Virginia",10.0,29.3,26.8,8.1,14.3,7.6,86.0,51,740
"Williamsburg city, Virginia",4.8,19.5,14.3,5.2,27.8,27.4,94.2,51,830
"Virginia Beach city, Virginia",4.6,21.9,26.1,10.5,22.7,12.1,93.4,51,810
"Alleghany County, Virginia",8.9,39.4,21.1,10.2,10.5,5.3,86.5,51,005
"Carroll County, Virginia",11.4,34.3,21.1,11.1,10.5,4.0,80.9,51,035
"Galax city, Virginia",15.3,36.2,23.5,6.4,5.7,4.6,76.5,51,640
"Washington County, Virginia",8.8,32.4,19.7,9.0,14.5,8.9,84.6,51,191
"Westmoreland County, Virginia",8.3,33.8,23.7,7.7,13.6,7.5,86.4,51,193
"Northumberland County, Virginia",7.0,32.3,24.1,8.0,15.7,10.6,90.7,51,133
"Page County, Virginia",11.6,44.8,17.7,5.3,8.7,4.5,81.0,51,139
"Pulaski County, Virginia",9.2,33.2,21.7,12.1,12.1,6.4,85.4,51,155
"Warren County, Virginia",10.2,36.1,21.7,7.4,14.0,6.9,86.1,51,187
"Alexandria city, Virginia",3.5,11.9,13.3,4.4,29.2,32.6,91.4,51,510
"Danville city, Virginia",12.2,28.4,24.1,9.2,11.9,7.0,80.5,51,590
"Fredericksburg city, Virginia",5.4,22.9,20.1,5.3,24.2,18.7,91.3,51,630
"Hampton city, Virginia",6.7,27.5,28.1,9.4,15.7,9.9,90.7,51,650
"Amherst County, Virginia",10.4,34.4,20.9,8.8,12.8,7.1,84.1,51,009
"Arlington County, Virginia",2.3,8.0,8.4,3.4,34.7,39.4,93.9,51,013
"Bath County, Virginia",7.9,41.9,23.2,6.6,11.5,4.4,87.5,51,017
"Hopewell city, Virginia",12.5,34.9,23.0,8.1,10.6,4.5,81.1,51,670
"Buchanan County, Virginia",14.2,36.4,17.8,6.6,6.7,4.1,71.6,51,027
"Newport News city, Virginia",7.4,27.8,26.9,9.7,15.3,9.5,89.3,51,700
"Frederick County, Virginia",7.5,32.4,19.6,8.4,16.8,10.9,88.2,51,069
"Stafford County, Virginia",4.2,22.4,23.8,8.9,22.8,15.9,93.7,51,179
"Lynchburg city, Virginia",7.7,24.8,21.5,8.1,20.1,13.5,88.0,51,680
"York County, Virginia",3.5,19.0,20.8,10.6,23.2,20.4,94.1,51,199
"Richmond city, Virginia",9.8,23.0,18.8,5.3,22.3,15.1,84.5,51,760
"Martinsville city, Virginia",12.5,30.0,20.5,9.6,13.1,7.8,80.9,51,690
"Nelson County, Virginia",7.6,32.2,16.7,6.1,15.8,14.9,85.7,51,125
"Essex County, Virginia",12.2,35.4,22.4,5.9,12.9,6.0,82.6,51,057
"Pittsylvania County, Virginia",11.4,35.6,23.5,9.2,9.4,4.7,82.4,51,143
"Tazewell County, Virginia",11.3,35.8,18.9,9.8,9.5,5.7,79.7,51,185
"Buena Vista city, Virginia",11.4,42.5,18.4,5.9,8.7,7.7,83.1,51,530
"Falls Church city, Virginia",1.6,7.3,8.5,4.3,35.6,42.5,98.2,51,610
"Manassas Park city, Virginia",10.4,24.7,17.8,8.3,21.7,9.7,82.3,51,685
"Petersburg city, Virginia",12.5,33.4,24.3,5.4,10.1,7.3,80.6,51,730
"Poquoson city, Virginia",2.4,24.5,20.6,9.3,24.2,17.3,95.9,51,735
"Sussex County, Virginia",18.4,40.5,17.3,3.7,7.4,4.3,73.3,51,183
"Fairfax city, Virginia",3.8,14.0,16.1,5.3,29.5,27.4,92.2,51,600
"Waynesboro city, Virginia",9.5,32.7,23.9,6.9,13.2,9.1,85.8,51,820
"Manassas city, Virginia",7.2,25.0,18.1,8.4,17.7,12.0,81.3,51,683
"Roanoke city, Virginia",8.7,31.8,20.9,9.2,14.3,8.9,85.0,51,770
"Salem city, Virginia",6.2,31.4,20.4,10.4,17.4,10.3,90.0,51,775
"Suffolk city, Virginia",7.8,28.0,23.9,9.5,16.3,11.0,88.6,51,800
"Norfolk city, Virginia",8.9,26.1,25.8,8.4,16.5,10.8,87.5,51,710
"Charlotte County, Virginia",10.5,41.9,18.3,9.3,7.8,4.0,81.4,51,037
"Chesterfield County, Virginia",5.0,23.8,21.2,8.5,23.8,14.5,91.9,51,041
"Fairfax County, Virginia",3.4,12.9,13.2,5.4,31.0,29.7,92.0,51,059
"Greensville County, Virginia",15.7,43.3,17.9,6.6,4.5,3.0,75.3,51,081
"Okanogan County, Washington",9.1,31.0,23.8,9.2,11.6,6.7,82.3,53,047
"Kittitas County, Washington",6.3,24.0,24.5,7.6,23.3,11.7,91.1,53,037
"Thurston County, Washington",4.1,22.1,26.4,10.9,21.6,12.9,93.8,53,067
"Benton County, Washington",4.9,24.4,24.9,10.4,18.6,11.4,89.7,53,005
"Columbia County, Washington",5.7,25.7,25.7,12.7,17.9,8.5,90.5,53,013
"Clark County, Washington",5.6,24.5,27.6,10.9,19.1,10.0,92.0,53,011
"Pueblo County, Colorado",7.3,29.0,26.6,11.4,13.8,7.9,88.8,08,101
"Montrose County, Colorado",6.6,33.5,24.7,7.7,15.7,7.8,89.3,08,085
"Morgan County, Colorado",9.5,31.2,23.7,8.4,10.8,6.3,80.5,08,087
"Park County, Colorado",2.5,29.2,28.6,10.1,20.2,8.3,96.4,08,093
"Saguache County, Colorado",9.0,28.3,22.7,3.6,17.0,9.0,80.5,08,109
"Mesa County, Colorado",6.8,28.3,26.3,8.4,18.1,9.0,90.2,08,077
"Prowers County, Colorado",9.3,25.8,28.4,11.1,11.1,4.9,81.3,08,099
"Hinsdale County, Colorado",6.5,20.6,25.9,5.4,31.8,9.0,92.8,08,053
"El Paso County, Colorado",4.3,20.1,25.1,11.2,22.6,14.6,93.7,08,041
"Washington County, Colorado",4.9,34.3,32.0,10.2,12.7,3.9,93.0,08,121
"Grand County, Colorado",3.7,27.5,19.7,9.9,28.8,9.5,95.4,08,049
"Arapahoe County, Colorado",4.4,20.7,21.6,8.4,26.8,14.8,92.3,08,005
"Otero County, Colorado",8.1,28.2,27.6,11.8,11.5,6.2,85.3,08,089
"Broomfield County, Colorado",2.4,14.5,19.5,8.3,33.9,19.6,95.8,08,014
"New Castle County, Delaware",6.0,29.7,18.7,6.9,20.6,15.1,91.0,10,003
"Sussex County, Delaware",8.8,33.4,18.8,9.5,14.5,10.6,86.8,10,005
"Kent County, Delaware",8.5,33.1,22.3,8.5,14.5,9.0,87.4,10,001
"District of Columbia, District of Columbia",5.8,17.6,13.0,3.1,23.8,32.8,90.3,11,001
"New Haven County, Connecticut",6.0,30.7,17.3,7.4,18.8,15.9,89.9,09,009
"Litchfield County, Connecticut",5.1,29.1,18.6,9.4,20.3,14.7,92.0,09,005
"Hartford County, Connecticut",6.0,27.1,17.0,7.9,21.2,16.1,89.4,09,003
"Windham County, Connecticut",7.7,32.7,21.6,9.6,14.8,9.6,88.4,09,015
"New London County, Connecticut",5.5,30.1,20.3,8.5,18.1,14.9,91.9,09,011
"Middlesex County, Connecticut",3.6,27.2,16.8,9.2,22.8,18.0,94.0,09,007
"Tolland County, Connecticut",4.0,27.2,18.2,9.1,22.5,17.2,94.1,09,013
"Fairfield County, Connecticut",5.1,22.0,14.9,6.1,25.8,20.6,89.4,09,001
"Washington County, Florida",13.5,41.1,22.4,5.7,7.2,4.1,80.5,12,133
"Duval County, Florida",7.6,27.9,22.7,10.1,19.4,9.2,89.4,12,031
"Bradford County, Florida",15.6,38.1,20.2,9.5,7.6,2.8,78.2,12,007
"Brevard County, Florida",5.8,28.5,22.9,12.0,17.5,10.9,91.7,12,009
"Clay County, Florida",6.3,31.3,24.9,11.3,16.4,7.3,91.1,12,019
"Lafayette County, Florida",16.6,38.4,17.0,4.4,6.8,7.1,73.9,12,067
"Lake County, Florida",7.7,33.3,22.8,10.2,14.5,7.9,88.6,12,069
"Nassau County, Florida",5.5,33.0,22.3,8.9,17.4,9.7,91.4,12,089
"Pinellas County, Florida",6.3,28.5,22.0,10.2,19.5,10.5,90.7,12,103
"Polk County, Florida",9.4,35.5,20.9,8.4,13.0,6.5,84.3,12,105
"St. Lucie County, Florida",8.2,34.0,21.9,10.7,12.8,6.8,86.2,12,111
"Glades County, Florida",14.4,39.5,16.5,6.7,7.5,3.4,73.7,12,043
"Hendry County, Florida",15.0,33.0,17.4,6.3,5.3,3.1,65.1,12,051
"Indian River County, Florida",7.1,30.9,19.9,9.9,17.1,10.7,88.4,12,061
"Jackson County, Florida",14.6,35.6,23.1,6.9,8.0,6.1,79.7,12,063
"Palm Beach County, Florida",6.0,24.9,19.6,8.8,21.8,13.0,88.1,12,099
"St. Johns County, Florida",3.9,21.3,21.0,9.2,27.3,15.7,94.4,12,109
"Seminole County, Florida",3.8,21.9,20.2,14.4,25.4,12.1,94.1,12,117
"Miami-Dade County, Florida",8.8,28.2,15.8,9.2,17.8,10.0,81.0,12,086
"Bay County, Florida",7.8,30.9,25.4,10.5,14.4,8.0,89.1,12,005
"Flagler County, Florida",5.5,33.5,25.0,9.8,14.9,8.7,91.9,12,035
"Franklin County, Florida",13.3,36.7,18.7,7.5,11.2,7.3,81.4,12,037
"Gulf County, Florida",11.1,36.6,21.6,7.6,12.6,6.0,84.3,12,045
