"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
5020,10.4,45019,Autauga County,2005,01,001
18249,11.4,42804,Baldwin County,2005,01,003
5694,22.4,29534,Barbour County,2005,01,005
3364,16.6,34212,Bibb County,2005,01,007
6248,11.4,40588,Blount County,2005,01,009
3628,38.2,21728,Bullock County,2005,01,011
4722,23.1,28058,Butler County,2005,01,013
18450,16.9,35937,Calhoun County,2005,01,015
5646,16.2,31538,Chambers County,2005,01,017
3898,16.2,33858,Cherokee County,2005,01,019
6627,16.1,36098,Chilton County,2005,01,021
3567,24.4,27512,Choctaw County,2005,01,023
5618,20.9,29531,Clarke County,2005,01,025
2158,15.8,33512,Clay County,2005,01,027
2217,15.5,34287,Cleburne County,2005,01,029
6747,15.1,37025,Coffee County,2005,01,031
8492,15.7,35590,Colbert County,2005,01,033
3640,27.7,24587,Conecuh County,2005,01,035
2063,18.7,31142,Coosa County,2005,01,037
6685,18.4,30847,Covington County,2005,01,039
3177,23.5,29410,Crenshaw County,2005,01,041
11578,14.7,36693,Cullman County,2005,01,043
7509,16.0,36422,Dale County,2005,01,045
15247,34.9,24936,Dallas County,2005,01,047
12847,19.4,31501,DeKalb County,2005,01,049
8913,13.1,45474,Elmore County,2005,01,051
7729,22.2,30600,Escambia County,2005,01,053
15975,15.8,32973,Etowah County,2005,01,055
3185,17.9,31720,Fayette County,2005,01,057
5909,19.5,29698,Franklin County,2005,01,059
5142,20.3,29492,Geneva County,2005,01,061
3244,33.9,22436,Greene County,2005,01,063
5133,30.4,27535,Hale County,2005,01,065
2881,17.6,33191,Henry County,2005,01,067
13792,14.9,37947,Houston County,2005,01,069
9932,18.8,32208,Jackson County,2005,01,071
100709,15.7,41821,Jefferson County,2005,01,073
2511,17.0,30373,Lamar County,2005,01,075
15862,18.5,33448,Lauderdale County,2005,01,077
5477,16.0,37871,Lawrence County,2005,01,079
24339,20.6,35320,Lee County,2005,01,081
8764,13.0,40745,Limestone County,2005,01,083
3838,29.5,25590,Lowndes County,2005,01,085
6493,32.0,23500,Macon County,2005,01,087
29958,10.3,50522,Madison County,2005,01,089
5456,25.2,29635,Marengo County,2005,01,091
5357,18.4,29800,Marion County,2005,01,093
15797,18.7,34668,Marshall County,2005,01,095
78423,20.0,36143,Mobile County,2005,01,097
5232,22.3,30964,Monroe County,2005,01,099
