"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
5627,11.6,45379,Autauga County,2004,01,001
16089,10.0,42227,Baldwin County,2004,01,003
6109,23.9,26495,Barbour County,2004,01,005
3476,17.1,34055,Bibb County,2004,01,007
6844,12.4,38643,Blount County,2004,01,009
2887,30.3,20485,Bullock County,2004,01,011
4310,21.0,27244,Butler County,2004,01,013
18663,16.9,34813,Calhoun County,2004,01,015
6030,17.2,30573,Chambers County,2004,01,017
3914,16.1,33564,Cherokee County,2004,01,019
6137,14.8,35507,Chilton County,2004,01,021
2968,20.2,27690,Choctaw County,2004,01,023
5633,20.9,28776,Clarke County,2004,01,025
1913,13.9,31194,Clay County,2004,01,027
2116,14.7,34128,Cleburne County,2004,01,029
6374,14.2,37066,Coffee County,2004,01,031
7963,14.7,34575,Colbert County,2004,01,033
3044,23.1,24334,Conecuh County,2004,01,035
1553,14.0,30173,Coosa County,2004,01,037
6834,18.7,29237,Covington County,2004,01,039
2527,18.6,28909,Crenshaw County,2004,01,041
10883,13.8,35150,Cullman County,2004,01,043
7884,16.7,34065,Dale County,2004,01,045
12053,27.4,24949,Dallas County,2004,01,047
10523,15.8,32286,DeKalb County,2004,01,049
8516,12.5,43645,Elmore County,2004,01,051
7243,20.1,29330,Escambia County,2004,01,053
16432,16.1,32727,Etowah County,2004,01,055
3133,17.4,30595,Fayette County,2004,01,057
5427,17.8,29234,Franklin County,2004,01,059
4631,18.1,28787,Geneva County,2004,01,061
2544,26.5,22439,Greene County,2004,01,063
3770,22.0,26841,Hale County,2004,01,065
2825,17.1,32441,Henry County,2004,01,067
14749,15.8,36616,Houston County,2004,01,069
8161,15.3,33733,Jackson County,2004,01,071
99413,15.4,38520,Jefferson County,2004,01,073
2492,16.8,29337,Lamar County,2004,01,075
13988,16.2,35166,Lauderdale County,2004,01,077
5067,14.7,34998,Lawrence County,2004,01,079
19031,16.0,34660,Lee County,2004,01,081
8657,12.7,41830,Limestone County,2004,01,083
3332,25.5,24967,Lowndes County,2004,01,085
5786,28.3,23378,Macon County,2004,01,087
34058,11.7,49441,Madison County,2004,01,089
4637,21.3,29138,Marengo County,2004,01,091
5237,17.9,28781,Marion County,2004,01,093
13378,15.8,34855,Marshall County,2004,01,095
79110,20.0,33191,Mobile County,2004,01,097
4366,18.5,30228,Monroe County,2004,01,099
40905,19.4,35680,Montgomery County,2004,01,101
15741,14.0,40978,Morgan County,2004,01,103
3285,30.4,21640,Perry County,2004,01,105
4161,20.8,27737,Pickens County,2004,01,107
6155,21.4,28077,Pike County,2004,01,109
3575,16.1,30973,Randolph County,2004,01,111
9455,19.4,29680,Russell County,2004,01,113
9264,13.1,41086,St. Clair County,2004,01,115
11854,7.0,61972,Shelby County,2004,01,117
3858,28.3,21189,Sumter County,2004,01,119
13778,17.8,34418,Talladega County,2004,01,121
6763,17.1,31464,Tallapoosa County,2004,01,123
27862,17.2,36598,Tuscaloosa County,2004,01,125
11206,16.2,32634,Walker County,2004,01,127
3214,18.1,32147,Washington County,2004,01,129
3904,30.4,19682,Wilcox County,2004,01,131
4168,17.2,28764,Winston County,2004,01,133
346,12.7,39828,Aleutians East Borough,2004,02,013
392,7.4,50670,Aleutians West Census Area,2004,02,016
23766,8.9,56604,Anchorage Borough,2004,02,020
3481,20.7,36057,Bethel Census Area,2004,02,050
85,7.6,57963,Bristol Bay Borough,2004,02,060
109,6.0,55983,Denali Borough,2004,02,068
863,17.6,40449,Dillingham Census Area,2004,02,070
6700,8.0,53085,Fairbanks North Star Borough,2004,02,090
245,10.7,40150,Haines Borough,2004,02,100
2295,7.5,60195,Juneau Borough,2004,02,110
4912,9.7,48474,Kenai Peninsula Borough,2004,02,122
1102,8.4,51328,Ketchikan Gateway Borough,2004,02,130
1106,8.5,52734,Kodiak Island Borough,2004,02,150
260,16.6,31869,Lake and Peninsula Borough,2004,02,164
7753,10.3,56084,Matanuska-Susitna Borough,2004,02,170
1664,18.2,40010,Nome Census Area,2004,02,180
852,12.4,58761,North Slope Borough,2004,02,185
1366,18.0,42226,Northwest Arctic Borough,2004,02,188
789,13.9,36555,Prince of Wales-Outer Ketchikan Census Area,2004,02,201
680,7.7,51494,Sitka Borough,2004,02,220
349,11.2,40614,Skagway-Hoonah-Angoon Census Area,2004,02,232
885,13.7,44889,Southeast Fairbanks Census Area,2004,02,240
887,9.0,51062,Valdez-Cordova Census Area,2004,02,261
1959,26.0,27077,Wade Hampton Census Area,2004,02,270
602,9.7,46189,Wrangell-Petersburg Census Area,2004,02,280
69,9.8,42353,Yakutat Borough,2004,02,282
1142,18.6,30930,Yukon-Koyukuk Census Area,2004,02,290
20387,29.8,26592,Apache County,2004,04,001
20661,17.1,36585,Cochise County,2004,04,003
19990,16.5,40040,Coconino County,2004,04,005
9231,18.2,33412,Gila County,2004,04,007
6631,22.3,31387,Graham County,2004,04,009
932,12.5,43095,Greenlee County,2004,04,011
3774,18.9,26722,La Paz County,2004,04,012
479545,13.3,48304,Maricopa County,2004,04,013
28500,15.4,34126,Mohave County,2004,04,015
25228,23.7,31554,Navajo County,2004,04,017
141318,15.6,38687,Pima County,2004,04,019
32345,15.1,40255,Pinal County,2004,04,021
7990,19.1,32901,Santa Cruz County,2004,04,023
24640,12.6,37309,Yavapai County,2004,04,025
32413,18.4,34230,Yuma County,2004,04,027
3325,16.8,33764,Arkansas County,2004,05,001
4143,18.0,33039,Ashley County,2004,05,003
5339,13.4,31300,Baxter County,2004,05,005
17691,9.5,47431,Benton County,2004,05,007
5097,14.4,32721,Boone County,2004,05,009
2427,20.4,27661,Bradley County,2004,05,011
811,14.8,30618,Calhoun County,2004,05,013
3836,14.3,29437,Carroll County,2004,05,015
3469,28.0,22319,Chicot County,2004,05,017
3600,17.1,30681,Clark County,2004,05,019
2674,16.2,28389,Clay County,2004,05,021
3458,13.7,33053,Cleburne County,2004,05,023
1288,14.4,36335,Cleveland County,2004,05,025
4685,19.8,30193,Columbia County,2004,05,027
3319,16.1,32865,Conway County,2004,05,029
13126,15.4,35418,Craighead County,2004,05,031
8244,14.3,36527,Crawford County,2004,05,033
11303,21.9,31381,Crittenden County,2004,05,035
3605,18.9,30771,Cross County,2004,05,037
1505,18.5,27876,Dallas County,2004,05,039
3332,23.3,25470,Desha County,2004,05,041
3403,18.7,30282,Drew County,2004,05,043
11844,12.8,41297,Faulkner County,2004,05,045
2823,15.6,33400,Franklin County,2004,05,047
2091,17.6,27239,Fulton County,2004,05,049
14276,15.5,32687,Garland County,2004,05,051
1902,11.0,40777,Grant County,2004,05,053
5960,15.3,34011,Greene County,2004,05,055
4362,18.8,28521,Hempstead County,2004,05,057
4594,14.9,33710,Hot Spring County,2004,05,059
2162,15.1,29555,Howard County,2004,05,061
5018,14.7,33823,Independence County,2004,05,063
2226,17.5,27309,Izard County,2004,05,065
3281,21.0,26579,Jackson County,2004,05,067
15656,20.4,32188,Jefferson County,2004,05,069
3857,16.4,30192,Johnson County,2004,05,071
1753,22.1,25966,Lafayette County,2004,05,073
3082,18.5,28902,Lawrence County,2004,05,075
2985,30.3,21580,Lee County,2004,05,077
2472,23.3,30087,Lincoln County,2004,05,079
1999,15.2,31054,Little River County,2004,05,081
3714,16.4,30878,Logan County,2004,05,083
6405,10.6,44551,Lonoke County,2004,05,085
2388,16.0,31215,Madison County,2004,05,087
2763,16.6,28329,Marion County,2004,05,089
7234,17.1,33112,Miller County,2004,05,091
10473,22.1,28638,Mississippi County,2004,05,093
2086,22.7,24684,Monroe County,2004,05,095
1500,16.3,28846,Montgomery County,2004,05,097
1757,18.7,29333,Nevada County,2004,05,099
1639,19.4,26925,Newton County,2004,05,101
4890,18.1,30731,Ouachita County,2004,05,103
1495,14.4,33094,Perry County,2004,05,105
6867,28.7,23132,Phillips County,2004,05,107
1618,14.8,30573,Pike County,2004,05,109
5087,20.3,28618,Poinsett County,2004,05,111
3684,18.4,27143,Polk County,2004,05,113
8619,15.8,34109,Pope County,2004,05,115
1365,15.1,31292,Prairie County,2004,05,117
53651,14.8,40499,Pulaski County,2004,05,119
3054,16.7,29577,Randolph County,2004,05,121
6383,25.1,26428,St. Francis County,2004,05,123
8202,9.1,46508,Saline County,2004,05,125
2029,18.4,27384,Scott County,2004,05,127
1639,20.6,22910,Searcy County,2004,05,129
17839,15.2,36863,Sebastian County,2004,05,131
2814,17.2,29876,Sevier County,2004,05,133
3140,18.2,26618,Sharp County,2004,05,135
2076,17.8,24731,Stone County,2004,05,137
7710,17.7,32721,Union County,2004,05,139
2773,17.0,28249,Van Buren County,2004,05,141
22316,12.8,38385,Washington County,2004,05,143
10227,15.0,35052,White County,2004,05,145
1920,24.0,24352,Woodruff County,2004,05,147
3193,15.1,30076,Yell County,2004,05,149
158587,11.1,57659,Alameda County,2004,06,001
153,13.2,42827,Alpine County,2004,06,003
2997,8.8,47459,Amador County,2004,06,005
31826,15.2,34891,Butte County,2004,06,007
4323,9.3,46052,Calaveras County,2004,06,009
2431,11.7,38350,Colusa County,2004,06,011
78512,7.8,65459,Contra Costa County,2004,06,013
4779,19.2,31502,Del Norte County,2004,06,015
12126,6.9,56629,El Dorado County,2004,06,017
170457,19.8,36930,Fresno County,2004,06,019
3940,14.4,34883,Glenn County,2004,06,021
19295,15.4,33281,Humboldt County,2004,06,023
26890,18.5,33674,Imperial County,2004,06,025
1895,10.5,38853,Inyo County,2004,06,027
129287,17.8,38689,Kern County,2004,06,029
21396,17.6,38238,Kings County,2004,06,031
10067,15.6,32757,Lake County,2004,06,033
4002,15.7,39143,Lassen County,2004,06,035
1640167,16.7,43518,Los Angeles County,2004,06,037
24064,17.9,37881,Madera County,2004,06,039
16556,7.0,67731,Marin County,2004,06,041
1973,11.0,37355,Mariposa County,2004,06,043
12503,14.4,36624,Mendocino County,2004,06,045
40505,17.0,38792,Merced County,2004,06,047
1429,15.5,29526,Modoc County,2004,06,049
1031,8.2,48083,Mono County,2004,06,051
50686,12.9,46971,Monterey County,2004,06,053
10036,7.8,53184,Napa County,2004,06,055
7685,7.9,49811,Nevada County,2004,06,057
300866,10.2,58605,Orange County,2004,06,059
17543,5.6,64642,Placer County,2004,06,061
2092,9.8,41309,Plumas County,2004,06,063
229043,11.9,46885,Riverside County,2004,06,065
183173,13.6,47215,Sacramento County,2004,06,067
4866,8.8,57595,San Benito County,2004,06,069
295608,15.4,43179,San Bernardino County,2004,06,071
308791,10.9,51939,San Diego County,2004,06,073
84862,11.6,51815,San Francisco County,2004,06,075
90952,14.0,44814,San Joaquin County,2004,06,077
25038,10.4,46225,San Luis Obispo County,2004,06,079
45963,6.6,65425,San Mateo County,2004,06,081
48475,12.5,46706,Santa Barbara County,2004,06,083
141085,8.4,68842,Santa Clara County,2004,06,085
26245,10.8,52031,Santa Cruz County,2004,06,087
23808,13.4,37696,Shasta County,2004,06,089
309,9.1,37599,Sierra County,2004,06,091
6775,15.1,32531,Siskiyou County,2004,06,093
34400,8.7,57728,Solano County,2004,06,095
38637,8.4,53645,Sonoma County,2004,06,097
67834,13.6,43072,Stanislaus County,2004,06,099
10659,12.1,41289,Sutter County,2004,06,101
8759,14.5,34520,Tehama County,2004,06,103
1908,14.2,30307,Trinity County,2004,06,105
84862,20.9,34809,Tulare County,2004,06,107
6069,11.6,41067,Tuolumne County,2004,06,109
73267,9.3,59379,Ventura County,2004,06,111
19891,11.2,44810,Yolo County,2004,06,113
10263,15.6,34493,Yuba County,2004,06,115
42902,10.8,50229,Adams County,2004,08,001
2757,19.2,31587,Alamosa County,2004,08,003
43291,8.2,55615,Arapahoe County,2004,08,005
1258,10.6,40592,Archuleta County,2004,08,007
624,15.6,26580,Baca County,2004,08,009
972,20.4,27569,Bent County,2004,08,011
26824,9.8,57908,Boulder County,2004,08,013
2263,5.2,65375,Broomfield County,2004,08,014
1809,11.6,37226,Chaffee County,2004,08,015
223,11.6,36563,Cheyenne County,2004,08,017
616,6.7,58677,Clear Creek County,2004,08,019
1624,19.1,27077,Conejos County,2004,08,021
767,22.4,22165,Costilla County,2004,08,023
947,27.8,24435,Crowley County,2004,08,025
413,10.7,40332,Custer County,2004,08,027
3661,12.5,35280,Delta County,2004,08,029
83596,15.2,41767,Denver County,2004,08,031
208,11.4,32357,Dolores County,2004,08,033
9237,3.7,94658,Douglas County,2004,08,035
2837,6.0,59037,Eagle County,2004,08,037
1240,5.4,69631,Elbert County,2004,08,039
57004,10.3,50312,El Paso County,2004,08,041
5485,14.2,35129,Fremont County,2004,08,043
4046,8.2,50119,Garfield County,2004,08,045
276,5.6,54194,Gilpin County,2004,08,047
951,7.2,49907,Grand County,2004,08,049
1519,11.4,38979,Gunnison County,2004,08,051
60,7.8,38891,Hinsdale County,2004,08,053
1354,19.7,26649,Huerfano County,2004,08,055
173,12.0,33476,Jackson County,2004,08,057
