County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Van Buren County, Iowa",6.1,4.7,38.9,23.8,12.0,9.2,5.2,19,177
"Adams County, Iowa",3.0,3.3,39.1,23.1,16.0,11.9,3.6,19,003
"Audubon County, Iowa",2.2,8.3,37.1,23.3,12.0,12.0,5.1,19,009
"Davis County, Iowa",14.4,2.5,32.5,18.5,12.6,14.9,4.6,19,051
"Ida County, Iowa",1.5,5.2,38.8,21.5,14.3,14.5,4.1,19,093
"Monroe County, Iowa",4.8,7.5,39.1,23.1,8.1,14.7,2.6,19,135
"Sioux County, Iowa",4.4,5.3,30.2,17.9,13.1,20.1,9.0,19,167
"Calhoun County, Iowa",2.0,4.2,38.0,23.7,13.5,12.3,6.3,19,025
"Cerro Gordo County, Iowa",2.4,5.0,30.6,23.3,15.2,16.5,7.1,19,033
"Hardin County, Iowa",2.9,4.7,34.7,23.0,14.0,14.0,6.7,19,083
"Lucas County, Iowa",2.5,5.4,41.3,23.3,10.5,13.5,3.5,19,117
"Palo Alto County, Iowa",1.7,5.6,29.2,23.4,14.6,18.3,7.2,19,147
"Henry County, Iowa",2.3,5.1,36.0,23.5,13.4,14.5,5.2,19,087
"Jasper County, Iowa",1.9,4.2,41.4,21.8,12.0,13.6,5.2,19,099
"Poweshiek County, Iowa",2.3,3.8,37.9,20.3,9.6,14.9,11.3,19,157
"Clayton County, Iowa",3.9,6.2,43.2,18.6,10.5,13.7,4.0,19,043
"Bremer County, Iowa",1.5,2.1,32.9,18.8,14.0,20.1,10.5,19,017
"Emmet County, Iowa",3.8,5.5,32.8,25.2,13.9,14.1,4.7,19,063
"Hancock County, Iowa",2.0,4.6,36.3,18.6,14.6,18.9,4.9,19,081
"Jackson County, Iowa",3.1,4.3,42.0,20.8,10.6,13.2,6.0,19,097
"Lee County, Iowa",1.4,5.7,40.8,23.4,12.3,11.9,4.5,19,111
"Warren County, Iowa",1.1,3.6,30.8,21.5,11.2,22.8,9.1,19,181
"Mahaska County, Iowa",2.9,5.0,39.6,20.3,10.3,15.5,6.5,19,123
"Clay County, Iowa",2.1,4.4,34.4,25.4,11.0,16.6,6.2,19,041
"Delaware County, Iowa",2.7,5.6,42.8,19.1,13.2,11.8,4.8,19,055
"Bacon County, Georgia",4.3,13.6,42.4,21.0,8.2,6.4,4.1,13,005
"Brantley County, Georgia",5.2,16.0,44.6,16.5,8.9,4.3,4.5,13,025
"Ben Hill County, Georgia",4.9,11.5,45.3,17.7,9.3,7.5,3.7,13,017
"Burke County, Georgia",6.0,13.9,38.3,18.8,9.7,8.5,4.7,13,033
"Catoosa County, Georgia",3.1,9.4,32.9,23.9,9.3,14.8,6.6,13,047
"Chattahoochee County, Georgia",2.2,3.5,28.3,28.8,7.7,20.9,8.6,13,053
"Chattooga County, Georgia",10.2,15.9,40.1,18.5,6.3,5.3,3.6,13,055
"Columbia County, Georgia",2.4,4.9,23.8,22.0,10.6,22.5,13.9,13,073
"Decatur County, Georgia",6.7,10.8,36.7,22.5,9.5,8.0,5.8,13,087
"Floyd County, Georgia",6.9,10.7,34.3,19.2,8.0,11.6,9.3,13,115
"Forsyth County, Georgia",3.2,3.9,15.6,17.3,7.0,34.7,18.5,13,117
"Habersham County, Georgia",8.7,11.7,34.7,19.2,6.4,10.7,8.7,13,137
"Hart County, Georgia",5.0,13.5,36.9,21.1,7.7,10.0,5.7,13,147
"Lowndes County, Georgia",3.4,10.0,31.4,20.5,9.4,15.4,9.9,13,185
"McIntosh County, Georgia",0.9,13.9,37.4,21.4,8.8,10.6,7.0,13,191
"Meriwether County, Georgia",5.4,14.9,39.8,24.1,5.4,6.3,4.1,13,199
"Monroe County, Georgia",3.6,10.7,33.3,19.3,6.3,14.5,12.3,13,207
"Putnam County, Georgia",3.0,9.4,37.6,19.8,6.8,14.3,9.0,13,237
"Sumter County, Georgia",7.0,11.6,34.7,19.5,9.0,10.5,7.7,13,261
"Taliaferro County, Georgia",11.7,17.2,46.2,12.2,4.5,5.2,2.9,13,265
"Warren County, Georgia",9.8,17.0,39.8,14.2,6.9,8.1,4.2,13,301
"Thomas County, Kansas",1.7,5.1,26.4,29.4,14.9,16.4,6.2,20,193
"Wayne County, Iowa",6.8,5.3,44.4,19.0,11.8,8.8,3.9,19,185
"Scott County, Iowa",2.5,4.7,29.6,21.0,10.5,19.9,11.9,19,163
"Sherman County, Kansas",1.6,6.1,30.3,28.4,11.9,16.9,4.9,20,181
"Morris County, Kansas",2.5,6.3,36.1,24.9,8.8,15.4,6.0,20,127
"Rooks County, Kansas",2.2,9.1,30.4,24.5,10.7,16.8,6.2,20,163
"Clark County, Kansas",2.5,2.8,27.2,30.9,10.6,20.0,6.1,20,025
"Harper County, Kansas",2.2,8.1,39.1,27.6,6.7,9.5,6.8,20,077
"Lyon County, Kansas",6.0,5.7,29.3,23.7,7.7,16.6,10.9,20,111
"Pawnee County, Kansas",2.2,7.1,33.1,27.3,10.7,14.7,4.9,20,145
"Comanche County, Kansas",3.0,3.1,34.9,31.7,11.3,13.3,2.7,20,033
"Gove County, Kansas",3.7,4.3,36.3,23.7,12.4,15.9,3.7,20,063
"Harvey County, Kansas",4.0,5.6,23.7,25.3,8.2,20.5,12.7,20,079
"Kearny County, Kansas",11.2,12.9,32.4,20.7,8.1,8.0,6.7,20,093
"McPherson County, Kansas",5.0,3.7,27.9,23.9,11.4,19.9,8.0,20,113
"Desha County, Arkansas",6.6,12.3,44.6,18.8,3.6,10.4,3.7,05,041
"Fulton County, Arkansas",6.8,7.6,35.8,29.7,7.8,9.3,2.9,05,049
"Howard County, Arkansas",4.9,9.8,38.4,23.8,9.5,10.2,3.3,05,061
"Garland County, Arkansas",3.0,7.9,31.4,27.8,8.3,13.9,7.7,05,051
"Mississippi County, Arkansas",7.3,11.6,38.8,21.5,7.0,8.7,5.1,05,093
"Pope County, Arkansas",6.2,9.3,35.2,20.6,6.0,15.1,7.7,05,115
"Prairie County, Arkansas",4.8,12.0,39.9,21.3,6.5,11.0,4.4,05,117
"Union County, Arkansas",3.4,11.7,35.5,21.1,7.2,15.1,6.0,05,139
"Woodruff County, Arkansas",6.9,11.4,43.8,17.0,6.9,9.9,4.1,05,147
"Cleburne County, Arkansas",4.6,9.5,42.8,20.0,7.6,9.3,6.2,05,023
"Cleveland County, Arkansas",2.5,7.9,46.6,20.0,6.8,11.1,5.1,05,025
"Jackson County, Arkansas",7.0,12.9,42.5,21.0,6.5,6.3,3.8,05,067
"Hempstead County, Arkansas",7.0,10.4,36.8,20.6,10.1,10.2,4.9,05,057
"Sharp County, Arkansas",4.9,11.6,40.9,24.6,7.8,6.7,3.5,05,135
"Stone County, Arkansas",8.7,10.1,34.9,22.6,9.8,9.7,4.1,05,137
"Washington County, Arkansas",6.7,8.3,25.7,20.5,5.4,20.1,13.2,05,143
"Baxter County, Arkansas",2.6,8.7,36.3,25.4,9.1,11.4,6.5,05,005
"Ashley County, Arkansas",6.2,10.5,43.7,20.9,6.4,8.8,3.6,05,003
"Craighead County, Arkansas",3.9,6.8,34.6,20.9,7.6,16.5,9.7,05,031
"Greene County, Arkansas",3.2,8.6,45.9,21.1,5.1,11.1,5.0,05,055
"Perry County, Arkansas",5.2,9.9,41.7,24.0,6.6,8.8,3.8,05,105
"Poinsett County, Arkansas",7.6,12.1,43.1,21.3,4.9,7.9,3.2,05,111
"Sevier County, Arkansas",11.8,11.7,37.5,19.2,7.0,8.1,4.7,05,133
"Calhoun County, Arkansas",4.5,11.2,44.7,17.7,10.5,7.4,4.0,05,013
"Clark County, Arkansas",3.2,6.8,30.2,24.1,9.0,17.1,9.5,05,019
"Lawrence County, Arkansas",6.0,9.8,38.6,23.1,7.0,10.7,4.7,05,075
"Monroe County, Arkansas",8.0,13.1,41.3,20.3,4.6,9.7,3.0,05,095
"Conway County, Arkansas",4.8,8.1,43.8,19.4,8.2,10.9,4.7,05,029
"Newton County, Arkansas",5.5,8.0,35.4,24.3,6.3,14.2,6.3,05,101
"Arkansas County, Arkansas",6.6,9.5,38.9,20.4,8.8,11.0,4.7,05,001
"Lonoke County, Arkansas",3.4,7.5,36.7,22.3,9.5,14.2,6.4,05,085
"Carroll County, Arkansas",6.5,7.2,35.9,23.8,5.3,14.4,6.8,05,015
"St. Francis County, Arkansas",5.4,12.6,37.6,25.7,8.2,6.5,3.8,05,123
"Pulaski County, Arkansas",3.3,6.3,26.0,22.9,7.2,20.7,13.6,05,119
"Merced County, California",18.7,12.2,25.3,22.8,7.3,9.1,4.7,06,047
"Mariposa County, California",3.6,5.8,24.4,31.1,10.5,15.9,8.6,06,043
"Modoc County, California",6.8,8.4,33.0,26.2,10.4,9.5,5.7,06,049
"Contra Costa County, California",5.6,4.9,17.3,21.4,8.4,26.2,16.1,06,013
"Inyo County, California",4.6,6.9,28.6,24.8,8.0,16.7,10.5,06,027
"Stanislaus County, California",11.3,9.8,29.3,24.9,7.6,11.8,5.2,06,099
"Santa Barbara County, California",12.4,6.7,17.8,21.2,7.8,20.2,14.0,06,083
"Tehama County, California",7.2,8.3,30.1,30.5,8.3,11.1,4.6,06,103
"Mono County, California",6.0,5.5,24.2,28.0,7.5,21.0,7.8,06,051
"San Benito County, California",13.1,6.4,24.8,25.9,10.1,13.6,6.1,06,069
"Crawford County, Georgia",5.4,11.5,40.0,26.0,6.6,5.3,5.3,13,079
"Bryan County, Georgia",3.2,5.2,24.3,23.6,10.6,20.5,12.6,13,029
"Butts County, Georgia",3.3,16.1,44.7,17.3,6.3,8.7,3.5,13,035
"Camden County, Georgia",1.9,6.8,32.2,26.7,8.5,15.1,8.8,13,039
"Early County, Georgia",5.8,13.8,37.1,20.0,8.2,10.6,4.5,13,099
"Coffee County, Georgia",7.9,16.4,37.2,17.9,7.6,7.8,5.2,13,069
"Coweta County, Georgia",3.3,7.5,28.6,22.7,7.7,20.5,9.8,13,077
"Gilmer County, Georgia",7.6,10.7,35.4,18.2,7.7,12.1,8.3,13,123
"Walton County, Georgia",3.0,10.1,36.0,21.1,8.0,14.2,7.6,13,297
"Wilkes County, Georgia",6.0,10.3,44.0,18.6,7.3,8.0,5.8,13,317
"Dodge County, Georgia",3.4,11.1,44.2,19.1,8.1,9.9,4.4,13,091
"Gordon County, Georgia",8.5,13.6,34.9,21.7,6.7,8.7,5.9,13,129
"Cherokee County, Georgia",3.0,4.9,22.4,23.3,8.2,26.4,11.8,13,057
"Fayette County, Georgia",1.4,3.2,20.9,19.4,8.8,28.9,17.3,13,113
"Lee County, Georgia",1.4,7.7,29.8,23.9,11.8,15.3,10.1,13,177
"Pickens County, Georgia",4.7,10.0,31.5,22.2,8.5,13.9,9.3,13,227
"Greene County, Georgia",5.8,8.9,33.4,18.7,6.4,15.6,11.2,13,133
"Cook County, Georgia",5.4,15.5,36.3,19.9,9.4,8.4,5.1,13,075
"Dawson County, Georgia",3.5,9.3,29.1,21.3,6.2,19.5,11.1,13,085
"Fulton County, Georgia",2.4,5.0,17.7,16.0,6.0,31.2,21.7,13,121
"Hawaii County, Hawaii",2.7,5.0,30.2,22.4,10.3,19.8,9.6,15,001
"Honolulu County, Hawaii",3.9,4.3,25.9,20.3,10.7,22.9,12.1,15,003
"Kauai County, Hawaii",4.0,3.5,30.0,19.7,13.6,20.1,9.1,15,007
"Kalawao County, Hawaii",4.8,4.8,27.4,22.6,16.1,19.4,4.8,15,005
"Cassia County, Idaho",7.7,8.7,29.8,26.2,9.0,13.7,4.9,16,031
"Lincoln County, Idaho",12.6,10.8,33.3,24.2,8.9,7.5,2.7,16,063
"Valley County, Idaho",1.3,4.1,26.7,30.3,7.2,19.8,10.6,16,085
"Franklin County, Idaho",1.8,7.8,37.8,26.9,7.9,12.5,5.2,16,041
"Nez Perce County, Idaho",1.2,6.8,32.1,27.3,9.7,16.7,6.2,16,069
"Kootenai County, Idaho",1.1,5.8,27.2,29.7,11.1,16.7,8.5,16,055
"Minidoka County, Idaho",11.9,8.9,32.1,24.6,8.4,9.4,4.7,16,067
"Twin Falls County, Idaho",5.5,7.4,27.2,26.8,12.5,12.9,7.7,16,083
"Blaine County, Idaho",4.7,6.6,25.6,20.1,7.6,23.6,11.7,16,013
"Boise County, Idaho",1.0,4.6,30.6,23.7,12.9,17.2,9.9,16,015
"Butte County, Idaho",1.1,6.1,36.0,31.0,9.6,11.9,4.2,16,023
"Gooding County, Idaho",9.7,11.2,35.0,19.8,7.1,11.1,6.1,16,047
"Ada County, Idaho",1.4,3.4,22.4,24.3,9.9,25.5,13.0,16,001
"Bear Lake County, Idaho",1.4,5.1,38.4,26.1,10.2,14.1,4.8,16,007
"Bingham County, Idaho",4.9,6.0,31.3,26.2,10.4,14.9,6.3,16,011
"Camas County, Idaho",3.0,3.7,43.2,26.8,7.1,9.0,7.2,16,025
"Clearwater County, Idaho",2.3,7.3,35.5,29.5,7.6,13.1,4.8,16,035
"Jefferson County, Idaho",4.6,5.2,25.5,23.6,16.4,17.8,6.9,16,051
"Lane County, Oregon",2.4,5.7,23.2,28.7,9.6,18.4,12.1,41,039
"Surry County, Virginia",5.5,9.6,36.2,21.9,6.2,13.5,7.1,51,181
"Clarke County, Virginia",4.8,6.1,29.6,18.0,9.3,17.3,14.8,51,043
"Mecklenburg County, Virginia",7.7,10.4,31.8,21.2,8.8,14.2,6.0,51,117
"Augusta County, Virginia",3.9,8.7,38.7,18.8,7.1,14.8,7.9,51,015
"Goochland County, Virginia",3.2,5.4,23.8,18.6,7.2,25.8,16.0,51,075
"Madison County, Virginia",5.2,8.8,36.3,20.7,5.7,15.2,8.2,51,113
"Roanoke County, Virginia",2.6,5.1,25.0,19.7,12.1,22.8,12.8,51,161
"Brunswick County, Virginia",4.4,17.1,36.4,23.1,5.5,8.2,5.4,51,025
"Northampton County, Virginia",6.3,11.2,35.0,18.0,6.9,13.4,9.2,51,131
"Rockbridge County, Virginia",5.1,8.1,33.7,18.2,8.2,16.0,10.6,51,163
"Norton city, Virginia",4.0,12.0,24.0,26.5,10.8,14.9,7.9,51,720
"Colonial Heights city, Virginia",3.5,5.0,31.4,24.4,10.2,17.1,8.4,51,570
"Bland County, Virginia",4.4,7.0,42.4,21.3,10.7,10.5,3.7,51,021
"Botetourt County, Virginia",3.4,3.8,32.3,20.7,11.4,17.2,11.2,51,023
"Bristol city, Virginia",3.2,12.1,29.7,21.7,7.9,15.0,10.4,51,520
"Williamsburg city, Virginia",1.1,4.2,18.7,14.4,4.9,27.1,29.6,51,830
"Carroll County, Virginia",8.1,11.1,36.0,19.3,10.5,10.7,4.3,51,035
"San Francisco County, California",7.0,4.5,12.1,13.3,5.0,34.8,23.3,06,075
"Sacramento County, California",6.3,6.0,22.4,24.8,9.7,20.4,10.4,06,067
"El Dorado County, California",2.2,4.4,21.3,26.7,11.2,22.6,11.7,06,017
"Monterey County, California",19.6,8.9,20.3,18.3,8.2,14.8,9.9,06,053
"San Diego County, California",6.6,6.0,18.2,22.3,8.1,23.8,15.0,06,073
"Tulare County, California",18.1,11.1,25.5,22.5,8.2,9.8,4.8,06,107
"Humboldt County, California",2.5,7.1,22.2,27.6,10.3,20.3,10.1,06,023
"Alpine County, California",5.2,3.6,28.1,23.5,5.1,21.2,13.4,06,003
"Madera County, California",16.4,11.7,24.9,24.6,7.9,10.2,4.4,06,039
"Santa Cruz County, California",9.0,4.7,15.5,21.3,8.7,23.8,17.1,06,087
"Trinity County, California",1.6,6.1,34.8,29.2,8.8,14.3,5.2,06,105
"Riverside County, California",9.1,8.8,26.9,24.8,8.1,14.2,8.1,06,065
"San Bernardino County, California",8.9,11.2,26.3,24.4,8.3,13.6,7.4,06,071
"Marin County, California",3.9,2.8,10.5,17.1,6.2,34.3,25.2,06,041
"Placer County, California",2.2,3.3,18.0,25.7,11.1,26.4,13.3,06,061
"Shasta County, California",2.2,6.7,25.4,31.8,11.7,14.8,7.4,06,089
"Solano County, California",5.5,6.1,23.8,27.4,10.3,18.6,8.3,06,095
"Colusa County, California",19.1,9.7,26.2,20.7,9.4,11.1,3.9,06,011
"Copiah County, Mississippi",6.5,13.3,34.4,21.5,9.8,10.6,3.9,28,029
"Hinds County, Mississippi",3.9,8.6,25.0,24.5,9.0,17.0,12.0,28,049
"Union County, Mississippi",6.2,15.7,33.7,20.3,10.8,7.7,5.6,28,145
"Tippah County, Mississippi",7.8,12.3,36.2,19.4,9.1,9.7,5.5,28,139
"Forrest County, Mississippi",4.0,8.6,27.2,22.1,10.3,16.5,11.3,28,035
"Lafayette County, Mississippi",3.0,6.5,18.7,18.3,7.8,25.6,20.0,28,071
"Lowndes County, Mississippi",4.5,9.5,32.0,21.1,9.6,14.8,8.6,28,087
"Wilkinson County, Mississippi",8.4,16.8,40.6,13.8,6.7,8.5,5.2,28,157
"Jefferson Davis County, Mississippi",4.4,13.2,36.6,22.8,8.9,6.6,7.6,28,065
"Scott County, Mississippi",9.5,16.5,37.5,17.7,7.5,6.9,4.5,28,123
"Yazoo County, Mississippi",7.6,13.5,38.6,20.3,6.6,9.5,3.9,28,163
"Bolivar County, Mississippi",7.2,14.9,24.9,21.1,8.3,14.6,9.0,28,011
"Pike County, Mississippi",5.1,11.7,35.9,20.0,10.7,10.3,6.3,28,113
"Stone County, Mississippi",4.9,12.9,35.9,21.3,9.3,11.3,4.5,28,131
"Kemper County, Mississippi",6.0,11.9,38.3,19.3,9.8,9.1,5.6,28,069
"Sunflower County, Mississippi",8.1,17.0,32.2,20.6,6.7,9.7,5.6,28,133
"Adams County, Mississippi",7.3,14.8,33.0,19.0,8.5,10.0,7.5,28,001
"DeSoto County, Mississippi",2.9,6.7,29.2,25.8,10.3,16.6,8.5,28,033
"Delaware County, Pennsylvania",2.2,4.7,30.2,16.2,7.7,22.4,16.7,42,045
"Somerset County, Pennsylvania",4.1,7.6,49.8,14.1,8.5,10.6,5.3,42,111
"Madison County, Missouri",4.8,10.8,36.5,22.4,10.0,10.0,5.6,29,123
"Vernon County, Missouri",4.3,7.3,40.5,20.6,8.4,11.4,7.5,29,217
"Nodaway County, Missouri",3.1,4.6,37.7,20.6,5.5,16.1,12.5,29,147
"Chariton County, Missouri",2.2,7.1,49.4,16.1,7.9,11.6,5.7,29,041
"Wayne County, Missouri",7.4,16.4,39.0,22.1,5.6,6.0,3.6,29,223
"Scott County, Missouri",5.4,9.6,41.6,21.0,6.0,10.0,6.3,29,201
"Barton County, Missouri",5.0,7.9,41.1,20.7,5.5,13.2,6.6,29,011
"Cedar County, Missouri",4.0,8.3,41.2,23.6,9.3,8.6,5.1,29,039
"Gasconade County, Missouri",4.4,7.8,38.5,21.2,8.8,11.4,7.8,29,073
"Macon County, Missouri",4.2,7.6,45.1,19.2,7.6,11.5,4.9,29,121
"Oregon County, Missouri",7.1,9.8,43.0,19.4,6.1,9.9,4.7,29,149
"Ste. Genevieve County, Missouri",3.3,7.3,39.3,20.6,9.7,11.0,8.7,29,186
"Douglas County, Missouri",4.7,13.2,44.0,20.0,7.3,7.4,3.5,29,067
"Henry County, Missouri",3.2,9.0,40.7,23.0,8.3,10.6,5.3,29,083
"Lawrence County, Missouri",4.3,11.0,38.7,22.9,7.0,10.9,5.1,29,109
"Pulaski County, Missouri",2.3,4.9,27.5,26.6,10.5,17.7,10.5,29,169
"Texas County, Missouri",4.3,12.0,38.6,23.9,7.6,9.7,3.8,29,215
"Callaway County, Missouri",3.8,10.0,36.1,19.5,7.5,15.4,7.7,29,027
"Cooper County, Missouri",3.0,8.3,37.5,20.6,8.4,15.2,6.9,29,053
"Gentry County, Missouri",4.8,6.0,42.5,20.7,7.0,14.3,4.8,29,075
"Hampton city, Virginia",2.5,6.1,29.1,25.6,9.9,16.4,10.5,51,650
"Washington County, Virginia",6.1,8.2,34.3,18.8,9.9,13.7,9.1,51,191
"Page County, Virginia",6.6,10.7,45.5,17.9,5.6,9.0,4.7,51,139
"Alexandria city, Virginia",4.0,3.0,11.6,13.1,5.2,29.7,33.4,51,510
"Arlington County, Virginia",3.6,2.1,7.8,7.7,3.5,35.0,40.3,51,013
"Buchanan County, Virginia",12.6,17.4,35.1,16.9,6.3,6.7,5.0,51,027
"Stafford County, Virginia",2.5,4.3,22.9,22.1,8.3,23.5,16.4,51,179
"Richmond city, Virginia",5.4,9.2,21.8,18.4,5.6,23.5,16.1,51,760
"Essex County, Virginia",4.6,13.0,37.7,22.4,4.9,12.7,4.7,51,057
"Tazewell County, Virginia",8.6,9.7,36.5,20.1,10.3,9.4,5.5,51,185
"Manassas Park city, Virginia",8.2,9.1,26.4,17.3,11.1,18.9,9.0,51,685
"Sussex County, Virginia",6.1,13.6,42.5,19.1,6.0,8.8,3.9,51,183
"Manassas city, Virginia",9.1,8.2,25.8,18.4,8.9,18.3,11.3,51,683
"Salem city, Virginia",3.4,7.4,29.0,20.9,11.4,17.3,10.6,51,775
"Charlotte County, Virginia",6.9,9.8,40.4,22.4,9.6,7.1,3.7,51,037
"Greensville County, Virginia",6.5,15.7,41.3,20.9,6.5,6.1,3.0,51,081
"Thurston County, Washington",2.1,4.2,21.3,25.9,10.9,21.9,13.9,53,067
"Columbia County, Washington",3.6,5.2,21.7,27.2,16.7,15.4,10.2,53,013
"Guayanilla Municipio, Puerto Rico",,,,,,,,72,059
"Sabana Grande Municipio, Puerto Rico",,,,,,,,72,121
"Hormigueros Municipio, Puerto Rico",,,,,,,,72,067
"Utuado Municipio, Puerto Rico",,,,,,,,72,141
"Florida Municipio, Puerto Rico",,,,,,,,72,054
"Moca Municipio, Puerto Rico",,,,,,,,72,099
"Salinas Municipio, Puerto Rico",,,,,,,,72,123
"Sumner County, Tennessee",3.8,6.4,30.9,22.5,8.2,19.1,9.0,47,165
"Mississippi County, Missouri",9.5,14.8,41.8,18.6,3.7,7.3,4.2,29,133
"Ozark County, Missouri",4.4,13.3,43.4,22.5,5.5,6.5,4.5,29,153
"Bollinger County, Missouri",6.6,13.6,47.3,18.8,4.8,6.1,2.8,29,017
"Trousdale County, Tennessee",6.4,9.2,38.4,24.4,7.8,9.3,4.5,47,169
"Clay County, Tennessee",10.4,9.3,46.2,15.0,5.2,9.4,4.5,47,027
"St. Clair County, Illinois",2.5,6.4,28.1,24.0,10.9,16.4,11.6,17,163
"Moultrie County, Illinois",10.5,4.7,33.4,22.5,10.2,11.8,6.9,17,139
"Pike County, Illinois",3.1,8.2,38.7,23.4,8.8,12.7,5.1,17,149
"Pope County, Illinois",5.2,8.8,36.0,27.4,9.5,7.7,5.3,17,151
"Shelby County, Illinois",1.7,6.0,44.4,20.6,10.5,11.6,5.2,17,173
"Champaign County, Illinois",1.5,3.5,22.0,19.6,8.3,21.5,23.6,17,019
"Calhoun County, Illinois",3.3,5.2,43.4,19.9,14.0,8.1,6.2,17,013
"Ford County, Illinois",2.9,6.7,35.5,23.5,10.0,14.4,6.9,17,053
"Kane County, Illinois",8.2,7.2,22.7,21.2,7.5,21.3,11.8,17,089
"Kendall County, Illinois",3.3,4.3,22.9,23.0,10.4,22.7,13.5,17,093
"Brown County, Illinois",4.2,12.8,37.5,22.4,9.0,10.3,3.8,17,009
"Marion County, Illinois",3.9,7.2,35.2,26.8,11.9,9.8,5.4,17,121
"Mason County, Illinois",4.1,6.8,42.8,19.6,10.7,11.2,4.8,17,125
"Iroquois County, Illinois",3.2,7.3,39.8,22.9,10.9,10.5,5.3,17,075
"Clay County, Illinois",3.1,8.9,38.6,22.6,11.8,10.1,4.8,17,025
"Gallatin County, Illinois",5.1,8.0,39.8,26.2,10.1,7.7,3.2,17,059
"Monroe County, Illinois",1.1,2.9,27.6,22.8,10.5,22.7,12.3,17,133
"Union County, Illinois",5.4,6.1,35.4,23.0,8.2,14.5,7.2,17,181
"Winnebago County, Illinois",4.1,8.2,31.7,24.0,9.0,14.5,8.4,17,201
"Pulaski County, Illinois",2.8,8.5,36.3,30.5,9.5,7.6,5.0,17,153
"Schuyler County, Illinois",3.1,7.5,35.6,22.5,10.9,13.7,6.7,17,169
"Edgar County, Illinois",3.8,6.2,37.3,23.1,12.4,11.7,5.5,17,045
"Boone County, Illinois",6.1,7.7,34.8,19.6,8.3,14.3,9.1,17,007
"Bureau County, Illinois",2.6,6.6,36.6,22.9,10.7,14.0,6.6,17,011
"Coles County, Illinois",2.8,5.8,30.5,24.1,10.8,14.9,11.1,17,029
"Crawford County, Illinois",3.7,11.3,28.6,22.5,16.9,11.6,5.5,17,033
"Putnam County, Illinois",1.3,6.0,38.1,25.7,12.4,10.6,6.0,17,155
"De Witt County, Illinois",2.2,6.2,37.8,24.1,8.3,16.0,5.3,17,039
