"All ages in Poverty, Count Estimate","All ages in Poverty, Rate Estimate",Median Household Income Estimate,County,Year,State ID,County ID
5471,13.4,34842,Autauga County,1995,01,001
15494,12.4,35014,Baldwin County,1995,01,003
6423,24.9,24423,Barbour County,1995,01,005
3313,18.1,26651,Bibb County,1995,01,007
6041,13.7,30584,Blount County,1995,01,009
3524,33.7,19063,Bullock County,1995,01,011
5540,25.4,21918,Butler County,1995,01,013
20008,17.5,27265,Calhoun County,1995,01,015
6828,18.4,25571,Chambers County,1995,01,017
3420,15.8,26719,Cherokee County,1995,01,019
6256,17.5,28524,Chilton County,1995,01,021
3770,23.6,23193,Choctaw County,1995,01,023
6571,23.3,25078,Clarke County,1995,01,025
2004,14.7,25737,Clay County,1995,01,027
2096,15.3,26852,Cleburne County,1995,01,029
6305,14.9,29569,Coffee County,1995,01,031
7495,14.1,29080,Colbert County,1995,01,033
3982,28.0,21610,Conecuh County,1995,01,035
1830,16.1,25003,Coosa County,1995,01,037
7901,20.9,24201,Covington County,1995,01,039
3010,22.0,21926,Crenshaw County,1995,01,041
10323,13.9,28824,Cullman County,1995,01,043
8393,17.3,28578,Dale County,1995,01,045
16046,33.8,21297,Dallas County,1995,01,047
9527,16.5,26955,DeKalb County,1995,01,049
7626,13.7,34013,Elmore County,1995,01,051
8331,23.8,24341,Escambia County,1995,01,053
18272,17.8,27413,Etowah County,1995,01,055
3177,17.4,26629,Fayette County,1995,01,057
5027,17.0,26003,Franklin County,1995,01,059
4748,18.9,24586,Geneva County,1995,01,061
4019,40.1,16274,Greene County,1995,01,063
5037,30.8,19815,Hale County,1995,01,065
2828,18.4,26589,Henry County,1995,01,067
14361,17.0,30673,Houston County,1995,01,069
8154,15.9,28691,Jackson County,1995,01,071
105779,16.0,32632,Jefferson County,1995,01,073
2840,18.0,25876,Lamar County,1995,01,075
11308,13.5,31663,Lauderdale County,1995,01,077
5546,16.6,29765,Lawrence County,1995,01,079
16457,17.8,29288,Lee County,1995,01,081
8131,13.8,33974,Limestone County,1995,01,083
4564,35.0,18283,Lowndes County,1995,01,085
7529,34.4,19783,Macon County,1995,01,087
31183,11.6,41855,Madison County,1995,01,089
6437,27.3,23722,Marengo County,1995,01,091
5108,16.7,25960,Marion County,1995,01,093
11833,14.8,28481,Marshall County,1995,01,095
91977,23.2,27872,Mobile County,1995,01,097
5114,21.2,27061,Monroe County,1995,01,099
41808,19.6,31503,Montgomery County,1995,01,101
13057,12.1,35829,Morgan County,1995,01,103
5077,41.3,17324,Perry County,1995,01,105
5424,25.7,23568,Pickens County,1995,01,107
7000,25.5,23020,Pike County,1995,01,109
3978,19.6,24057,Randolph County,1995,01,111
10089,19.4,26570,Russell County,1995,01,113
8408,14.4,32647,St. Clair County,1995,01,115
9311,7.1,51443,Shelby County,1995,01,117
5647,35.9,17876,Sumter County,1995,01,119
15577,20.7,25777,Talladega County,1995,01,121
6985,17.4,26791,Tallapoosa County,1995,01,123
28186,18.4,28990,Tuscaloosa County,1995,01,125
11372,16.1,26504,Walker County,1995,01,127
3734,21.2,26173,Washington County,1995,01,129
5442,40.0,17255,Wilcox County,1995,01,131
4047,16.9,24947,Winston County,1995,01,133
242,10.3,46173,Aleutians East Borough,1995,02,013
286,6.6,40039,Aleutians West Census Area,1995,02,016
21754,8.7,54858,Anchorage Borough,1995,02,020
4746,30.4,37782,Bethel Census Area,1995,02,050
42,4.0,60865,Bristol Bay Borough,1995,02,060
104,5.7,50180,Denali Borough,1995,02,068
797,17.6,42294,Dillingham Census Area,1995,02,070
6486,8.0,48572,Fairbanks North Star Borough,1995,02,090
271,12.8,38411,Haines Borough,1995,02,100
1607,5.4,59944,Juneau Borough,1995,02,110
4755,10.1,50854,Kenai Peninsula Borough,1995,02,122
877,6.1,57149,Ketchikan Gateway Borough,1995,02,130
1134,7.7,50296,Kodiak Island Borough,1995,02,150
347,19.8,37666,Lake and Peninsula Borough,1995,02,164
5301,10.1,57384,Matanuska-Susitna Borough,1995,02,170
2008,22.8,41109,Nome Census Area,1995,02,180
308,4.3,67511,North Slope Borough,1995,02,185
1344,20.4,46172,Northwest Arctic Borough,1995,02,188
815,11.2,48409,Prince of Wales-Outer Ketchikan Census Area,1995,02,201
552,6.7,53339,Sitka Borough,1995,02,220
353,9.0,41700,Skagway-Hoonah-Angoon Census Area,1995,02,232
904,16.0,42236,Southeast Fairbanks Census Area,1995,02,240
853,8.3,54811,Valdez-Cordova Census Area,1995,02,261
2641,38.9,33967,Wade Hampton Census Area,1995,02,270
578,8.2,49421,Wrangell-Petersburg Census Area,1995,02,280
49,5.8,52663,Yakutat Borough,1995,02,282
1578,25.9,33779,Yukon-Koyukuk Census Area,1995,02,290
27275,39.4,20173,Apache County,1995,04,001
22229,20.7,26958,Cochise County,1995,04,003
21821,20.3,32640,Coconino County,1995,04,005
9218,19.4,27374,Gila County,1995,04,007
6862,23.6,25848,Graham County,1995,04,009
966,10.2,40620,Greenlee County,1995,04,011
3626,24.4,20878,La Paz County,1995,04,012
362298,13.8,37583,Maricopa County,1995,04,013
20845,16.4,29208,Mohave County,1995,04,015
26729,29.0,25499,Navajo County,1995,04,017
129300,16.9,30832,Pima County,1995,04,019
29544,21.7,26082,Pinal County,1995,04,021
9935,26.7,24933,Santa Cruz County,1995,04,023
19115,13.6,29205,Yavapai County,1995,04,025
32896,26.5,27119,Yuma County,1995,04,027
4169,19.8,26269,Arkansas County,1995,05,001
5174,21.0,28318,Ashley County,1995,05,003
5358,14.7,25058,Baxter County,1995,05,005
11857,9.3,34807,Benton County,1995,05,007
4836,15.1,27146,Boone County,1995,05,009
2597,22.5,22344,Bradley County,1995,05,011
1013,17.7,24093,Calhoun County,1995,05,013
3442,15.2,26360,Carroll County,1995,05,015
5667,37.8,18815,Chicot County,1995,05,017
4175,20.6,25411,Clark County,1995,05,019
3374,19.1,22342,Clay County,1995,05,021
3777,16.8,25214,Cleburne County,1995,05,023
1443,17.2,27239,Cleveland County,1995,05,025
5845,23.6,24672,Columbia County,1995,05,027
3541,17.9,26611,Conway County,1995,05,029
12591,16.8,29104,Craighead County,1995,05,031
8111,16.4,28426,Crawford County,1995,05,033
13450,26.9,24982,Crittenden County,1995,05,035
4850,25.0,24631,Cross County,1995,05,037
2051,22.2,22696,Dallas County,1995,05,039
4781,30.9,21057,Desha County,1995,05,041
3549,20.3,25894,Drew County,1995,05,043
7894,10.9,34160,Faulkner County,1995,05,045
2852,17.4,25196,Franklin County,1995,05,047
2897,26.8,20163,Fulton County,1995,05,049
14229,17.3,26592,Garland County,1995,05,051
1926,12.4,32112,Grant County,1995,05,053
5463,15.5,28194,Greene County,1995,05,055
4982,22.6,23070,Hempstead County,1995,05,057
4928,17.3,26014,Hot Spring County,1995,05,059
2414,17.4,26897,Howard County,1995,05,061
5499,16.7,27041,Independence County,1995,05,063
2772,22.2,21573,Izard County,1995,05,065
4462,24.3,22340,Jackson County,1995,05,067
21243,26.5,25273,Jefferson County,1995,05,069
3939,19.1,25132,Johnson County,1995,05,071
2931,31.5,18426,Lafayette County,1995,05,073
4124,23.8,20903,Lawrence County,1995,05,075
5025,41.8,17512,Lee County,1995,05,077
3296,29.1,23693,Lincoln County,1995,05,079
2536,18.9,26376,Little River County,1995,05,081
4036,19.3,24591,Logan County,1995,05,083
5902,12.3,34694,Lonoke County,1995,05,085
2392,18.1,23986,Madison County,1995,05,087
2840,19.6,22731,Marion County,1995,05,089
8921,22.6,25664,Miller County,1995,05,091
13196,25.9,24156,Mississippi County,1995,05,093
3572,34.2,18815,Monroe County,1995,05,095
1842,21.7,21870,Montgomery County,1995,05,097
2024,20.2,23149,Nevada County,1995,05,099
2064,25.7,20681,Newton County,1995,05,101
6571,23.1,24097,Ouachita County,1995,05,103
1538,16.5,24507,Perry County,1995,05,105
11782,42.3,17999,Phillips County,1995,05,107
1834,17.5,25130,Pike County,1995,05,109
6154,24.8,23013,Poinsett County,1995,05,111
4122,21.1,22780,Polk County,1995,05,113
7683,15.3,30663,Pope County,1995,05,115
1728,18.4,24325,Prairie County,1995,05,117
53388,15.2,32524,Pulaski County,1995,05,119
3626,20.5,23261,Randolph County,1995,05,121
9749,34.1,20800,St. Francis County,1995,05,123
7100,9.5,38089,Saline County,1995,05,125
2387,22.1,22507,Scott County,1995,05,127
2241,28.9,17698,Searcy County,1995,05,129
15231,14.4,30233,Sebastian County,1995,05,131
2875,19.4,23997,Sevier County,1995,05,133
3360,20.2,21863,Sharp County,1995,05,135
2688,24.5,20871,Stone County,1995,05,137
8884,19.3,27446,Union County,1995,05,139
3289,21.3,22737,Van Buren County,1995,05,141
16555,12.4,32375,Washington County,1995,05,143
10798,17.9,27009,White County,1995,05,145
3022,33.0,19214,Woodruff County,1995,05,147
3316,17.3,24702,Yell County,1995,05,149
151283,11.3,44653,Alameda County,1995,06,001
206,16.4,28492,Alpine County,1995,06,003
2897,9.6,35647,Amador County,1995,06,005
36337,19.0,28229,Butte County,1995,06,007
4405,11.3,32696,Calaveras County,1995,06,009
3194,17.3,28030,Colusa County,1995,06,011
70029,7.9,53055,Contra Costa County,1995,06,013
4922,19.6,28103,Del Norte County,1995,06,015
12678,8.3,42658,El Dorado County,1995,06,017
188008,25.2,30984,Fresno County,1995,06,019
4920,18.7,26293,Glenn County,1995,06,021
20737,17.0,28468,Humboldt County,1995,06,023
41732,31.0,22201,Imperial County,1995,06,025
2350,12.8,30238,Inyo County,1995,06,027
124931,20.6,32183,Kern County,1995,06,029
22999,22.3,28337,Kings County,1995,06,031
10569,19.0,25474,Lake County,1995,06,033
3658,14.5,34032,Lassen County,1995,06,035
2057499,22.7,33828,Los Angeles County,1995,06,037
22239,20.8,31644,Madera County,1995,06,039
14669,6.4,53266,Marin County,1995,06,041
2163,13.4,29339,Mariposa County,1995,06,043
14147,16.9,30073,Mendocino County,1995,06,045
50278,25.9,27125,Merced County,1995,06,047
1817,18.4,25124,Modoc County,1995,06,049
997,9.5,32885,Mono County,1995,06,051
55490,16.1,34461,Monterey County,1995,06,053
9801,8.5,41378,Napa County,1995,06,055
8456,9.4,37113,Nevada County,1995,06,057
297329,11.3,48701,Orange County,1995,06,059
16376,7.6,46687,Placer County,1995,06,061
2552,12.2,30759,Plumas County,1995,06,063
201349,14.3,36189,Riverside County,1995,06,065
173865,15.6,36642,Sacramento County,1995,06,067
5363,11.8,39729,San Benito County,1995,06,069
261189,16.5,35725,San Bernardino County,1995,06,071
407998,15.5,37239,San Diego County,1995,06,073
89843,12.3,37854,San Francisco County,1995,06,075
98627,18.7,33339,San Joaquin County,1995,06,077
28997,13.2,35683,San Luis Obispo County,1995,06,079
44642,6.5,50957,San Mateo County,1995,06,081
52105,13.8,36889,Santa Barbara County,1995,06,083
144034,9.1,53490,Santa Clara County,1995,06,085
31326,13.3,40596,Santa Cruz County,1995,06,087
25938,16.0,30761,Shasta County,1995,06,089
326,9.4,31012,Sierra County,1995,06,091
7597,17.2,26429,Siskiyou County,1995,06,093
34348,9.5,45369,Solano County,1995,06,095
39741,9.4,41016,Sonoma County,1995,06,097
72281,17.3,34575,Stanislaus County,1995,06,099
12146,15.9,32650,Sutter County,1995,06,101
9990,18.5,26314,Tehama County,1995,06,103
2263,16.9,25173,Trinity County,1995,06,105
98969,28.2,25935,Tulare County,1995,06,107
6052,12.3,31462,Tuolumne County,1995,06,109
70216,9.8,46955,Ventura County,1995,06,111
22740,15.5,35620,Yolo County,1995,06,113
13964,22.8,24960,Yuba County,1995,06,115
32614,10.5,37493,Adams County,1995,08,001
3045,22.3,26231,Alamosa County,1995,08,003
27085,5.9,46765,Arapahoe County,1995,08,005
1033,12.8,29999,Archuleta County,1995,08,007
764,17.1,23469,Baca County,1995,08,009
1100,22.3,24124,Bent County,1995,08,011
20333,8.0,46199,Boulder County,1995,08,013
1721,12.5,29412,Chaffee County,1995,08,015
220,9.5,33098,Cheyenne County,1995,08,017
475,5.4,49898,Clear Creek County,1995,08,019
2318,29.2,20321,Conejos County,1995,08,021
1174,32.1,18521,Costilla County,1995,08,023
1019,31.0,20403,Crowley County,1995,08,025
409,13.3,29617,Custer County,1995,08,027
4206,16.6,26148,Delta County,1995,08,029
84195,17.0,31944,Denver County,1995,08,031
203,12.0,24761,Dolores County,1995,08,033
2100,1.9,80923,Douglas County,1995,08,035
1533,5.0,47002,Eagle County,1995,08,037
868,5.3,54320,Elbert County,1995,08,039
45614,9.9,39180,El Paso County,1995,08,041
5551,15.8,28377,Fremont County,1995,08,043
3146,8.6,38304,Garfield County,1995,08,045
194,5.2,44954,Gilpin County,1995,08,047
647,6.7,36119,Grand County,1995,08,049
1378,12.2,30246,Gunnison County,1995,08,051
69,10.1,31428,Hinsdale County,1995,08,053
1530,23.4,20769,Huerfano County,1995,08,055
164,10.7,27647,Jackson County,1995,08,057
25902,5.3,49364,Jefferson County,1995,08,059
165,10.0,31196,Kiowa County,1995,08,061
923,12.8,30474,Kit Carson County,1995,08,063
538,8.5,31924,Lake County,1995,08,065
4309,11.3,35165,La Plata County,1995,08,067
19790,9.1,41313,Larimer County,1995,08,069
3366,23.6,22506,Las Animas County,1995,08,071
746,16.1,29498,Lincoln County,1995,08,073
2397,13.4,30321,Logan County,1995,08,075
13498,12.5,31590,Mesa County,1995,08,077
45,6.6,28268,Mineral County,1995,08,079
1297,10.7,40331,Moffat County,1995,08,081
3660,16.5,30214,Montezuma County,1995,08,083
3587,12.1,30962,Montrose County,1995,08,085
3648,14.8,29878,Morgan County,1995,08,087
4826,23.5,24144,Otero County,1995,08,089
248,7.8,35829,Ouray County,1995,08,091
